,Company,Address,SIC2,Latitude,Longitude,NeighborSIC52,NeighborSIC53,NeighborSIC54,NeighborSIC55,NeighborSIC56,NeighborSIC57,NeighborSIC58,NeighborSIC59,NeighborSIC60,NeighborSIC61,NeighborSIC62,NeighborSIC63,NeighborSIC64,NeighborSIC65,NeighborSIC66,NeighborSIC67,NeighborSIC68,NeighborSIC69,NeighborSIC70,NeighborSIC71,NeighborSIC72,NeighborSIC73,NeighborSIC74,NeighborSIC75,NeighborSIC76,NeighborSIC77,NeighborSIC78,NeighborSIC79,NeighborSIC80,NeighborSIC81,NeighborSIC82,NeighborSIC83,NeighborSIC84
328740,OTO MISAN RESTAURANT,2506 1/2 E 1ST ST,58,34.0429,118.2084,,,,,,1.0,1.0,3.0,,,,,1.0,,,,,,,,2.0,3.0,,,,,,,,,,,
328744,MUANG THAI RESTAURANT,4878 S HUNTINGTON DR,58,34.0809,118.1734,2.0,1.0,20.0,15.0,13.0,10.0,23.0,45.0,,2.0,1.0,,2.0,12.0,,2.0,,,2.0,,32.0,122.0,,25.0,40.0,,7.0,6.0,10.0,2.0,4.0,9.0,
328764,LOSCANDILES CLUB,2887 EL ROBLE DR,58,34.1389,118.2265,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
328790,THIRTY ONE HUNDRED CLUB,3100 N MAIN ST,58,34.0659,118.2088,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,
328792,DEL CARMEN RESTAURANT,1704 N EASTERN AVE,58,34.0659,118.18,,,2.0,1.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
328805,BODA RESTAURANT,2310 PASADENA AVE STE 102,58,34.0756,118.2174,,,3.0,,2.0,1.0,1.0,1.0,,,,,,,,2.0,,,,,2.0,4.0,,,,,,,,1.0,,,
328814,GRETAS PLACE,4915 S CENTRAL AVE,58,34.0087,118.2589,7.0,10.0,38.0,20.0,27.0,37.0,31.0,71.0,1.0,1.0,2.0,,2.0,19.0,,2.0,,,3.0,,59.0,125.0,,33.0,21.0,,6.0,13.0,13.0,5.0,7.0,21.0,
328851,ITS PLACE RESTAURANT,4518 AVALON BLVD,58,34.0022,118.265,1.0,,3.0,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
328863,CASA YBARRA,355 S ATLANTIC BLVD,58,34.0308,118.1543,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,
328871,LACOBRA BAR,1607 E 4TH ST,58,34.043,118.2225,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328872,BOULEVARD BAR,4539 WHITTIER BLVD,58,34.0231,118.1696,,,,,1.0,2.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
328875,LOPEZ MARIA LUISA,2905 E 1ST ST,58,34.041,118.2034,,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
328888,TAQUERIA LA FLOR DE SAHUAIO,4601 E OLYMPIC BLVD,58,34.019,118.1711,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328905,LOS NORTENOS,3207 E PICO BLVD,58,34.0181,118.2097,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,
328918,DEL RIO CLUB,3861 E 1ST ST,58,34.0361,118.1826,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
328937,CHICOS RESTAURANT,100 N AVE 50,58,34.1049,118.2023,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328941,ARMONS RESTAURANT,5056 EAGLE ROCK BLVD,58,34.1341,118.2099,8.0,8.0,11.0,3.0,16.0,16.0,23.0,56.0,,4.0,,1.0,11.0,17.0,,4.0,,,1.0,,28.0,188.0,,8.0,23.0,,20.0,19.0,18.0,13.0,6.0,8.0,1.0
328953,MI FAMILIA,1008 ADELANTE AVE,58,34.1141,118.1972,3.0,3.0,19.0,13.0,15.0,24.0,18.0,62.0,2.0,5.0,,,6.0,25.0,,9.0,,,1.0,,34.0,250.0,,22.0,40.0,,19.0,20.0,18.0,9.0,8.0,13.0,2.0
328956,SMOKIN BONES,6138 N FIGUEROA ST,58,34.1133,118.1863,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328963,E & L FAMOUS BURGERS,5633 YORK BLVD,58,34.1192,118.1949,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
328974,JOLIOS BUCKET,4541 EAGLE ROCK BLVD,58,34.1268,118.2187,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
328980,LA PIZZA LOCA INC,252 W MARTIN LUTHR KNG JR,58,34.010999999999996,118.2775,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
329030,MO-VIDDLES,4045 URSULA AVE,58,34.0138,118.3525,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,,
329084,DOJO SOUP LLC,924 S ORANGE GROVE AVE,58,34.0591,118.36200000000001,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
329092,LAM LAOUNG,5301 W SUNSET BLVD,58,34.0982,118.3057,,,3.0,,2.0,1.0,3.0,5.0,,,,,,,,,,,,,4.0,1.0,,,,,,1.0,1.0,,,,
329096,SUB-ZERO,8313 LINCOLN BLVD,58,33.9629,118.3924,2.0,3.0,13.0,17.0,31.0,27.0,38.0,97.0,2.0,12.0,10.0,,15.0,29.0,,9.0,,,,,52.0,344.0,,30.0,20.0,,24.0,23.0,43.0,10.0,13.0,11.0,
329109,AMERICAN FESTIVAL,6201 W SUNSET BLVD 300,58,34.0981,118.3239,,,,,1.0,3.0,1.0,,,,,,,4.0,,2.0,,,,,1.0,8.0,,,,,4.0,1.0,,1.0,,,
329114,MINUTE CHEF RESTAURANT,1543 W OLYMPIC BLVD,58,34.0491,118.2736,1.0,,5.0,1.0,12.0,7.0,5.0,12.0,,5.0,2.0,1.0,10.0,14.0,,5.0,,,,,10.0,67.0,,1.0,2.0,,3.0,2.0,13.0,27.0,11.0,5.0,
329118,D&L CATERING INC,4580 N FIGUEROA ST,58,34.0977,118.2056,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
329145,INTERLINK ENTRMT SYSTEMS,1001 NORTH VERMONT AVE,58,34.0898,118.294,5.0,4.0,17.0,9.0,20.0,25.0,30.0,52.0,2.0,1.0,2.0,,6.0,14.0,,3.0,,,3.0,,36.0,129.0,,24.0,27.0,,24.0,9.0,32.0,3.0,2.0,7.0,1.0
329208,IRMAL INC,4533 VAN NUYS BLVD,58,34.0444,118.2406,,4.0,6.0,,21.0,7.0,24.0,33.0,4.0,2.0,2.0,1.0,1.0,2.0,,2.0,,,3.0,,13.0,29.0,,6.0,7.0,,3.0,2.0,10.0,3.0,5.0,3.0,1.0
329214,DRAGON WOK,1142 KENISTON AVE,58,34.0454,118.3396,11.0,5.0,18.0,22.0,38.0,43.0,47.0,117.0,2.0,6.0,5.0,1.0,4.0,34.0,,11.0,,,7.0,,88.0,350.0,,47.0,51.0,,45.0,44.0,38.0,13.0,20.0,28.0,6.0
329224,TACOS CHAPALITA,2927 N BROADWAY,58,34.0738,118.2113,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,
329252,CHO WON BBQ INC,4929 WLSHIRE BLVD STE 735,58,34.0621,118.3381,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
329281,GINOS PRIMO PIZZA,4918 HUB ST,58,34.1141,118.1972,3.0,3.0,19.0,13.0,15.0,24.0,18.0,62.0,2.0,5.0,,,6.0,25.0,,9.0,,,1.0,,34.0,250.0,,22.0,40.0,,19.0,20.0,18.0,9.0,8.0,13.0,2.0
329286,WESTERN PIZZA,634 S WESTERN AVE,58,34.0597,118.3013,2.0,2.0,11.0,1.0,13.0,17.0,30.0,29.0,2.0,2.0,1.0,,11.0,18.0,,4.0,,,4.0,,31.0,74.0,,6.0,12.0,,8.0,7.0,23.0,10.0,6.0,9.0,
329288,LOS ANGELES BREWING COMPANY O,1845 S BUNDY DR,58,34.0356,118.4577,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
329326,VERMONT FOOD BLOOM LLC,1714 N VERMONT AVE,58,34.1022,118.2916,,,1.0,,,,5.0,,,,,,,,,,,,,,,1.0,,,,,4.0,3.0,,3.0,,,
329359,ROCK & ROLL PIZZA INC,1888 CENTURY PARK E,58,34.0613,118.4142,,,,,,6.0,9.0,15.0,5.0,8.0,14.0,3.0,10.0,43.0,,23.0,,,1.0,,9.0,84.0,,3.0,1.0,,109.0,26.0,9.0,79.0,2.0,,
329444,VOWEL STATE HOSPITALITY INC,1455 W SUNSET BLVD,58,34.0753,118.2536,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,
329513,JIMS COFFEE SHOP,5414 S VERMONT AVE,58,34.0027,118.2865,4.0,6.0,33.0,18.0,27.0,17.0,34.0,56.0,2.0,,3.0,,3.0,18.0,,2.0,,,6.0,,40.0,106.0,,26.0,19.0,,8.0,11.0,12.0,3.0,2.0,25.0,
329518,GOLDEN OLIVE RESTAURANT,155 W 11TH ST,58,34.04,118.2593,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
329550,SUPER BURRITO RESTAURANT,5400 AVALON BLVD,58,33.9931,118.265,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
329555,TASTY THAI RESTAURANT,718 N HIGHLAND AVE,58,34.0838,118.3384,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,
329620,BASQUE NIGHTCLUB AND REST,1707 VINE ST,58,34.1017,118.3268,,,,,,,2.0,8.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,
329622,CAFE DOWNTOWN,619 S OLIVE ST,58,34.0473,118.255,,,1.0,,,,3.0,2.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,5.0,,,
329623,CAFE DE REPOSO,356 S WESTERN AVE,58,34.0679,118.3089,,,1.0,1.0,1.0,2.0,3.0,7.0,,,,,,1.0,,,,,,,7.0,1.0,,,,,,5.0,1.0,,,,
329631,ELITE PRIVATE CHEFS,11819 WILSHIRE BLVD,58,34.0479,118.463,,,,,,,12.0,,,2.0,,,3.0,,,,,,,,2.0,2.0,,1.0,1.0,,,4.0,15.0,,1.0,,
329634,FREDOS GRILL RESTAURANT,2817 BEVERLY BLVD,58,34.0708,118.2795,,,,,,1.0,5.0,3.0,,,,,,,,,,,,,2.0,1.0,,3.0,1.0,,,,,,1.0,,
329635,GOLDEN THAI CHINESE FOOD,3325 W 6TH ST,58,34.0637,118.2945,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
329638,HAMA CATERING,4509 S CENTINELA AVE,58,33.9926,118.4232,,,,,,,4.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
329639,HOP KEE SFOOD REST NUMBER FIVE,11901 SANTA MONICA BLVD,58,34.0419,118.4604,,,1.0,1.0,,5.0,5.0,12.0,1.0,2.0,2.0,,2.0,11.0,,6.0,,,,,5.0,35.0,,2.0,1.0,,8.0,8.0,12.0,5.0,3.0,2.0,
329640,HOT SALSA,698 IROLO ST,58,34.0598,118.3007,,,3.0,,,1.0,7.0,2.0,,,,,,1.0,,,,,,,4.0,,,,1.0,,,1.0,1.0,,,,
329644,JOLLIBEE,2700 COLO BLVD STE 104,58,34.1426,118.2245,,,7.0,,21.0,4.0,6.0,23.0,1.0,,,,,1.0,,,,,,,6.0,3.0,,,,,1.0,2.0,1.0,,1.0,,
329646,L A EXPRESSO,2424 E 52ND ST,58,33.9955,118.2296,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
329648,LIFE 4 LUNCH,1450 BARRY AVE,58,34.0459,118.4562,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
329658,MRS GARCIAS CATERING,3602 OVERLAND AVE,58,34.0231,118.4102,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
329665,PITFIRE PIZZA COMPANY,108 W 2ND ST,58,34.051,118.2449,1.0,,1.0,,2.0,,7.0,1.0,,1.0,,,,3.0,,1.0,,,,,2.0,28.0,,1.0,2.0,,3.0,4.0,1.0,,1.0,,
329666,RICO RICO RESTAURANT,2810 JAMES M WOOD BLVD,58,34.0558,118.2893,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
329667,SHOLE RESTAURANT INC,1201 S SAN PEDRO ST,58,34.0336,118.2535,,1.0,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
329668,SU CASA CENTRAL,4616 WHITTIER BLVD,58,34.0224,118.1677,,,,,3.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,2.0,,,,,,1.0,1.0,1.0,,,,
329669,GOOD HOOD CAFE,4019 W PICO BLVD,58,34.0476,118.3233,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,
329670,TSUKI JAPANESE NOODLE HOUSE,356 S WESTERN AVE,58,34.0679,118.3089,,,1.0,1.0,1.0,2.0,3.0,7.0,,,,,,1.0,,,,,,,7.0,1.0,,,,,,5.0,1.0,,,,
329671,VENICE BURGER & TERIYAKI,5163 VENICE BLVD,58,34.045,118.3529,,,1.0,,4.0,,4.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
329675,J & B FAST FOOD,6826 S HOOVER ST,58,33.9779,118.2869,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
329678,VINIS RESTAURANTS,4625 VALLEY BLVD,58,34.0628,118.1836,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
329681,SWEETIES ICE CREAM & YOGURT,904 N VERMONT AVE,58,34.0878,118.2915,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
329683,5TH STREET DICKS COFFEE HOUSE,4305 DEGNAN BLVD,58,34.0057,118.3315,,,2.0,,,,3.0,1.0,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,5.0,
329691,HIGH RISE SNACK AND GIFT SHOP,315 W 9TH ST STE 304,58,34.0433,118.2573,,,1.0,1.0,2.0,,1.0,4.0,1.0,1.0,1.0,,2.0,14.0,,3.0,,,,,3.0,26.0,,1.0,,,,1.0,1.0,11.0,3.0,10.0,
329697,YUM YUM CHINESE FAST FOOD,2439 E CESAR E CHAVEZ AVE,58,34.0463,118.2063,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,2.0,,1.0,,
329716,FARFALLA TRATTORIA INC,1978 HILLHURST AVE,58,34.1073,118.2872,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
329738,GONZOS PIZZA PLUS,215 S MEDNIK AVE,58,34.0346,118.1619,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
329770,KWALITY OF AMERICA,345 N LA BREA AVE STE A,58,34.0772,118.3442,,,,,,,4.0,,,,,,1.0,1.0,,,,,,,,3.0,,,1.0,,,,,,,,
329816,OASIS TAVERN,736 S ALVARADO ST,58,34.0557,118.277,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
329825,LOGRASSOS MICHAEL CAFETERIA,313 N FIGUEROA ST,58,34.0588,118.2507,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
329829,HILLTON RESTAURANT,1846 S HILL ST,58,34.0416,118.2653,2.0,6.0,16.0,13.0,137.0,17.0,33.0,49.0,6.0,,2.0,,6.0,12.0,,4.0,,,3.0,,27.0,86.0,,28.0,21.0,,2.0,7.0,10.0,5.0,7.0,9.0,
329844,YUM BRANDS INC,1851 W SLAUSON AVE,58,33.9892,118.3103,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
329874,SUBWAY,370 E 2ND ST,58,34.048,118.24,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
329875,SUBWAY,711 N MAIN ST STE 107,58,34.0585,118.2378,,1.0,,,1.0,1.0,3.0,2.0,,,,,,1.0,,,,,1.0,,,5.0,,,1.0,,,1.0,,2.0,,,
329876,GRECCO BOB,155 W WASH BLVD STE G2,58,34.1053,118.2636,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
329882,SUBWAY,9915 S BROADWAY,58,33.9461,118.2785,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
329883,SUBWAY 27103,1625 W WASHINGTON BLVD,58,34.0401,118.2931,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
329884,SUBWAY,7353 MELROSE AVE STE C,58,34.0837,118.35,,,2.0,,1.0,,1.0,2.0,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,,,
329887,EL PASEO CAFE,100 WORLD WAY STE K,58,33.9456,118.3999,,,,,,,2.0,4.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,
329963,ALEX RESTAURANT,1138 N WESTERN AVE,58,34.0919,118.2876,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
329967,CARL KARCHER ENTERPRISES INC,444 S FLOWER ST,58,34.0522,118.2553,1.0,,5.0,,3.0,5.0,3.0,10.0,19.0,2.0,17.0,,1.0,32.0,,26.0,,,,,5.0,58.0,,3.0,,,,6.0,6.0,135.0,1.0,7.0,
330019,EL TAMARENDO RESTAURANT,1120 S WESTERN AVE,58,34.0502,118.3088,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,
330038,PALO VERDE,9919 AVALON BLVD,58,33.9459,118.2653,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
330039,SADDA SUAL,103 S RAMPART BLVD,58,34.0693,118.2771,,,,,,,1.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,
330040,KFC ENTERPRISES INC,1148 W MANCHESTER AVE,58,33.9598,118.2948,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
330041,KFC ENTERPRISES INC,1457 E FLORENCE AVE,58,33.9748,118.2482,,,,1.0,1.0,1.0,3.0,,2.0,1.0,,,,3.0,,,,,,,5.0,,,,,,,,,,,1.0,
330048,JANS RESTAURANT,8424 BEVERLY BLVD,58,34.0759,118.3739,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
330065,GARINLINGER BARBARA,8901 SEPULVEDA EASTWAY,58,33.9557,118.3949,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
330080,BIG EASY CAFE,2625 S ROBERTSON BLVD,58,34.0266,118.4041,4.0,1.0,14.0,20.0,31.0,39.0,30.0,67.0,1.0,6.0,2.0,2.0,3.0,36.0,,7.0,,,1.0,,50.0,311.0,,29.0,25.0,,37.0,29.0,37.0,7.0,18.0,15.0,3.0
330097,GOLDEN MILES INC,5545 W MANCHESTER AVE,58,33.96,118.37799999999999,,,1.0,,2.0,,12.0,5.0,1.0,,,1.0,1.0,1.0,,,,,,,12.0,3.0,,,1.0,,,,1.0,,1.0,,
330137,JAE Y FOOD & CATERING CO,3062 W 8TH ST,58,34.0597,118.3013,2.0,2.0,11.0,1.0,13.0,17.0,30.0,29.0,2.0,2.0,1.0,,11.0,18.0,,4.0,,,4.0,,31.0,74.0,,6.0,12.0,,8.0,7.0,23.0,10.0,6.0,9.0,
330198,HARTLEY PETER,12826 GILMORE AVE,58,33.9887,118.4296,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
330249,CALIFORNIA VEGAN,7300 W SUNSET BLVD STE A,58,34.0978,118.3497,,,1.0,,2.0,,8.0,4.0,,,,,,,,,,,1.0,,11.0,3.0,,,1.0,,,3.0,1.0,1.0,,,
330300,ZANKOU CHICKEN HOLLYWOOD INC,5065 W SUNSET BLVD,58,34.0982,118.3,,,4.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
330368,JS SUBS & SNACKS,1149 IROLO ST,58,34.0499,118.3012,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
330409,JOHNNYS BAR,2939 W SUNSET BLVD,58,34.0836,118.2737,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
330484,ED 24 INC,7328 SANTA MONICA BLVD,58,34.0907,118.34899999999999,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
330530,HIDE STEAK HOUSE,5114 E BEVERLY BLVD,58,34.0264,118.1532,2.0,7.0,26.0,28.0,35.0,26.0,45.0,54.0,3.0,3.0,1.0,1.0,7.0,30.0,,2.0,,,2.0,,44.0,138.0,,39.0,40.0,,3.0,6.0,33.0,6.0,8.0,17.0,
330565,REESAS CAFE & DELI,6717 HOLLYWOOD BLVD,58,34.1016,118.3365,1.0,,2.0,1.0,2.0,1.0,4.0,3.0,,,,,,2.0,,,,,,,3.0,6.0,,,,,13.0,8.0,,,1.0,1.0,
330585,WAT PHRA-THAT BUA-LUANG THAI M,3699 WILSHIRE BLVD,58,34.0618,118.3064,,1.0,4.0,1.0,2.0,3.0,4.0,12.0,1.0,17.0,11.0,4.0,20.0,33.0,,17.0,,,,,7.0,61.0,,5.0,,,2.0,14.0,13.0,71.0,4.0,3.0,
330606,YNAKA SUSHI INC,3660 WLSHIRE BLVD STE 620,58,34.0616,118.3052,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,
330618,OKIDOG INC,5056 W PICO BLVD,58,34.0477,118.3479,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
330628,SILVER SPOON,513 N PLYMOUTH BLVD,58,34.0793,118.3207,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
330657,ITALIAN MATTRESSES INC,8317 BEVERLY BLVD,58,34.0762,118.3706,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
330686,DAVEYS HOT DOG STAND,11101 AVALON BLVD,58,33.9347,118.2652,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
330742,CREOLE EATS INC,6709 LA TIJERA BLVD 278,58,33.9786,118.3705,,,2.0,,4.0,1.0,5.0,3.0,2.0,6.0,7.0,,,17.0,,9.0,,,,,9.0,54.0,,1.0,2.0,,6.0,11.0,5.0,3.0,4.0,8.0,
330765,DONG SUB CORP INC,3345 WILSHIRE BLVD,58,34.0619,118.2961,1.0,1.0,5.0,,5.0,1.0,7.0,10.0,1.0,11.0,1.0,1.0,26.0,32.0,,8.0,,,1.0,,5.0,48.0,,3.0,,,4.0,3.0,8.0,43.0,3.0,9.0,
330801,HOUSE OF LOUIE,8327 S FIGUEROA ST,58,33.9629,118.2828,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
330847,RIDGEVIEW DRIVE 1 LLC,2380 BUCKINGHAM LN,58,34.1135,118.4764,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
330889,OMAI HOUSE CORP,11267 NATIONAL BLVD,58,34.0266,118.4308,,,,,1.0,,7.0,,,,1.0,,,,,,,,,,7.0,2.0,,1.0,,,,,,,1.0,1.0,
330958,PEACOCK ALLEY,3188 W 8TH ST,58,34.0576,118.2972,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,
330968,CIG RESTAURANT CORP,5601 MELROSE AVE,58,34.0836,118.3224,1.0,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
330974,STRAYED DOGS LLC,811 TRACTION AVE APT 3B,58,34.0451,118.2355,,,,,,,1.0,2.0,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,
330990,TABLE BAY FINANCIAL NETWORK IN,725 S FIGUEROA ST,58,34.049,118.2603,1.0,,1.0,,1.0,,6.0,5.0,11.0,1.0,11.0,4.0,12.0,15.0,,24.0,,,1.0,,5.0,37.0,,1.0,,,1.0,3.0,2.0,111.0,6.0,3.0,
330995,TAP COLLECTIONS LLC,644 WESTHOLME AVE,58,34.069,118.4378,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
331033,MIDNIGHT SNACK LP,12100 WILSHIRE BLVD 400,58,34.0438,118.4675,,,2.0,2.0,1.0,6.0,14.0,11.0,2.0,9.0,16.0,2.0,10.0,94.0,,47.0,,,,,5.0,98.0,,,1.0,,43.0,18.0,13.0,131.0,3.0,1.0,
331054,P&G MEXICAN PRODUCTS INC,11212 AVALON BLVD,58,33.9328,118.265,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
331069,POLAR BEAR USA INC,1784 E VERNON AVE,58,34.0037,118.2416,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
331301,BROTHERS COFFEE HOUSE,257 W 127TH ST,58,33.9177,118.2773,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,1.0,
331375,SPECTRUM FOODS INC,7383 MELROSE AVE,58,34.0836,118.3506,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
331406,HAROUTIOUN MAADENIAN,4773 SANTA MONICA BLVD,58,34.0909,118.2933,,,,,,,3.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
331476,CANTON KITCHEN,12511 VENICE BLVD,58,34.0032,118.4348,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
331492,MEXUS CAFE,5900 WILSHIRE BLVD STE 12,58,33.9911,118.4211,,,,,,,1.0,,,,,,,4.0,,,,,,,,2.0,,,,,,,,1.0,,,
331501,MORYS PIZZA GRILL B,1449 N GARDNER ST,58,34.097,118.353,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
331524,LOS POBLANOS,1433 W JEFFERSON BLVD,58,34.0256,118.2982,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
331582,SALADS GALORE INC,5750 WILSHIRE BLVD 125,58,34.0622,118.3541,,,1.0,2.0,1.0,10.0,2.0,6.0,,5.0,6.0,1.0,8.0,41.0,,15.0,,,1.0,,2.0,41.0,,4.0,1.0,,51.0,26.0,7.0,21.0,1.0,1.0,1.0
331656,POLLOS TIP TOP,800 N VIRGIL AVE,58,34.0857,118.2866,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,
331712,ORANGE JULIUS/ DAIRY QUEEN,1015 GAYLEY AVE 383,58,34.0615,118.4478,1.0,,1.0,1.0,4.0,3.0,1.0,4.0,,1.0,1.0,1.0,,14.0,,5.0,,,,,3.0,30.0,,,,,8.0,9.0,12.0,2.0,1.0,1.0,
331724,COLDSTONE WEST,10875 W PICO BLVD,58,34.0399,118.4291,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
331774,NUMERO UNO,1077 BROXTON AVE,58,34.0611,118.4461,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
331808,ABBOTS HABIT HOLLYWOOD,7554 W SUNSET BLVD FL 1,58,34.0978,118.3541,,,,,,1.0,4.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,
331931,LEE YUNG K,1101 S VERMONT AVE,58,34.0506,118.2917,,1.0,1.0,,1.0,4.0,4.0,2.0,1.0,,,1.0,,,,,,,,,3.0,6.0,,,1.0,,,6.0,4.0,2.0,,,
331951,THA SHACK,2511 W JEFFERSON BLVD,58,34.0257,118.3226,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
