Geo ID,Geographic Area Name, Total population,Median age,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over,Percent Under 5 years,Percent 5 to 9 years,Percent 10 to 14 years,Percent 15 to 19 years,Percent 20 to 24 years,Percent 25 to 29 years,Percent 30 to 34 years,Percent 35 to 39 years,Percent 40 to 44 years,Percent 45 to 49 years,Percent 50 to 54 years,Percent 55 to 59 years,Percent 60 to 64 years,Percent 65 to 69 years,Percent 70 to 74 years,Percent 75 to 79 years,Percent 80 to 84 years,Percent 85 years and over
8600000US95328,95328,4480,27.9,408,500,507,384,187,533,219,332,214,290,257,116,114,0,66,26,0,7.3,9.1,11.2,11.3,8.6,4.2,11.9,4.9,7.4,4.8,6.5,5.7,2.6,2.5,0,1.5,0.6,0
8600000US95329,95329,2570,50.6,98,128,174,121,134,105,87,156,94,252,193,199,284,122,117,114,21,6.7,3.8,5,6.8,4.7,5.2,4.1,3.4,6.1,3.7,9.8,7.5,7.7,11.1,4.7,4.6,4.4,0.8
8600000US95330,95330,22760,32.1,1752,1738,1588,1656,1966,2001,1367,1665,1349,1238,1576,1181,721,398,436,222,89,8,7.7,7.6,7,7.3,8.6,8.8,6,7.3,5.9,5.4,6.9,5.2,3.2,1.7,1.9,1,0.4
8600000US95333,95333,2539,38.3,177,207,143,158,156,142,238,161,110,111,246,150,95,80,62,76,44,7.2,7,8.2,5.6,6.2,6.1,5.6,9.4,6.3,4.3,4.4,9.7,5.9,3.7,3.2,2.4,3,1.7
8600000US95334,95334,17057,30.1,1557,1442,1359,1119,1641,1445,950,899,870,964,774,769,563,412,422,221,265,8.1,9.1,8.5,8,6.6,9.6,8.5,5.6,5.3,5.1,5.7,4.5,4.5,3.3,2.4,2.5,1.3,1.6
8600000US95335,95335,153,57.8,0,0,0,0,0,0,0,0,0,24,58,31,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,37.9,20.3,0,26.1,0,0,0
8600000US95336,95336,47855,37.5,3527,3483,3124,3006,3122,3028,2901,3100,2806,3494,3013,2660,2266,1831,1538,923,895,6.6,7.4,7.3,6.5,6.3,6.5,6.3,6.1,6.5,5.9,7.3,6.3,5.6,4.7,3.8,3.2,1.9,1.9
8600000US95337,95337,39177,35,3279,2869,2624,2589,2783,2649,2490,2919,3166,2732,2356,2019,1085,1051,635,621,530,7.1,8.4,7.3,6.7,6.6,7.1,6.8,6.4,7.5,8.1,7,6,5.2,2.8,2.7,1.6,1.6,1.4
8600000US95338,95338,10827,51,591,598,432,363,330,675,439,555,697,744,975,890,1014,675,569,338,370,5.3,5.5,5.5,4,3.4,3,6.2,4.1,5.1,6.4,6.9,9,8.2,9.4,6.2,5.3,3.1,3.4
8600000US95340,95340,35827,32.6,2863,2249,4092,2705,2206,2689,1894,1669,2077,2176,2008,2233,1496,1293,825,492,510,6.6,8,6.3,11.4,7.6,6.2,7.5,5.3,4.7,5.8,6.1,5.6,6.2,4.2,3.6,2.3,1.4,1.4
8600000US95341,95341,33090,27.8,3184,3541,3211,2301,2743,2332,2387,2014,1342,1774,1371,1302,1048,636,378,311,184,9.2,9.6,10.7,9.7,7,8.3,7,7.2,6.1,4.1,5.4,4.1,3.9,3.2,1.9,1.1,0.9,0.6
8600000US95345,95345,802,48.2,64,52,26,62,73,64,15,8,81,52,69,16,26,19,68,89,0,2.2,8,6.5,3.2,7.7,9.1,8,1.9,1,10.1,6.5,8.6,2,3.2,2.4,8.5,11.1,0
8600000US95346,95346,1251,58.2,0,38,51,0,109,22,0,82,63,115,162,228,179,79,21,0,39,5,0,3,4.1,0,8.7,1.8,0,6.6,5,9.2,12.9,18.2,14.3,6.3,1.7,0,3.1
8600000US95348,95348,34002,28.4,2675,2448,2567,4740,2843,2323,2067,1795,1725,1642,1679,1246,1230,937,886,389,337,7.3,7.9,7.2,7.5,13.9,8.4,6.8,6.1,5.3,5.1,4.8,4.9,3.7,3.6,2.8,2.6,1.1,1
8600000US95350,95350,54210,36.6,3659,3352,2966,3750,4125,3905,3264,2950,2960,3199,3761,3135,2712,2386,1448,1324,1185,7.6,6.7,6.2,5.5,6.9,7.6,7.2,6,5.4,5.5,5.9,6.9,5.8,5,4.4,2.7,2.4,2.2
8600000US95351,95351,48542,29.4,4378,4343,3488,3903,4205,3513,2913,2566,2700,2825,2710,1786,1492,1330,897,416,629,9.2,9,8.9,7.2,8,8.7,7.2,6,5.3,5.6,5.8,5.6,3.7,3.1,2.7,1.8,0.9,1.3
8600000US95354,95354,24923,34.1,1906,1800,1394,1383,2139,2349,1547,1395,1291,1632,1508,1395,1260,923,398,321,230,8.2,7.6,7.2,5.6,5.5,8.6,9.4,6.2,5.6,5.2,6.5,6.1,5.6,5.1,3.7,1.6,1.3,0.9
8600000US95355,95355,59621,39.3,3626,4451,3711,3753,4156,3497,3847,3835,3875,3731,4272,3827,3505,2195,1931,978,1058,5.7,6.1,7.5,6.2,6.3,7,5.9,6.5,6.4,6.5,6.3,7.2,6.4,5.9,3.7,3.2,1.6,1.8
8600000US95356,95356,32622,37.9,2275,2325,1942,1775,2698,2209,2064,1816,1927,2094,2595,1912,1608,1284,755,560,805,6.1,7,7.1,6,5.4,8.3,6.8,6.3,5.6,5.9,6.4,8,5.9,4.9,3.9,2.3,1.7,2.5
8600000US95357,95357,11765,37.2,809,972,948,940,723,500,923,812,857,798,853,655,536,273,221,178,175,5,6.9,8.3,8.1,8,6.1,4.2,7.8,6.9,7.3,6.8,7.3,5.6,4.6,2.3,1.9,1.5,1.5
8600000US95358,95358,32524,30.5,2910,2909,2791,2731,2286,2054,2168,2072,2204,1699,1737,1482,1005,861,527,363,365,7.3,8.9,8.9,8.6,8.4,7,6.3,6.7,6.4,6.8,5.2,5.3,4.6,3.1,2.6,1.6,1.1,1.1
8600000US95360,95360,13278,34,1245,1162,1094,667,548,1302,1026,875,678,616,847,599,459,501,391,110,181,7.4,9.4,8.8,8.2,5,4.1,9.8,7.7,6.6,5.1,4.6,6.4,4.5,3.5,3.8,2.9,0.8,1.4
8600000US95361,95361,35308,38.4,2604,2554,2397,2335,1525,2207,2407,2545,2343,2330,2631,1856,1730,1099,1260,568,517,6.8,7.4,7.2,6.8,6.6,4.3,6.3,6.8,7.2,6.6,6.6,7.5,5.3,4.9,3.1,3.6,1.6,1.5
8600000US95363,95363,27908,31.7,2127,2059,2453,2086,1976,2109,1391,1877,2173,1804,1599,1106,1269,499,514,323,203,8.4,7.6,7.4,8.8,7.5,7.1,7.6,5,6.7,7.8,6.5,5.7,4,4.5,1.8,1.8,1.2,0.7
8600000US95364,95364,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8600000US95365,95365,4775,30.6,399,346,416,308,429,302,298,250,256,229,231,321,162,91,142,73,67,9.5,8.4,7.2,8.7,6.5,9,6.3,6.2,5.2,5.4,4.8,4.8,6.7,3.4,1.9,3,1.5,1.4
8600000US95366,95366,17909,39.8,1247,1318,1377,1014,1157,751,984,1321,1010,1304,1356,1029,1089,651,409,253,476,6.5,7,7.4,7.7,5.7,6.5,4.2,5.5,7.4,5.6,7.3,7.6,5.7,6.1,3.6,2.3,1.4,2.7
8600000US95367,95367,25072,32.7,1735,2251,1735,1717,1840,2154,1970,1501,1755,1194,1243,1179,837,689,523,350,317,8.3,6.9,9,6.9,6.8,7.3,8.6,7.9,6,7,4.8,5,4.7,3.3,2.7,2.1,1.4,1.3
8600000US95368,95368,14041,29.6,1093,1116,1437,1016,1521,884,957,1024,750,725,904,604,361,404,203,68,48,6.6,7.8,7.9,10.2,7.2,10.8,6.3,6.8,7.3,5.3,5.2,6.4,4.3,2.6,2.9,1.4,0.5,0.3
8600000US95369,95369,1024,42.1,60,68,124,64,26,28,72,61,90,99,29,100,72,38,30,11,17,3.4,5.9,6.6,12.1,6.3,2.5,2.7,7,6,8.8,9.7,2.8,9.8,7,3.7,2.9,1.1,1.7
8600000US95370,95370,28096,48,1499,1266,1274,1412,1519,1783,1463,1311,1537,1459,2215,2528,2515,1725,1364,805,972,5.2,5.3,4.5,4.5,5,5.4,6.3,5.2,4.7,5.5,5.2,7.9,9,9,6.1,4.9,2.9,3.5
8600000US95372,95372,2056,36.2,215,189,94,98,78,186,243,38,82,171,97,170,127,73,59,16,16,5.1,10.5,9.2,4.6,4.8,3.8,9,11.8,1.8,4,8.3,4.7,8.3,6.2,3.6,2.9,0.8,0.8
8600000US95374,95374,1682,41.1,153,112,118,42,141,89,132,144,35,155,132,144,52,75,56,13,49,2.4,9.1,6.7,7,2.5,8.4,5.3,7.8,8.6,2.1,9.2,7.8,8.6,3.1,4.5,3.3,0.8,2.9
8600000US95375,95375,5,79.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20
8600000US95376,95376,55655,33.2,4382,4655,4184,4358,4009,3684,4334,3793,3368,3561,3169,2892,1695,1659,985,535,545,6.9,7.9,8.4,7.5,7.8,7.2,6.6,7.8,6.8,6.1,6.4,5.7,5.2,3,3,1.8,1,1
8600000US95377,95377,32091,35.7,1996,3127,3185,2121,1884,1922,2609,2101,3065,2501,1829,1375,1067,747,508,182,303,4.9,6.2,9.7,9.9,6.6,5.9,6,8.1,6.5,9.6,7.8,5.7,4.3,3.3,2.3,1.6,0.6,0.9
8600000US95379,95379,4003,46,351,180,229,134,394,208,122,173,206,252,270,496,175,226,160,198,20,5.2,8.8,4.5,5.7,3.3,9.8,5.2,3,4.3,5.1,6.3,6.7,12.4,4.4,5.6,4,4.9,0.5
8600000US95380,95380,42866,32,3008,3657,3448,2806,4014,2980,2682,2271,2395,3080,2197,1955,1437,1654,970,560,667,7.2,7,8.5,8,6.5,9.4,7,6.3,5.3,5.6,7.2,5.1,4.6,3.4,3.9,2.3,1.3,1.6
8600000US95382,95382,38700,36.4,2634,2804,3064,2668,2821,2315,2648,2974,2214,2543,2080,1930,2016,1609,731,690,684,5.9,6.8,7.2,7.9,6.9,7.3,6,6.8,7.7,5.7,6.6,5.4,5,5.2,4.2,1.9,1.8,1.8
8600000US95383,95383,3611,54.6,141,151,71,179,192,64,314,129,95,348,430,488,340,208,110,119,67,4.6,3.9,4.2,2,5,5.3,1.8,8.7,3.6,2.6,9.6,11.9,13.5,9.4,5.8,3,3.3,1.9
8600000US95385,95385,415,35.1,40,0,0,55,23,54,8,18,26,9,77,47,15,8,0,0,0,8.4,9.6,0,0,13.3,5.5,13,1.9,4.3,6.3,2.2,18.6,11.3,3.6,1.9,0,0,0
8600000US95386,95386,10557,34.5,819,897,875,570,629,721,821,512,430,660,829,701,437,322,238,97,108,8.4,7.8,8.5,8.3,5.4,6,6.8,7.8,4.8,4.1,6.3,7.9,6.6,4.1,3.1,2.3,0.9,1
8600000US95387,95387,636,28.9,82,79,98,31,32,0,53,55,50,25,48,18,0,23,24,0,18,0,12.9,12.4,15.4,4.9,5,0,8.3,8.6,7.9,3.9,7.5,2.8,0,3.6,3.8,0,2.8
8600000US95388,95388,14116,31.5,1260,1441,1102,915,1009,996,816,727,885,755,699,732,576,410,216,439,93,7.4,8.9,10.2,7.8,6.5,7.1,7.1,5.8,5.2,6.3,5.3,5,5.2,4.1,2.9,1.5,3.1,0.7
8600000US95389,95389,1417,40.1,15,26,21,118,270,104,144,97,72,106,111,171,113,21,16,4,0,0.6,1.1,1.8,1.5,8.3,19.1,7.3,10.2,6.8,5.1,7.5,7.8,12.1,8,1.5,1.1,0.3,0
8600000US95391,95391,20131,31.2,2684,2038,1429,1085,680,1176,2118,2095,1213,859,769,931,410,420,88,47,111,9.8,13.3,10.1,7.1,5.4,3.4,5.8,10.5,10.4,6,4.3,3.8,4.6,2,2.1,0.4,0.2,0.6
8600000US95401,95401,38839,37.4,2510,2116,2035,2696,3149,3298,3005,2525,2474,2510,2595,2444,1905,1403,702,519,664,5.9,6.5,5.4,5.2,6.9,8.1,8.5,7.7,6.5,6.4,6.5,6.7,6.3,4.9,3.6,1.8,1.3,1.7
8600000US95403,95403,45096,37.4,2801,2562,2565,3174,3640,3845,2628,2842,2750,2665,2981,2861,2214,1547,1080,903,1236,6.2,6.2,5.7,5.7,7,8.1,8.5,5.8,6.3,6.1,5.9,6.6,6.3,4.9,3.4,2.4,2,2.7
8600000US95404,95404,40497,41.6,2315,2481,2082,2182,2433,2632,3022,2804,3092,2453,3132,3086,2643,1707,968,690,714,5.1,5.7,6.1,5.1,5.4,6,6.5,7.5,6.9,7.6,6.1,7.7,7.6,6.5,4.2,2.4,1.7,1.8
8600000US95405,95405,21082,45.9,915,1036,962,1005,1727,1183,1387,968,1204,1632,1730,1573,1691,1130,624,593,605,5.3,4.3,4.9,4.6,4.8,8.2,5.6,6.6,4.6,5.7,7.7,8.2,7.5,8,5.4,3,2.8,2.9
8600000US95407,95407,42026,33.4,3009,3298,3173,2877,3591,3670,3295,2482,2754,2784,2382,2257,1640,980,692,328,278,6,7.2,7.8,7.6,6.8,8.5,8.7,7.8,5.9,6.6,6.6,5.7,5.4,3.9,2.3,1.6,0.8,0.7
8600000US95409,95409,27186,53.3,1320,1244,1346,1032,1132,1224,1232,1583,1238,1728,1737,2203,2451,2016,1758,1316,1536,4,4.9,4.6,5,3.8,4.2,4.5,4.5,5.8,4.6,6.4,6.4,8.1,9,7.4,6.5,4.8,5.6
8600000US95410,95410,997,48.4,43,41,141,56,16,51,51,50,56,138,57,109,42,43,27,0,67,0.9,4.3,4.1,14.1,5.6,1.6,5.1,5.1,5,5.6,13.8,5.7,10.9,4.2,4.3,2.7,0,6.7
8600000US95412,95412,397,56.1,18,21,28,3,12,28,33,12,31,10,32,23,72,25,13,32,2,0.5,4.5,5.3,7.1,0.8,3,7.1,8.3,3,7.8,2.5,8.1,5.8,18.1,6.3,3.3,8.1,0.5
8600000US95415,95415,1388,38.8,87,89,124,133,94,52,99,76,92,105,75,38,141,64,50,0,30,2.8,6.3,6.4,8.9,9.6,6.8,3.7,7.1,5.5,6.6,7.6,5.4,2.7,10.2,4.6,3.6,0,2.2
8600000US95417,95417,356,64.3,0,0,38,53,0,0,0,59,0,13,0,27,69,76,21,0,0,0,0,0,10.7,14.9,0,0,0,16.6,0,3.7,0,7.6,19.4,21.3,5.9,0,0
8600000US95420,95420,523,53.4,45,43,0,24,0,1,0,39,0,121,0,24,57,46,29,0,43,9.8,8.6,8.2,0,4.6,0,0.2,0,7.5,0,23.1,0,4.6,10.9,8.8,5.5,0,8.2
8600000US95421,95421,1808,55.6,37,76,48,72,75,30,114,95,100,130,219,151,250,170,90,41,23,4.8,2,4.2,2.7,4,4.1,1.7,6.3,5.3,5.5,7.2,12.1,8.4,13.8,9.4,5,2.3,1.3
8600000US95422,95422,15696,37.7,1259,1155,924,769,1216,881,912,693,970,1081,1089,840,1109,817,436,229,201,7.1,8,7.4,5.9,4.9,7.7,5.6,5.8,4.4,6.2,6.9,6.9,5.4,7.1,5.2,2.8,1.5,1.3
8600000US95423,95423,3751,54.3,157,78,104,206,192,39,185,66,274,373,451,414,436,254,140,88,9,7.6,4.2,2.1,2.8,5.5,5.1,1,4.9,1.8,7.3,9.9,12,11,11.6,6.8,3.7,2.3,0.2
8600000US95425,95425,10984,42.1,750,793,414,421,584,739,758,676,576,562,673,1065,946,493,529,87,187,6.7,6.8,7.2,3.8,3.8,5.3,6.7,6.9,6.2,5.2,5.1,6.1,9.7,8.6,4.5,4.8,0.8,1.7
8600000US95426,95426,1350,53.9,57,26,57,18,33,40,105,111,96,186,117,160,181,48,33,48,34,0,4.2,1.9,4.2,1.3,2.4,3,7.8,8.2,7.1,13.8,8.7,11.9,13.4,3.6,2.4,3.6,2.5
8600000US95427,95427,226,61.1,0,0,0,0,17,9,0,0,0,23,26,37,25,21,35,15,0,8,0,0,0,0,7.5,4,0,0,0,10.2,11.5,16.4,11.1,9.3,15.5,6.6,0
8600000US95428,95428,2580,36.2,128,151,177,92,266,144,177,104,115,119,114,116,232,176,76,66,17,12,5,5.9,6.9,3.6,10.3,5.6,6.9,4,4.5,4.6,4.4,4.5,9,6.8,2.9,2.6,0.7
8600000US95429,95429,116,58.8,0,0,0,0,0,10,10,0,0,13,32,22,10,19,0,0,0,0,0,0,0,0,0,8.6,8.6,0,0,11.2,27.6,19,8.6,16.4,0,0,0
8600000US95430,95430,7,-,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
8600000US95431,95431,161,58.9,0,0,3,8,0,10,17,9,7,7,35,21,20,1,9,10,4,0,0,0,1.9,5,0,6.2,10.6,5.6,4.3,4.3,21.7,13,12.4,0.6,5.6,6.2,2.5
8600000US95432,95432,706,62.4,23,14,4,0,17,41,59,31,16,4,39,146,92,92,38,40,10,5.7,3.3,2,0.6,0,2.4,5.8,8.4,4.4,2.3,0.6,5.5,20.7,13,13,5.4,5.7,1.4
8600000US95435,95435,299,19.9,47,47,64,0,0,0,0,53,75,0,0,0,13,0,0,0,0,0,15.7,15.7,21.4,0,0,0,0,17.7,25.1,0,0,0,4.3,0,0,0,0
8600000US95436,95436,6240,50.9,226,307,416,145,352,317,400,411,325,501,556,744,592,337,265,140,62,2.3,3.6,4.9,6.7,2.3,5.6,5.1,6.4,6.6,5.2,8,8.9,11.9,9.5,5.4,4.2,2.2,1
8600000US95437,95437,14859,46.1,1060,672,569,683,686,917,741,970,810,843,1213,1215,1279,1035,613,314,312,6.2,7.1,4.5,3.8,4.6,4.6,6.2,5,6.5,5.5,5.7,8.2,8.2,8.6,7,4.1,2.1,2.1
8600000US95439,95439,728,38.9,108,88,21,20,0,23,108,17,0,52,76,15,41,25,48,54,32,0,14.8,12.1,2.9,2.7,0,3.2,14.8,2.3,0,7.1,10.4,2.1,5.6,3.4,6.6,7.4,4.4
8600000US95441,95441,1797,43,88,44,89,128,160,100,106,105,84,91,168,167,125,82,83,15,48,6.3,4.9,2.4,5,7.1,8.9,5.6,5.9,5.8,4.7,5.1,9.3,9.3,7,4.6,4.6,0.8,2.7
8600000US95442,95442,3213,45.8,181,195,121,176,95,144,177,237,235,320,142,288,361,120,82,16,176,4.6,5.6,6.1,3.8,5.5,3,4.5,5.5,7.4,7.3,10,4.4,9,11.2,3.7,2.6,0.5,5.5
8600000US95443,95443,193,30.2,60,0,0,0,33,21,0,0,0,38,0,0,19,0,0,0,22,0,31.1,0,0,0,17.1,10.9,0,0,0,19.7,0,0,9.8,0,0,0,11.4
8600000US95444,95444,705,45.1,35,0,19,27,143,48,18,16,23,162,38,44,54,34,0,0,0,6.2,5,0,2.7,3.8,20.3,6.8,2.6,2.3,3.3,23,5.4,6.2,7.7,4.8,0,0,0
8600000US95445,95445,2257,61.5,89,72,78,28,2,93,168,112,21,52,237,280,378,306,140,70,54,3.4,3.9,3.2,3.5,1.2,0.1,4.1,7.4,5,0.9,2.3,10.5,12.4,16.7,13.6,6.2,3.1,2.4
8600000US95446,95446,5168,51.4,133,234,169,108,318,237,229,375,530,461,441,490,407,422,228,166,109,2.1,2.6,4.5,3.3,2.1,6.2,4.6,4.4,7.3,10.3,8.9,8.5,9.5,7.9,8.2,4.4,3.2,2.1
8600000US95448,95448,17407,49.8,590,783,951,779,736,1075,945,957,1234,1232,1469,1634,1759,1058,752,387,342,4.2,3.4,4.5,5.5,4.5,4.2,6.2,5.4,5.5,7.1,7.1,8.4,9.4,10.1,6.1,4.3,2.2,2
8600000US95449,95449,1560,39.7,136,47,39,79,137,175,61,50,29,101,213,170,127,42,20,16,3,7.4,8.7,3,2.5,5.1,8.8,11.2,3.9,3.2,1.9,6.5,13.7,10.9,8.1,2.7,1.3,1,0.2
8600000US95450,95450,227,56.2,13,6,3,8,30,0,20,10,5,18,35,19,17,20,2,14,7,0,5.7,2.6,1.3,3.5,13.2,0,8.8,4.4,2.2,7.9,15.4,8.4,7.5,8.8,0.9,6.2,3.1
8600000US95451,95451,11603,44.2,581,525,568,639,595,636,1016,568,437,685,997,1028,1084,580,610,105,195,6.5,5,4.5,4.9,5.5,5.1,5.5,8.8,4.9,3.8,5.9,8.6,8.9,9.3,5,5.3,0.9,1.7
8600000US95452,95452,919,64.4,0,19,23,38,45,38,0,0,10,36,88,136,119,66,185,23,36,6.2,0,2.1,2.5,4.1,4.9,4.1,0,0,1.1,3.9,9.6,14.8,12.9,7.2,20.1,2.5,3.9
8600000US95453,95453,11369,49.4,388,569,930,444,519,616,640,443,554,855,884,778,1099,648,501,477,351,5.9,3.4,5,8.2,3.9,4.6,5.4,5.6,3.9,4.9,7.5,7.8,6.8,9.7,5.7,4.4,4.2,3.1
8600000US95454,95454,2107,50.4,180,43,35,64,149,108,138,141,77,151,148,268,184,192,74,48,30,3.7,8.5,2,1.7,3,7.1,5.1,6.5,6.7,3.7,7.2,7,12.7,8.7,9.1,3.5,2.3,1.4
8600000US95456,95456,838,60.5,16,9,59,15,37,54,0,11,70,0,109,92,94,134,55,27,37,2.3,1.9,1.1,7,1.8,4.4,6.4,0,1.3,8.4,0,13,11,11.2,16,6.6,3.2,4.4
8600000US95457,95457,3227,57.3,168,205,150,90,44,186,140,109,92,187,193,466,398,266,216,99,48,5.3,5.2,6.4,4.6,2.8,1.4,5.8,4.3,3.4,2.9,5.8,6,14.4,12.3,8.2,6.7,3.1,1.5
8600000US95458,95458,2960,37.7,168,76,180,272,233,330,155,111,36,145,239,344,105,105,220,23,59,5.4,5.7,2.6,6.1,9.2,7.9,11.1,5.2,3.8,1.2,4.9,8.1,11.6,3.5,3.5,7.4,0.8,2
8600000US95459,95459,641,42.6,46,35,66,0,10,44,35,59,6,22,45,74,46,36,21,20,22,8.4,7.2,5.5,10.3,0,1.6,6.9,5.5,9.2,0.9,3.4,7,11.5,7.2,5.6,3.3,3.1,3.4
8600000US95460,95460,2508,58.7,107,86,55,86,39,89,58,154,178,207,208,321,327,191,188,135,44,1.4,4.3,3.4,2.2,3.4,1.6,3.5,2.3,6.1,7.1,8.3,8.3,12.8,13,7.6,7.5,5.4,1.8
8600000US95461,95461,2567,49,194,151,154,13,75,291,148,143,188,141,117,327,182,201,72,91,79,0,7.6,5.9,6,0.5,2.9,11.3,5.8,5.6,7.3,5.5,4.6,12.7,7.1,7.8,2.8,3.5,3.1
8600000US95462,95462,1124,52.7,70,79,21,25,56,85,54,32,64,103,88,122,173,92,19,24,12,0.4,6.2,7,1.9,2.2,5,7.6,4.8,2.8,5.7,9.2,7.8,10.9,15.4,8.2,1.7,2.1,1.1
8600000US95463,95463,136,57.3,0,0,20,0,43,0,0,0,0,0,34,21,18,0,0,0,0,0,0,0,14.7,0,31.6,0,0,0,0,0,25,15.4,13.2,0,0,0,0
8600000US95464,95464,2505,45.2,150,179,217,55,141,75,163,122,213,44,256,269,151,55,165,42,70,5.5,6,7.1,8.7,2.2,5.6,3,6.5,4.9,8.5,1.8,10.2,10.7,6,2.2,6.6,1.7,2.8
8600000US95465,95465,2244,52.2,102,175,31,0,125,178,106,170,167,102,97,273,343,188,61,69,10,2.1,4.5,7.8,1.4,0,5.6,7.9,4.7,7.6,7.4,4.5,4.3,12.2,15.3,8.4,2.7,3.1,0.4
8600000US95466,95466,976,43.4,62,82,35,68,24,89,56,66,124,32,40,65,72,58,43,24,0,3.7,6.4,8.4,3.6,7,2.5,9.1,5.7,6.8,12.7,3.3,4.1,6.7,7.4,5.9,4.4,2.5,0
8600000US95467,95467,5506,44.3,424,535,285,288,178,165,453,296,492,328,303,553,285,260,321,48,96,3.6,7.7,9.7,5.2,5.2,3.2,3,8.2,5.4,8.9,6,5.5,10,5.2,4.7,5.8,0.9,1.7
8600000US95468,95468,1280,42,43,142,85,51,28,63,143,46,80,63,59,149,105,60,64,17,28,4.2,3.4,11.1,6.6,4,2.2,4.9,11.2,3.6,6.3,4.9,4.6,11.6,8.2,4.7,5,1.3,2.2
8600000US95469,95469,1911,44.2,175,115,61,25,134,161,64,176,66,107,122,131,229,159,30,7,34,6,9.2,6,3.2,1.3,7,8.4,3.3,9.2,3.5,5.6,6.4,6.9,12,8.3,1.6,0.4,1.8
8600000US95470,95470,5561,45.3,319,297,460,260,240,231,490,255,567,482,499,423,317,257,131,27,108,3.6,5.7,5.3,8.3,4.7,4.3,4.2,8.8,4.6,10.2,8.7,9,7.6,5.7,4.6,2.4,0.5,1.9
8600000US95471,95471,573,43.3,30,32,49,32,0,64,0,34,22,20,21,35,77,52,34,0,0,12.4,5.2,5.6,8.6,5.6,0,11.2,0,5.9,3.8,3.5,3.7,6.1,13.4,9.1,5.9,0,0
8600000US95472,95472,30736,51.5,1233,1215,1684,1259,1740,1535,1672,1368,1834,2592,2571,2775,3008,2441,1285,751,695,3.5,4,4,5.5,4.1,5.7,5,5.4,4.5,6,8.4,8.4,9,9.8,7.9,4.2,2.4,2.3
8600000US95476,95476,36586,50.2,1490,2059,2173,1690,1481,1564,2036,2101,1879,2943,2527,3385,2946,2478,1903,992,1255,4.6,4.1,5.6,5.9,4.6,4,4.3,5.6,5.7,5.1,8,6.9,9.3,8.1,6.8,5.2,2.7,3.4
8600000US95482,95482,31482,38.6,2111,2190,2201,2038,2092,1900,1763,1953,2156,2032,1895,2008,1670,1327,830,626,728,6.2,6.7,7,7,6.5,6.6,6,5.6,6.2,6.8,6.5,6,6.4,5.3,4.2,2.6,2,2.3
8600000US95485,95485,2650,53.1,59,78,37,124,220,187,72,104,180,143,223,290,223,265,26,95,97,8.6,2.2,2.9,1.4,4.7,8.3,7.1,2.7,3.9,6.8,5.4,8.4,10.9,8.4,10,1,3.6,3.7
8600000US95486,95486,51,65.5,0,0,0,16,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,31.4,0,0,0,0,0,0,0,0,68.6,0,0,0,0
8600000US95488,95488,179,35.2,0,0,0,0,16,34,28,11,0,0,9,0,0,47,0,0,0,19,0,0,0,0,8.9,19,15.6,6.1,0,0,5,0,0,26.3,0,0,0
8600000US95490,95490,12975,39.4,748,826,686,840,696,746,1171,423,496,638,988,922,1143,770,449,282,270,6.8,5.8,6.4,5.3,6.5,5.4,5.7,9,3.3,3.8,4.9,7.6,7.1,8.8,5.9,3.5,2.2,2.1
8600000US95492,95492,29271,40.8,2157,2127,2415,1450,1614,1657,1683,2045,2520,1958,1967,1978,1353,1148,723,616,613,4.3,7.4,7.3,8.3,5,5.5,5.7,5.7,7,8.6,6.7,6.7,6.8,4.6,3.9,2.5,2.1,2.1
8600000US95493,95493,377,68.5,0,0,0,79,0,0,0,0,0,9,22,64,27,91,63,0,22,0,0,0,0,21,0,0,0,0,0,2.4,5.8,17,7.2,24.1,16.7,0,5.8
8600000US95494,95494,171,48.4,8,8,0,16,13,7,7,16,15,7,0,32,17,12,13,0,0,0,4.7,4.7,0,9.4,7.6,4.1,4.1,9.4,8.8,4.1,0,18.7,9.9,7,7.6,0,0
8600000US95497,95497,1134,66.1,45,49,0,0,77,0,22,24,27,44,61,164,192,163,98,125,31,1.1,4,4.3,0,0,6.8,0,1.9,2.1,2.4,3.9,5.4,14.5,16.9,14.4,8.6,11,2.7
8600000US95501,95501,23324,39.4,1103,911,1091,1716,2274,1807,1684,1384,1629,1301,1852,1381,1365,1137,573,380,473,5.4,4.7,3.9,4.7,7.4,9.7,7.7,7.2,5.9,7,5.6,7.9,5.9,5.9,4.9,2.5,1.6,2
