Geo ID,Geographic Area Name, Total population,Median age,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over,Percent Under 5 years,Percent 5 to 9 years,Percent 10 to 14 years,Percent 15 to 19 years,Percent 20 to 24 years,Percent 25 to 29 years,Percent 30 to 34 years,Percent 35 to 39 years,Percent 40 to 44 years,Percent 45 to 49 years,Percent 50 to 54 years,Percent 55 to 59 years,Percent 60 to 64 years,Percent 65 to 69 years,Percent 70 to 74 years,Percent 75 to 79 years,Percent 80 to 84 years,Percent 85 years and over
8600000US92058,92058,46029,25.3,3791,2615,2972,6897,5079,4190,2650,1757,1636,1591,1592,1471,1085,1040,538,363,428,13.8,8.2,5.7,6.5,15,11,9.1,5.8,3.8,3.6,3.5,3.5,3.2,2.4,2.3,1.2,0.8,0.9
8600000US92059,92059,1464,37.6,84,180,113,75,51,63,101,57,54,53,186,107,110,26,39,63,9,6.4,5.7,12.3,7.7,5.1,3.5,4.3,6.9,3.9,3.7,3.6,12.7,7.3,7.5,1.8,2.7,4.3,0.6
8600000US92060,92060,166,59.5,0,0,0,0,0,0,0,50,0,0,68,19,19,0,0,10,0,0,0,0,0,0,0,0,0,30.1,0,0,41,11.4,11.4,0,0,6,0
8600000US92061,92061,2660,31.9,250,224,202,107,135,195,90,217,19,130,290,98,136,140,44,42,17,12.2,9.4,8.4,7.6,4,5.1,7.3,3.4,8.2,0.7,4.9,10.9,3.7,5.1,5.3,1.7,1.6,0.6
8600000US92064,92064,49805,41,3275,3728,2799,2648,2972,2637,3161,2888,3410,3526,3895,3511,2809,2061,1528,1093,914,5.9,6.6,7.5,5.6,5.3,6,5.3,6.3,5.8,6.8,7.1,7.8,7,5.6,4.1,3.1,2.2,1.8
8600000US92065,92065,37505,40.4,2319,2341,2527,2395,2029,2269,2359,2144,2648,3134,2923,2406,2172,1342,883,547,770,6.1,6.2,6.2,6.7,6.4,5.4,6,6.3,5.7,7.1,8.4,7.8,6.4,5.8,3.6,2.4,1.5,2.1
8600000US92066,92066,693,37.9,72,67,16,0,26,85,74,25,66,36,64,60,30,24,17,14,9,1.2,10.4,9.7,2.3,0,3.8,12.3,10.7,3.6,9.5,5.2,9.2,8.7,4.3,3.5,2.5,2,1.3
8600000US92067,92067,7724,52.9,296,536,448,399,331,207,228,314,385,708,811,651,995,449,342,163,217,3.2,3.8,6.9,5.8,5.2,4.3,2.7,3,4.1,5,9.2,10.5,8.4,12.9,5.8,4.4,2.1,2.8
8600000US92069,92069,50376,34.3,3689,3746,3667,3897,3926,3173,3802,3394,2919,3291,3091,2237,1803,1682,977,859,697,7,7.3,7.4,7.3,7.7,7.8,6.3,7.5,6.7,5.8,6.5,6.1,4.4,3.6,3.3,1.9,1.7,1.4
8600000US92070,92070,786,50.8,45,39,31,14,35,54,23,40,59,24,47,90,60,92,10,21,59,5.5,5.7,5,3.9,1.8,4.5,6.9,2.9,5.1,7.5,3.1,6,11.5,7.6,11.7,1.3,2.7,7.5
8600000US92071,92071,57710,38.2,3506,3173,3693,3435,3893,4455,4052,4095,3751,3601,4294,3814,2528,1715,1425,1022,1343,6.8,6.1,5.5,6.4,6,6.7,7.7,7,7.1,6.5,6.2,7.4,6.6,4.4,3,2.5,1.8,2.3
8600000US92075,92075,12752,45.1,731,625,538,561,604,1063,909,750,970,929,888,751,890,789,636,252,291,4.5,5.7,4.9,4.2,4.4,4.7,8.3,7.1,5.9,7.6,7.3,7,5.9,7,6.2,5,2,2.3
8600000US92078,92078,50510,38.8,4127,3532,3456,2970,2615,2882,3846,3784,3785,2533,2348,3153,2752,1927,1363,984,1419,6,8.2,7,6.8,5.9,5.2,5.7,7.6,7.5,7.5,5,4.6,6.2,5.4,3.8,2.7,1.9,2.8
8600000US92081,92081,29596,35.9,1574,1625,2065,1972,2911,2206,1919,1503,1905,2457,2065,1531,1116,968,745,494,576,6.6,5.3,5.5,7,6.7,9.8,7.5,6.5,5.1,6.4,8.3,7,5.2,3.8,3.3,2.5,1.7,1.9
8600000US92082,92082,18705,42.9,911,1152,1264,1196,1163,983,1160,966,1012,1304,1744,1246,1128,940,681,303,398,6.2,4.9,6.2,6.8,6.4,6.2,5.3,6.2,5.2,5.4,7,9.3,6.7,6,5,3.6,1.6,2.1
8600000US92083,92083,39509,31.9,3066,2727,2873,3450,3348,3318,2779,2680,2628,2413,2017,1729,1245,860,461,362,327,8.2,7.8,6.9,7.3,8.7,8.5,8.4,7,6.8,6.7,6.1,5.1,4.4,3.2,2.2,1.2,0.9,0.8
8600000US92084,92084,51619,34.3,3757,3305,3291,3830,4671,3586,3547,2840,3289,3358,3094,2618,2353,1400,1031,935,879,7.4,7.3,6.4,6.4,7.4,9,6.9,6.9,5.5,6.4,6.5,6,5.1,4.6,2.7,2,1.8,1.7
8600000US92086,92086,1543,62.3,24,27,28,42,104,123,43,39,57,67,80,195,226,187,145,47,58,3.3,1.6,1.7,1.8,2.7,6.7,8,2.8,2.5,3.7,4.3,5.2,12.6,14.6,12.1,9.4,3,3.8
8600000US92091,92091,1313,60.9,43,60,31,58,73,5,10,61,53,156,79,147,101,178,52,70,126,0.8,3.3,4.6,2.4,4.4,5.6,0.4,0.8,4.6,4,11.9,6,11.2,7.7,13.6,4,5.3,9.6
8600000US92101,92101,41159,38.5,414,287,549,2142,6902,6367,4005,2692,2608,2560,2633,2505,2146,1577,1165,701,824,2.6,1,0.7,1.3,5.2,16.8,15.5,9.7,6.5,6.3,6.2,6.4,6.1,5.2,3.8,2.8,1.7,2
8600000US92102,92102,44010,33.3,2651,3280,2079,2877,4881,4931,3456,3335,2768,2607,2192,1979,1220,701,621,548,907,6.8,6,7.5,4.7,6.5,11.1,11.2,7.9,7.6,6.3,5.9,5,4.5,2.8,1.6,1.4,1.2,2.1
8600000US92103,92103,34700,40.2,812,639,1086,1484,4525,4042,3177,2663,2143,2409,1803,1697,1899,1880,1147,845,962,4.3,2.3,1.8,3.1,4.3,13,11.6,9.2,7.7,6.2,6.9,5.2,4.9,5.5,5.4,3.3,2.4,2.8
8600000US92104,92104,45435,33.9,1793,1556,1326,2803,7512,6253,4341,3286,2921,2642,2127,2339,1795,826,668,344,307,5.7,3.9,3.4,2.9,6.2,16.5,13.8,9.6,7.2,6.4,5.8,4.7,5.1,4,1.8,1.5,0.8,0.7
8600000US92105,92105,73623,31.5,5655,4876,5660,6490,7301,6020,4910,4428,4613,4923,3657,3148,2469,1758,1251,699,853,6.7,7.7,6.6,7.7,8.8,9.9,8.2,6.7,6,6.3,6.7,5,4.3,3.4,2.4,1.7,0.9,1.2
8600000US92106,92106,20155,38.8,1345,1090,1254,1486,1492,1183,1383,1487,1222,1255,1126,975,1251,933,836,395,312,5.6,6.7,5.4,6.2,7.4,7.4,5.9,6.9,7.4,6.1,6.2,5.6,4.8,6.2,4.6,4.1,2,1.5
8600000US92107,92107,31223,35.8,1293,875,1468,2303,4132,3491,3507,2301,1607,1741,1693,1547,1481,1086,458,327,553,4.4,4.1,2.8,4.7,7.4,13.2,11.2,11.2,7.4,5.1,5.6,5.4,5,4.7,3.5,1.5,1,1.8
8600000US92108,92108,22280,31.9,602,450,926,2511,4044,3260,2207,1342,1153,912,922,982,928,417,178,210,138,4.9,2.7,2,4.2,11.3,18.2,14.6,9.9,6,5.2,4.1,4.1,4.4,4.2,1.9,0.8,0.9,0.6
8600000US92109,92109,47111,32.1,1258,1267,938,5341,9047,7363,4046,3069,2241,1646,1853,1746,1703,1094,919,619,803,4.6,2.7,2.7,2,11.3,19.2,15.6,8.6,6.5,4.8,3.5,3.9,3.7,3.6,2.3,2,1.3,1.7
8600000US92110,92110,30108,33,1039,1243,3547,3107,3256,2235,2342,1666,1603,1680,1557,1582,1298,806,634,382,620,5,3.5,4.1,11.8,10.3,10.8,7.4,7.8,5.5,5.3,5.6,5.2,5.3,4.3,2.7,2.1,1.3,2.1
8600000US92111,92111,50693,35.6,2955,2735,2841,4284,4703,4873,3974,3355,3124,3121,2758,2921,2015,1455,1003,947,1096,5,5.8,5.4,5.6,8.5,9.3,9.6,7.8,6.6,6.2,6.2,5.4,5.8,4,2.9,2,1.9,2.2
8600000US92113,92113,58408,26.8,4361,4600,4665,8665,5892,3908,3721,3590,3305,2944,2104,2071,1472,931,637,586,431,7.7,7.5,7.9,8,14.8,10.1,6.7,6.4,6.1,5.7,5,3.6,3.5,2.5,1.6,1.1,1,0.7
8600000US92114,92114,68851,35.5,4302,4654,4513,5222,6226,5133,4173,4397,4152,4419,3996,4136,3217,2652,1614,1419,720,5.7,6.2,6.8,6.6,7.6,9,7.5,6.1,6.4,6,6.4,5.8,6,4.7,3.9,2.3,2.1,1
8600000US92115,92115,64343,28.3,2891,3064,7181,11363,5736,5055,4068,3160,2736,3239,3426,2626,2079,1359,1098,647,681,6.1,4.5,4.8,11.2,17.7,8.9,7.9,6.3,4.9,4.3,5,5.3,4.1,3.2,2.1,1.7,1,1.1
8600000US92116,92116,33408,36.2,1038,1110,862,2023,3686,4960,3320,2871,1909,2095,2207,1852,1390,884,653,342,471,5.2,3.1,3.3,2.6,6.1,11,14.8,9.9,8.6,5.7,6.3,6.6,5.5,4.2,2.6,2,1,1.4
8600000US92117,92117,56983,37.6,2615,2726,2468,4515,5701,4908,4480,2894,3491,3891,4028,3609,2496,1867,1427,1221,1502,5.5,4.6,4.8,4.3,7.9,10,8.6,7.9,5.1,6.1,6.8,7.1,6.3,4.4,3.3,2.5,2.1,2.6
8600000US92118,92118,22548,42.2,1003,1450,1359,1832,1502,1181,1092,1475,1328,1146,1628,1542,1637,1192,808,657,638,4.8,4.4,6.4,6,8.1,6.7,5.2,4.8,6.5,5.9,5.1,7.2,6.8,7.3,5.3,3.6,2.9,2.8
8600000US92119,92119,24831,43.7,1428,1348,1351,1116,1568,1554,1468,1703,1543,1687,1600,2092,1316,1199,911,891,697,5.5,5.8,5.4,5.4,4.5,6.3,6.3,5.9,6.9,6.2,6.8,6.4,8.4,5.3,4.8,3.7,3.6,2.8
8600000US92120,92120,30550,39.3,1488,1312,1377,2676,2323,2169,2147,2005,1909,2026,1624,1909,1579,1362,1046,815,647,7,4.9,4.3,4.5,8.8,7.6,7.1,7,6.6,6.2,6.6,5.3,6.2,5.2,4.5,3.4,2.7,2.1
8600000US92121,92121,4729,31.8,210,135,195,921,417,418,391,352,332,314,212,110,201,119,22,13,25,7.2,4.4,2.9,4.1,19.5,8.8,8.8,8.3,7.4,7,6.6,4.5,2.3,4.3,2.5,0.5,0.3,0.5
8600000US92122,92122,48071,30.4,1409,1263,2266,9737,6532,5451,3508,1968,2339,2171,1458,1695,1657,1384,1066,764,1283,4.4,2.9,2.6,4.7,20.3,13.6,11.3,7.3,4.1,4.9,4.5,3,3.5,3.4,2.9,2.2,1.6,2.7
8600000US92123,92123,32473,33.5,1544,1371,1328,2935,4340,3879,2299,1822,1997,1920,1545,1763,1069,743,599,439,833,6.3,4.8,4.2,4.1,9,13.4,11.9,7.1,5.6,6.1,5.9,4.8,5.4,3.3,2.3,1.8,1.4,2.6
8600000US92124,92124,32600,32.1,2854,2064,1745,2062,2755,3434,2696,2023,1552,1568,1707,1136,1426,925,507,311,275,10.9,8.8,6.3,5.4,6.3,8.5,10.5,8.3,6.2,4.8,4.8,5.2,3.5,4.4,2.8,1.6,1,0.8
8600000US92126,92126,82658,34.5,4448,3792,4476,7109,9369,8056,6307,4679,5075,4774,5123,4926,3542,2707,1623,948,821,5.9,5.4,4.6,5.4,8.6,11.3,9.7,7.6,5.7,6.1,5.8,6.2,6,4.3,3.3,2,1.1,1
8600000US92127,92127,49935,36.8,4986,4721,3155,1786,2430,2634,4130,4818,4720,3431,2152,2049,1487,1066,1053,787,675,7.7,10,9.5,6.3,3.6,4.9,5.3,8.3,9.6,9.5,6.9,4.3,4.1,3,2.1,2.1,1.6,1.4
8600000US92128,92128,51357,44,2705,2968,2158,2025,3348,3242,3439,3494,2982,3625,3991,3392,3430,2576,1939,1169,1846,5.9,5.3,5.8,4.2,3.9,6.5,6.3,6.7,6.8,5.8,7.1,7.8,6.6,6.7,5,3.8,2.3,3.6
8600000US92129,92129,54762,39.3,3531,4019,4026,2751,3299,3397,3560,4126,4639,4035,4459,3371,2589,1776,873,435,607,6,6.4,7.3,7.4,5,6,6.2,6.5,7.5,8.5,7.4,8.1,6.2,4.7,3.2,1.6,0.8,1.1
8600000US92130,92130,56134,39,4566,5296,4445,1830,2583,2859,4157,4973,5614,4991,3909,3095,1960,1217,832,588,187,5.4,8.1,9.4,7.9,3.3,4.6,5.1,7.4,8.9,10,8.9,7,5.5,3.5,2.2,1.5,1,0.3
8600000US92131,92131,34727,40,2566,2608,2614,1355,1635,1931,2216,2911,2811,2665,2703,1829,1755,1152,709,498,333,7,7.4,7.5,7.5,3.9,4.7,5.6,6.4,8.4,8.1,7.7,7.8,5.3,5.1,3.3,2,1.4,1
8600000US92132,92132,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8600000US92134,92134,285,22.5,0,0,42,144,49,25,12,12,0,0,1,0,0,0,0,0,0,0,0,0,14.7,50.5,17.2,8.8,4.2,4.2,0,0,0.4,0,0,0,0,0,0
8600000US92135,92135,635,21,0,0,177,410,35,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,27.9,64.6,5.5,0.2,1.1,0.8,0,0,0,0,0,0,0,0,0
8600000US92139,92139,36105,35.1,2317,2316,2617,2599,3322,2664,2391,2350,2025,2230,1950,2394,1558,1059,825,589,717,6,6.4,6.4,7.2,7.2,9.2,7.4,6.6,6.5,5.6,6.2,5.4,6.6,4.3,2.9,2.3,1.6,2
8600000US92140,92140,3737,19.8,0,0,2084,1218,354,60,21,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8,32.6,9.5,1.6,0.6,0,0,0,0,0,0,0,0,0,0
8600000US92145,92145,1883,40.5,140,212,132,95,23,130,110,116,190,342,82,123,53,44,14,0,15,3.3,7.4,11.3,7,5,1.2,6.9,5.8,6.2,10.1,18.2,4.4,6.5,2.8,2.3,0.7,0,0.8
8600000US92147,92147,518,21.7,0,0,112,337,49,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,65.1,9.5,2.1,1.7,0,0,0,0,0,0,0,0,0,0
8600000US92154,92154,88979,35.2,4394,5852,6750,7065,7556,6543,6348,5722,6268,5364,5086,5243,3865,2755,1812,1161,1187,6.8,4.9,6.6,7.6,7.9,8.5,7.4,7.1,6.4,7,6,5.7,5.9,4.3,3.1,2,1.3,1.3
8600000US92155,92155,456,21.8,0,0,93,302,57,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,66.2,12.5,0.7,0.2,0,0,0,0,0,0,0,0,0,0
8600000US92173,92173,31000,31.5,2331,2208,2233,2663,2658,2819,1759,1791,1808,1611,2071,1485,1081,706,434,437,392,8.1,7.5,7.1,7.2,8.6,8.6,9.1,5.7,5.8,5.8,5.2,6.7,4.8,3.5,2.3,1.4,1.4,1.3
8600000US92201,92201,65726,38.3,4246,4147,4094,4325,4547,4572,4342,3909,4493,4004,4456,3694,3911,2824,2043,1212,914,6.1,6.5,6.3,6.2,6.6,6.9,7,6.6,5.9,6.8,6.1,6.8,5.6,6,4.3,3.1,1.8,1.4
8600000US92203,92203,31140,42.2,1936,2223,1785,1217,1434,2320,2161,2364,1767,1501,1668,1788,2253,2182,1789,924,398,4.6,6.2,7.1,5.7,3.9,4.6,7.5,6.9,7.6,5.7,4.8,5.4,5.7,7.2,7,5.7,3,1.3
8600000US92210,92210,5138,67.4,98,96,60,138,136,106,38,93,102,294,437,542,629,689,755,529,350,0.9,1.9,1.9,1.2,2.7,2.6,2.1,0.7,1.8,2,5.7,8.5,10.5,12.2,13.4,14.7,10.3,6.8
8600000US92211,92211,25056,65.7,639,666,537,681,962,862,844,969,753,1259,1444,1706,3027,3038,2958,1962,1957,3.2,2.6,2.7,2.1,2.7,3.8,3.4,3.4,3.9,3,5,5.8,6.8,12.1,12.1,11.8,7.8,7.8
8600000US92220,92220,33525,42.1,2030,1992,2033,2185,2435,1334,1807,1846,1597,1702,1855,1546,2124,1980,1913,1325,1730,6.2,6.1,5.9,6.1,6.5,7.3,4,5.4,5.5,4.8,5.1,5.5,4.6,6.3,5.9,5.7,4,5.2
8600000US92222,92222,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8600000US92223,92223,55580,35.8,4044,5006,3844,2841,3486,3860,3719,3523,3042,2897,3393,3262,2808,2320,1581,930,966,7.3,7.3,9,6.9,5.1,6.3,6.9,6.7,6.3,5.5,5.2,6.1,5.9,5.1,4.2,2.8,1.7,1.7
8600000US92225,92225,22460,36.2,1316,1243,1081,1662,1958,2044,1650,1771,1766,1168,1370,1446,776,632,556,292,162,7,5.9,5.5,4.8,7.4,8.7,9.1,7.3,7.9,7.9,5.2,6.1,6.4,3.5,2.8,2.5,1.3,0.7
8600000US92227,92227,27189,30.9,2991,2360,1929,1565,2085,1807,1471,1715,1131,1476,1540,1322,1073,828,590,324,582,8.8,11,8.7,7.1,5.8,7.7,6.6,5.4,6.3,4.2,5.4,5.7,4.9,3.9,3,2.2,1.2,2.1
8600000US92230,92230,2705,37.9,158,177,161,185,215,185,185,143,150,237,174,249,43,146,74,1,43,6.6,5.8,6.5,6,6.8,7.9,6.8,6.8,5.3,5.5,8.8,6.4,9.2,1.6,5.4,2.7,0,1.6
8600000US92231,92231,40064,32,2879,3711,3167,2899,3110,2371,2534,1843,2264,2421,2058,1965,2021,1003,1242,629,750,8,7.2,9.3,7.9,7.2,7.8,5.9,6.3,4.6,5.7,6,5.1,4.9,5,2.5,3.1,1.6,1.9
8600000US92233,92233,7509,32.6,235,472,335,741,1110,1022,891,696,477,360,251,149,142,170,44,56,35,4.3,3.1,6.3,4.5,9.9,14.8,13.6,11.9,9.3,6.4,4.8,3.3,2,1.9,2.3,0.6,0.7,0.5
8600000US92234,92234,54357,39.4,3074,3883,3707,3397,3141,3713,3541,3240,3404,3698,3592,3551,2786,2245,1933,1177,1120,5.8,5.7,7.1,6.8,6.2,5.8,6.8,6.5,6,6.3,6.8,6.6,6.5,5.1,4.1,3.6,2.2,2.1
8600000US92236,92236,45477,34.7,3189,2860,3406,2861,3372,4700,3548,3406,4071,3112,3016,1523,1842,825,580,292,320,5.6,7,6.3,7.5,6.3,7.4,10.3,7.8,7.5,9,6.8,6.6,3.3,4.1,1.8,1.3,0.6,0.7
8600000US92239,92239,227,70.5,0,5,4,2,0,1,14,0,2,2,5,22,31,113,19,4,3,0,0,2.2,1.8,0.9,0,0.4,6.2,0,0.9,0.9,2.2,9.7,13.7,49.8,8.4,1.8,1.3
8600000US92240,92240,35278,37.4,2777,2353,2412,2034,2373,2114,2837,2315,2200,2334,2258,1881,1706,1111,895,831,662,6.2,7.9,6.7,6.8,5.8,6.7,6,8,6.6,6.2,6.6,6.4,5.3,4.8,3.1,2.5,2.4,1.9
8600000US92241,92241,7699,55.5,318,435,318,260,255,279,412,233,489,554,601,618,763,569,531,422,421,2.9,4.1,5.7,4.1,3.4,3.3,3.6,5.4,3,6.4,7.2,7.8,8,9.9,7.4,6.9,5.5,5.5
8600000US92242,92242,1312,58.4,67,57,35,30,64,44,37,26,53,99,110,209,96,102,91,48,66,5.9,5.1,4.3,2.7,2.3,4.9,3.4,2.8,2,4,7.5,8.4,15.9,7.3,7.8,6.9,3.7,5
8600000US92243,92243,50402,33.4,3825,4262,3787,3751,3316,3491,2704,3297,2627,2804,3024,2827,2362,1517,1199,695,961,7.8,7.6,8.5,7.5,7.4,6.6,6.9,5.4,6.5,5.2,5.6,6,5.6,4.7,3,2.4,1.4,1.9
8600000US92249,92249,7861,30.1,698,483,564,881,474,827,480,500,365,394,194,277,189,307,43,203,177,10.2,8.9,6.1,7.2,11.2,6,10.5,6.1,6.4,4.6,5,2.5,3.5,2.4,3.9,0.5,2.6,2.3
8600000US92250,92250,8655,34.3,451,983,836,570,386,622,605,390,331,618,528,568,289,199,146,335,169,7.3,5.2,11.4,9.7,6.6,4.5,7.2,7,4.5,3.8,7.1,6.1,6.6,3.3,2.3,1.7,3.9,2
8600000US92251,92251,23970,30.7,1385,1652,1981,1920,2383,1837,1976,1394,2025,1219,1046,865,567,558,516,150,122,9.9,5.8,6.9,8.3,8,9.9,7.7,8.2,5.8,8.4,5.1,4.4,3.6,2.4,2.3,2.2,0.6,0.5
8600000US92252,92252,9351,40.5,621,396,490,473,562,872,525,431,564,644,622,584,549,445,428,257,246,6.9,6.6,4.2,5.2,5.1,6,9.3,5.6,4.6,6,6.9,6.7,6.2,5.9,4.8,4.6,2.7,2.6
8600000US92253,92253,40929,47.8,2536,1977,2586,1934,1962,1853,2258,1889,2486,2544,2858,3463,3139,2965,2392,1190,890,4.9,6.2,4.8,6.3,4.7,4.8,4.5,5.5,4.6,6.1,6.2,7,8.5,7.7,7.2,5.8,2.9,2.2
8600000US92254,92254,9779,32,774,841,795,745,688,519,708,793,714,544,609,610,271,160,115,49,50,8.1,7.9,8.6,8.1,7.6,7,5.3,7.2,8.1,7.3,5.6,6.2,6.2,2.8,1.6,1.2,0.5,0.5
8600000US92256,92256,3100,50.1,196,142,104,48,168,221,152,174,198,343,231,363,239,172,112,47,52,4.5,6.3,4.6,3.4,1.5,5.4,7.1,4.9,5.6,6.4,11.1,7.5,11.7,7.7,5.5,3.6,1.5,1.7
8600000US92257,92257,1281,50.9,25,69,80,85,31,42,36,21,12,38,79,85,90,155,171,13,28,17.3,2,5.4,6.2,6.6,2.4,3.3,2.8,1.6,0.9,3,6.2,6.6,7,12.1,13.3,1,2.2
8600000US92258,92258,559,43.4,33,0,0,43,56,0,106,57,101,16,79,16,36,0,0,0,0,2.9,5.9,0,0,7.7,10,0,19,10.2,18.1,2.9,14.1,2.9,6.4,0,0,0,0
8600000US92259,92259,121,58.7,0,5,0,0,0,25,16,0,0,0,44,0,5,0,0,0,26,0,0,4.1,0,0,0,20.7,13.2,0,0,0,36.4,0,4.1,0,0,0,21.5
8600000US92260,92260,34660,52.6,1344,1697,1488,1998,2026,1698,1350,1716,1685,2010,2170,2333,3043,2839,2670,1477,1985,3.3,3.9,4.9,4.3,5.8,5.8,4.9,3.9,5,4.9,5.8,6.3,6.7,8.8,8.2,7.7,4.3,5.7
8600000US92262,92262,28618,51.9,1166,1313,1125,1477,1423,1303,1113,1521,1648,2759,2622,2439,2400,2014,1277,983,823,4.2,4.1,4.6,3.9,5.2,5,4.6,3.9,5.3,5.8,9.6,9.2,8.5,8.4,7,4.5,3.4,2.9
8600000US92264,92264,20072,59.7,357,498,523,585,696,591,739,934,1298,1490,2043,2118,2126,2103,1485,1027,1030,2.1,1.8,2.5,2.6,2.9,3.5,2.9,3.7,4.7,6.5,7.4,10.2,10.6,10.6,10.5,7.4,5.1,5.1
8600000US92266,92266,112,66,0,0,0,0,0,0,0,0,0,0,30,0,53,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,0,47.3,6.3,19.6,0,0
8600000US92267,92267,6,-,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
8600000US92268,92268,455,63.5,12,11,11,0,7,10,24,0,0,42,62,56,66,61,55,25,13,0,2.6,2.4,2.4,0,1.5,2.2,5.3,0,0,9.2,13.6,12.3,14.5,13.4,12.1,5.5,2.9
8600000US92270,92270,18193,65.8,276,491,425,136,499,531,472,686,786,922,1524,1722,2287,2308,2013,1479,1325,1.7,1.5,2.7,2.3,0.7,2.7,2.9,2.6,3.8,4.3,5.1,8.4,9.5,12.6,12.7,11.1,8.1,7.3
8600000US92273,92273,2010,26.8,109,104,136,325,167,176,76,77,189,94,60,49,63,104,5,29,0,12.3,5.4,5.2,6.8,16.2,8.3,8.8,3.8,3.8,9.4,4.7,3,2.4,3.1,5.2,0.2,1.4,0
8600000US92274,92274,15317,34.4,1359,1188,1098,996,1274,780,1007,953,1079,1012,905,898,618,405,319,201,122,7.2,8.9,7.8,7.2,6.5,8.3,5.1,6.6,6.2,7,6.6,5.9,5.9,4,2.6,2.1,1.3,0.8
8600000US92275,92275,2632,41.6,76,276,213,145,125,77,230,172,160,97,191,198,224,74,182,35,17,5.3,2.9,10.5,8.1,5.5,4.7,2.9,8.7,6.5,6.1,3.7,7.3,7.5,8.5,2.8,6.9,1.3,0.6
8600000US92276,92276,6748,52.1,508,281,576,252,461,316,371,166,164,571,532,542,501,381,344,237,377,2.5,7.5,4.2,8.5,3.7,6.8,4.7,5.5,2.5,2.4,8.5,7.9,8,7.4,5.6,5.1,3.5,5.6
8600000US92277,92277,23172,26.8,2176,1155,1203,3143,2540,1921,1447,827,654,1052,1144,1045,789,543,291,191,242,12.1,9.4,5,5.2,13.6,11,8.3,6.2,3.6,2.8,4.5,4.9,4.5,3.4,2.3,1.3,0.8,1
8600000US92278,92278,4890,21.5,278,155,713,2295,565,214,224,157,34,0,0,0,0,0,0,0,0,5.2,5.7,3.2,14.6,46.9,11.6,4.4,4.6,3.2,0.7,0,0,0,0,0,0,0,0
8600000US92280,92280,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8600000US92281,92281,2591,27.5,309,217,185,205,256,97,107,86,161,129,105,133,168,51,38,36,57,9.7,11.9,8.4,7.1,7.9,9.9,3.7,4.1,3.3,6.2,5,4.1,5.1,6.5,2,1.5,1.4,2.2
8600000US92282,92282,1372,40.4,49,137,67,69,79,110,115,65,69,122,100,137,96,43,44,16,0,3.9,3.6,10,4.9,5,5.8,8,8.4,4.7,5,8.9,7.3,10,7,3.1,3.2,1.2,0
8600000US92283,92283,1684,32.9,137,210,176,100,86,87,37,94,72,61,114,94,89,87,98,11,43,5.2,8.1,12.5,10.5,5.9,5.1,5.2,2.2,5.6,4.3,3.6,6.8,5.6,5.3,5.2,5.8,0.7,2.6
8600000US92284,92284,26182,43.1,1803,1597,1795,1044,1597,1778,1213,1476,1821,1498,2040,1869,1605,1537,717,528,767,5.7,6.9,6.1,6.9,4,6.1,6.8,4.6,5.6,7,5.7,7.8,7.1,6.1,5.9,2.7,2,2.9
8600000US92285,92285,2430,58.4,69,79,130,104,30,120,217,82,127,118,264,331,369,116,126,22,101,1,2.8,3.3,5.3,4.3,1.2,4.9,8.9,3.4,5.2,4.9,10.9,13.6,15.2,4.8,5.2,0.9,4.2
8600000US92301,92301,34250,27.7,3547,3385,3261,2624,2285,2672,2735,2310,2034,1646,1436,1348,930,307,490,146,177,8.5,10.4,9.9,9.5,7.7,6.7,7.8,8,6.7,5.9,4.8,4.2,3.9,2.7,0.9,1.4,0.4,0.5
8600000US92304,92304,23,-,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,43.5,0,0,0,0,0,0,56.5,0,0,0,0,0,0
8600000US92305,92305,657,50.6,0,39,23,38,13,27,13,24,55,79,61,50,35,52,31,19,15,12.6,0,5.9,3.5,5.8,2,4.1,2,3.7,8.4,12,9.3,7.6,5.3,7.9,4.7,2.9,2.3
8600000US92307,92307,39149,35.9,2677,2431,2997,2618,2265,2733,2176,2212,2185,2263,2471,2531,1967,1603,1087,718,679,9,6.8,6.2,7.7,6.7,5.8,7,5.6,5.7,5.6,5.8,6.3,6.5,5,4.1,2.8,1.8,1.7
