Geo ID,Geographic Area Name,Median contract rent
8600000US93224,ZCTA5 93224,806
8600000US93225,ZCTA5 93225,778
8600000US93226,ZCTA5 93226,-
8600000US93230,ZCTA5 93230,786
8600000US93234,ZCTA5 93234,619
8600000US93235,ZCTA5 93235,595
8600000US93238,ZCTA5 93238,522
8600000US93239,ZCTA5 93239,587
8600000US93240,ZCTA5 93240,694
8600000US93241,ZCTA5 93241,667
8600000US93242,ZCTA5 93242,649
8600000US93243,ZCTA5 93243,902
8600000US93244,ZCTA5 93244,756
8600000US93245,ZCTA5 93245,969
8600000US93247,ZCTA5 93247,613
8600000US93249,ZCTA5 93249,590
8600000US93250,ZCTA5 93250,734
8600000US93251,ZCTA5 93251,335
8600000US93252,ZCTA5 93252,626
8600000US93254,ZCTA5 93254,718
8600000US93255,ZCTA5 93255,-
8600000US93256,ZCTA5 93256,710
8600000US93257,ZCTA5 93257,751
8600000US93258,ZCTA5 93258,675
8600000US93260,ZCTA5 93260,-
8600000US93261,ZCTA5 93261,578
8600000US93262,ZCTA5 93262,-
8600000US93263,ZCTA5 93263,729
8600000US93265,ZCTA5 93265,903
8600000US93266,ZCTA5 93266,839
8600000US93267,ZCTA5 93267,614
8600000US93268,ZCTA5 93268,648
8600000US93270,ZCTA5 93270,618
8600000US93271,ZCTA5 93271,1091
8600000US93272,ZCTA5 93272,745
8600000US93274,ZCTA5 93274,814
8600000US93276,ZCTA5 93276,530
8600000US93277,ZCTA5 93277,860
8600000US93280,ZCTA5 93280,624
8600000US93283,ZCTA5 93283,488
8600000US93285,ZCTA5 93285,833
8600000US93286,ZCTA5 93286,588
8600000US93287,ZCTA5 93287,-
8600000US93291,ZCTA5 93291,823
8600000US93292,ZCTA5 93292,944
8600000US93301,ZCTA5 93301,731
8600000US93304,ZCTA5 93304,786
8600000US93305,ZCTA5 93305,683
8600000US93306,ZCTA5 93306,874
8600000US93307,ZCTA5 93307,782
8600000US93308,ZCTA5 93308,837
8600000US93309,ZCTA5 93309,868
8600000US93311,ZCTA5 93311,1283
8600000US93312,ZCTA5 93312,1424
8600000US93313,ZCTA5 93313,1323
8600000US93314,ZCTA5 93314,1132
8600000US93401,ZCTA5 93401,1357
8600000US93402,ZCTA5 93402,1375
8600000US93405,ZCTA5 93405,1535
8600000US93410,ZCTA5 93410,-
8600000US93420,ZCTA5 93420,1383
8600000US93422,ZCTA5 93422,1325
8600000US93424,ZCTA5 93424,-
8600000US93426,ZCTA5 93426,743
8600000US93427,ZCTA5 93427,1519
8600000US93428,ZCTA5 93428,1327
8600000US93429,ZCTA5 93429,-
8600000US93430,ZCTA5 93430,1194
8600000US93432,ZCTA5 93432,1368
8600000US93433,ZCTA5 93433,1355
8600000US93434,ZCTA5 93434,1050
8600000US93436,ZCTA5 93436,1089
8600000US93437,ZCTA5 93437,1869
8600000US93440,ZCTA5 93440,1609
8600000US93441,ZCTA5 93441,1831
8600000US93442,ZCTA5 93442,1470
8600000US93444,ZCTA5 93444,1417
8600000US93445,ZCTA5 93445,1147
8600000US93446,ZCTA5 93446,1189
8600000US93449,ZCTA5 93449,1641
8600000US93450,ZCTA5 93450,850
8600000US93451,ZCTA5 93451,1427
8600000US93452,ZCTA5 93452,1102
8600000US93453,ZCTA5 93453,1001
8600000US93454,ZCTA5 93454,1269
8600000US93455,ZCTA5 93455,1630
8600000US93458,ZCTA5 93458,1276
8600000US93460,ZCTA5 93460,1475
8600000US93461,ZCTA5 93461,1318
8600000US93463,ZCTA5 93463,1327
8600000US93465,ZCTA5 93465,1587
8600000US93501,ZCTA5 93501,595
8600000US93505,ZCTA5 93505,760
8600000US93510,ZCTA5 93510,1276
8600000US93512,ZCTA5 93512,-
8600000US93513,ZCTA5 93513,707
8600000US93514,ZCTA5 93514,918
8600000US93516,ZCTA5 93516,496
8600000US93517,ZCTA5 93517,-
8600000US93518,ZCTA5 93518,913
8600000US93519,ZCTA5 93519,-
8600000US93522,ZCTA5 93522,-
8600000US93523,ZCTA5 93523,1503
8600000US93524,ZCTA5 93524,-
8600000US93526,ZCTA5 93526,754
8600000US93527,ZCTA5 93527,970
8600000US93528,ZCTA5 93528,-
8600000US93529,ZCTA5 93529,-
8600000US93530,ZCTA5 93530,-
8600000US93531,ZCTA5 93531,-
8600000US93532,ZCTA5 93532,1163
8600000US93534,ZCTA5 93534,989
8600000US93535,ZCTA5 93535,1013
8600000US93536,ZCTA5 93536,1218
8600000US93541,ZCTA5 93541,-
8600000US93543,ZCTA5 93543,1083
8600000US93544,ZCTA5 93544,-
8600000US93545,ZCTA5 93545,578
8600000US93546,ZCTA5 93546,1069
8600000US93549,ZCTA5 93549,-
8600000US93550,ZCTA5 93550,1005
8600000US93551,ZCTA5 93551,1489
8600000US93552,ZCTA5 93552,1394
8600000US93553,ZCTA5 93553,987
8600000US93554,ZCTA5 93554,-
8600000US93555,ZCTA5 93555,761
8600000US93558,ZCTA5 93558,-
8600000US93560,ZCTA5 93560,798
8600000US93561,ZCTA5 93561,907
8600000US93562,ZCTA5 93562,432
8600000US93563,ZCTA5 93563,-
8600000US93591,ZCTA5 93591,1045
8600000US93592,ZCTA5 93592,-
8600000US93601,ZCTA5 93601,779
8600000US93602,ZCTA5 93602,727
8600000US93603,ZCTA5 93603,-
8600000US93604,ZCTA5 93604,-
8600000US93605,ZCTA5 93605,648
8600000US93606,ZCTA5 93606,704
8600000US93608,ZCTA5 93608,689
8600000US93609,ZCTA5 93609,804
8600000US93610,ZCTA5 93610,756
8600000US93611,ZCTA5 93611,1374
8600000US93612,ZCTA5 93612,896
8600000US93614,ZCTA5 93614,1089
8600000US93615,ZCTA5 93615,820
8600000US93616,ZCTA5 93616,576
8600000US93618,ZCTA5 93618,736
8600000US93619,ZCTA5 93619,1707
8600000US93620,ZCTA5 93620,713
8600000US93621,ZCTA5 93621,-
8600000US93622,ZCTA5 93622,586
8600000US93623,ZCTA5 93623,-
8600000US93624,ZCTA5 93624,487
8600000US93625,ZCTA5 93625,756
8600000US93626,ZCTA5 93626,1168
8600000US93627,ZCTA5 93627,-
8600000US93628,ZCTA5 93628,-
8600000US93630,ZCTA5 93630,751
8600000US93631,ZCTA5 93631,881
8600000US93633,ZCTA5 93633,-
8600000US93634,ZCTA5 93634,-
8600000US93635,ZCTA5 93635,985
8600000US93636,ZCTA5 93636,984
8600000US93637,ZCTA5 93637,919
8600000US93638,ZCTA5 93638,790
8600000US93640,ZCTA5 93640,629
8600000US93641,ZCTA5 93641,-
8600000US93643,ZCTA5 93643,672
8600000US93644,ZCTA5 93644,825
8600000US93645,ZCTA5 93645,-
8600000US93646,ZCTA5 93646,609
8600000US93647,ZCTA5 93647,720
8600000US93648,ZCTA5 93648,711
8600000US93650,ZCTA5 93650,759
8600000US93651,ZCTA5 93651,1080
8600000US93652,ZCTA5 93652,575
8600000US93653,ZCTA5 93653,1188
8600000US93654,ZCTA5 93654,823
8600000US93656,ZCTA5 93656,753
8600000US93657,ZCTA5 93657,768
8600000US93660,ZCTA5 93660,527
8600000US93662,ZCTA5 93662,765
8600000US93664,ZCTA5 93664,713
8600000US93665,ZCTA5 93665,-
8600000US93666,ZCTA5 93666,700
8600000US93667,ZCTA5 93667,1182
8600000US93668,ZCTA5 93668,733
8600000US93669,ZCTA5 93669,-
8600000US93673,ZCTA5 93673,628
8600000US93675,ZCTA5 93675,848
8600000US93701,ZCTA5 93701,579
8600000US93702,ZCTA5 93702,680
8600000US93703,ZCTA5 93703,764
8600000US93704,ZCTA5 93704,887
8600000US93705,ZCTA5 93705,807
8600000US93706,ZCTA5 93706,674
8600000US93710,ZCTA5 93710,864
8600000US93711,ZCTA5 93711,1065
8600000US93720,ZCTA5 93720,1341
8600000US93721,ZCTA5 93721,695
8600000US93722,ZCTA5 93722,1017
8600000US93723,ZCTA5 93723,878
8600000US93725,ZCTA5 93725,746
8600000US93726,ZCTA5 93726,791
8600000US93727,ZCTA5 93727,804
8600000US93728,ZCTA5 93728,714
8600000US93730,ZCTA5 93730,1688
8600000US93901,ZCTA5 93901,1251
8600000US93905,ZCTA5 93905,1166
8600000US93906,ZCTA5 93906,1441
8600000US93907,ZCTA5 93907,1471
8600000US93908,ZCTA5 93908,2119
8600000US93920,ZCTA5 93920,669
8600000US93921,ZCTA5 93921,2021
8600000US93923,ZCTA5 93923,1771
8600000US93924,ZCTA5 93924,1641
8600000US93925,ZCTA5 93925,872
8600000US93926,ZCTA5 93926,1122
8600000US93927,ZCTA5 93927,1217
8600000US93928,ZCTA5 93928,-
8600000US93930,ZCTA5 93930,1017
8600000US93932,ZCTA5 93932,935
8600000US93933,ZCTA5 93933,1339
8600000US93940,ZCTA5 93940,1738
8600000US93943,ZCTA5 93943,-
8600000US93950,ZCTA5 93950,1688
8600000US93953,ZCTA5 93953,2421
8600000US93954,ZCTA5 93954,638
8600000US93955,ZCTA5 93955,1598
8600000US93960,ZCTA5 93960,1059
8600000US93962,ZCTA5 93962,-
8600000US94002,ZCTA5 94002,2251
8600000US94005,ZCTA5 94005,1911
8600000US94010,ZCTA5 94010,2131
8600000US94014,ZCTA5 94014,1738
8600000US94015,ZCTA5 94015,2241
8600000US94019,ZCTA5 94019,1651
8600000US94020,ZCTA5 94020,1566
8600000US94021,ZCTA5 94021,-
8600000US94022,ZCTA5 94022,3085
8600000US94024,ZCTA5 94024,2991
8600000US94025,ZCTA5 94025,2260
8600000US94027,ZCTA5 94027,3396
8600000US94028,ZCTA5 94028,2667
8600000US94030,ZCTA5 94030,2333
8600000US94037,ZCTA5 94037,1708
8600000US94038,ZCTA5 94038,1862
8600000US94040,ZCTA5 94040,2381
8600000US94041,ZCTA5 94041,2344
8600000US94043,ZCTA5 94043,2417
8600000US94044,ZCTA5 94044,2271
8600000US94060,ZCTA5 94060,1927
8600000US94061,ZCTA5 94061,2131
8600000US94062,ZCTA5 94062,2047
8600000US94063,ZCTA5 94063,2031
8600000US94065,ZCTA5 94065,3215
8600000US94066,ZCTA5 94066,2243
8600000US94070,ZCTA5 94070,2251
8600000US94074,ZCTA5 94074,-
8600000US94080,ZCTA5 94080,2009
8600000US94085,ZCTA5 94085,2395
8600000US94086,ZCTA5 94086,2356
8600000US94087,ZCTA5 94087,2370
8600000US94089,ZCTA5 94089,2686
8600000US94102,ZCTA5 94102,1089
8600000US94103,ZCTA5 94103,1304
8600000US94104,ZCTA5 94104,705
8600000US94105,ZCTA5 94105,2879
8600000US94107,ZCTA5 94107,2454
8600000US94108,ZCTA5 94108,1165
8600000US94109,ZCTA5 94109,1780
8600000US94110,ZCTA5 94110,1742
8600000US94111,ZCTA5 94111,2180
8600000US94112,ZCTA5 94112,1600
8600000US94114,ZCTA5 94114,2174
8600000US94115,ZCTA5 94115,1945
8600000US94116,ZCTA5 94116,2045
8600000US94117,ZCTA5 94117,2183
8600000US94118,ZCTA5 94118,1993
8600000US94121,ZCTA5 94121,1819
8600000US94122,ZCTA5 94122,2080
8600000US94123,ZCTA5 94123,2476
8600000US94124,ZCTA5 94124,985
8600000US94127,ZCTA5 94127,2543
8600000US94128,ZCTA5 94128,-
8600000US94129,ZCTA5 94129,3219
8600000US94130,ZCTA5 94130,2106
8600000US94131,ZCTA5 94131,2189
8600000US94132,ZCTA5 94132,1995
8600000US94133,ZCTA5 94133,1326
8600000US94134,ZCTA5 94134,1400
8600000US94158,ZCTA5 94158,2816
8600000US94301,ZCTA5 94301,2300
8600000US94303,ZCTA5 94303,1822
8600000US94304,ZCTA5 94304,2900
8600000US94305,ZCTA5 94305,1618
8600000US94306,ZCTA5 94306,2288
8600000US94401,ZCTA5 94401,2153
8600000US94402,ZCTA5 94402,2280
8600000US94403,ZCTA5 94403,2563
8600000US94404,ZCTA5 94404,3059
8600000US94501,ZCTA5 94501,1735
8600000US94502,ZCTA5 94502,2231
8600000US94503,ZCTA5 94503,1734
8600000US94505,ZCTA5 94505,2261
8600000US94506,ZCTA5 94506,2591
8600000US94507,ZCTA5 94507,2645
8600000US94508,ZCTA5 94508,1589
8600000US94509,ZCTA5 94509,1493
8600000US94510,ZCTA5 94510,1679
8600000US94511,ZCTA5 94511,574
8600000US94512,ZCTA5 94512,-
8600000US94513,ZCTA5 94513,1859
8600000US94514,ZCTA5 94514,1181
8600000US94515,ZCTA5 94515,1297
8600000US94516,ZCTA5 94516,544
8600000US94517,ZCTA5 94517,2212
8600000US94518,ZCTA5 94518,1735
8600000US94519,ZCTA5 94519,1607
8600000US94520,ZCTA5 94520,1459
8600000US94521,ZCTA5 94521,1727
8600000US94523,ZCTA5 94523,1893
8600000US94525,ZCTA5 94525,1282
8600000US94526,ZCTA5 94526,2300
8600000US94528,ZCTA5 94528,-
8600000US94530,ZCTA5 94530,1815
8600000US94531,ZCTA5 94531,1977
8600000US94533,ZCTA5 94533,1260
8600000US94534,ZCTA5 94534,1936
8600000US94535,ZCTA5 94535,2248
8600000US94536,ZCTA5 94536,2107
8600000US94538,ZCTA5 94538,2201
8600000US94539,ZCTA5 94539,2526
8600000US94541,ZCTA5 94541,1594
8600000US94542,ZCTA5 94542,1978
8600000US94544,ZCTA5 94544,1738
8600000US94545,ZCTA5 94545,1761
8600000US94546,ZCTA5 94546,1699
8600000US94547,ZCTA5 94547,2063
8600000US94548,ZCTA5 94548,1315
8600000US94549,ZCTA5 94549,2106
8600000US94550,ZCTA5 94550,1890
8600000US94551,ZCTA5 94551,1933
8600000US94552,ZCTA5 94552,2752
8600000US94553,ZCTA5 94553,1627
8600000US94555,ZCTA5 94555,2411
8600000US94556,ZCTA5 94556,2001
8600000US94558,ZCTA5 94558,1643
8600000US94559,ZCTA5 94559,1528
8600000US94560,ZCTA5 94560,2118
8600000US94561,ZCTA5 94561,1544
8600000US94563,ZCTA5 94563,2397
8600000US94564,ZCTA5 94564,1731
8600000US94565,ZCTA5 94565,1505
8600000US94566,ZCTA5 94566,2156
8600000US94567,ZCTA5 94567,1250
8600000US94568,ZCTA5 94568,2545
8600000US94569,ZCTA5 94569,1864
8600000US94571,ZCTA5 94571,1042
8600000US94572,ZCTA5 94572,1268
8600000US94573,ZCTA5 94573,-
8600000US94574,ZCTA5 94574,1487
8600000US94575,ZCTA5 94575,-
8600000US94576,ZCTA5 94576,-
8600000US94577,ZCTA5 94577,1564
8600000US94578,ZCTA5 94578,1473
8600000US94579,ZCTA5 94579,1540
8600000US94580,ZCTA5 94580,1683
8600000US94582,ZCTA5 94582,2298
8600000US94583,ZCTA5 94583,2207
8600000US94585,ZCTA5 94585,1592
8600000US94586,ZCTA5 94586,1411
8600000US94587,ZCTA5 94587,2050
8600000US94588,ZCTA5 94588,2415
8600000US94589,ZCTA5 94589,1479
8600000US94590,ZCTA5 94590,1149
8600000US94591,ZCTA5 94591,1555
8600000US94592,ZCTA5 94592,2279
8600000US94595,ZCTA5 94595,1756
8600000US94596,ZCTA5 94596,1934
8600000US94597,ZCTA5 94597,2057
8600000US94598,ZCTA5 94598,2476
8600000US94599,ZCTA5 94599,1750
8600000US94601,ZCTA5 94601,1163
8600000US94602,ZCTA5 94602,1303
8600000US94603,ZCTA5 94603,1349
8600000US94605,ZCTA5 94605,1300
8600000US94606,ZCTA5 94606,1213
8600000US94607,ZCTA5 94607,1172
8600000US94608,ZCTA5 94608,1929
8600000US94609,ZCTA5 94609,1558
8600000US94610,ZCTA5 94610,1610
8600000US94611,ZCTA5 94611,1524
8600000US94612,ZCTA5 94612,1207
8600000US94613,ZCTA5 94613,-
8600000US94618,ZCTA5 94618,2041
8600000US94619,ZCTA5 94619,1413
8600000US94621,ZCTA5 94621,1131
8600000US94702,ZCTA5 94702,1384
8600000US94703,ZCTA5 94703,1725
8600000US94704,ZCTA5 94704,1631
8600000US94705,ZCTA5 94705,1643
8600000US94706,ZCTA5 94706,1801
8600000US94707,ZCTA5 94707,1844
8600000US94708,ZCTA5 94708,2504
8600000US94709,ZCTA5 94709,1728
8600000US94710,ZCTA5 94710,1643
8600000US94720,ZCTA5 94720,-
8600000US94801,ZCTA5 94801,1284
8600000US94803,ZCTA5 94803,1640
8600000US94804,ZCTA5 94804,1229
8600000US94805,ZCTA5 94805,1564
8600000US94806,ZCTA5 94806,1487
8600000US94850,ZCTA5 94850,-
8600000US94901,ZCTA5 94901,1766
8600000US94903,ZCTA5 94903,2261
8600000US94904,ZCTA5 94904,1920
8600000US94920,ZCTA5 94920,2387
8600000US94922,ZCTA5 94922,2270
8600000US94923,ZCTA5 94923,1125
8600000US94924,ZCTA5 94924,1671
8600000US94925,ZCTA5 94925,2593
8600000US94928,ZCTA5 94928,1592
8600000US94929,ZCTA5 94929,2605
8600000US94930,ZCTA5 94930,1791
8600000US94931,ZCTA5 94931,1496
8600000US94933,ZCTA5 94933,2000
8600000US94937,ZCTA5 94937,1232
8600000US94938,ZCTA5 94938,2359
8600000US94939,ZCTA5 94939,2123
8600000US94940,ZCTA5 94940,-
8600000US94941,ZCTA5 94941,2240
8600000US94945,ZCTA5 94945,1897
8600000US94946,ZCTA5 94946,1869
8600000US94947,ZCTA5 94947,1920
8600000US94949,ZCTA5 94949,2104
8600000US94950,ZCTA5 94950,-
8600000US94951,ZCTA5 94951,1445
8600000US94952,ZCTA5 94952,1621
8600000US94954,ZCTA5 94954,1675
8600000US94956,ZCTA5 94956,1692
8600000US94957,ZCTA5 94957,1938
8600000US94960,ZCTA5 94960,1852
8600000US94963,ZCTA5 94963,-
8600000US94964,ZCTA5 94964,-
8600000US94965,ZCTA5 94965,2067
8600000US94970,ZCTA5 94970,1841
8600000US94971,ZCTA5 94971,-
8600000US94972,ZCTA5 94972,-
8600000US94973,ZCTA5 94973,1349
8600000US95002,ZCTA5 95002,1878
8600000US95003,ZCTA5 95003,1881
8600000US95004,ZCTA5 95004,1429
8600000US95005,ZCTA5 95005,1686
8600000US95006,ZCTA5 95006,1303
8600000US95007,ZCTA5 95007,-
8600000US95008,ZCTA5 95008,2100
8600000US95010,ZCTA5 95010,1743
8600000US95012,ZCTA5 95012,1075
8600000US95013,ZCTA5 95013,-
8600000US95014,ZCTA5 95014,2987
8600000US95017,ZCTA5 95017,1100
8600000US95018,ZCTA5 95018,1696
8600000US95019,ZCTA5 95019,904
8600000US95020,ZCTA5 95020,1734
8600000US95023,ZCTA5 95023,1342
8600000US95030,ZCTA5 95030,2183
8600000US95032,ZCTA5 95032,2304
8600000US95033,ZCTA5 95033,2041
8600000US95035,ZCTA5 95035,2270
8600000US95037,ZCTA5 95037,1723
8600000US95039,ZCTA5 95039,1174
8600000US95041,ZCTA5 95041,623
8600000US95043,ZCTA5 95043,1224
8600000US95045,ZCTA5 95045,1372
8600000US95046,ZCTA5 95046,1446
8600000US95050,ZCTA5 95050,1933
8600000US95051,ZCTA5 95051,2428
8600000US95053,ZCTA5 95053,-
8600000US95054,ZCTA5 95054,2673
8600000US95060,ZCTA5 95060,1773
8600000US95062,ZCTA5 95062,1628
8600000US95064,ZCTA5 95064,1664
8600000US95065,ZCTA5 95065,2123
8600000US95066,ZCTA5 95066,1920
8600000US95070,ZCTA5 95070,2743
8600000US95073,ZCTA5 95073,1690
8600000US95075,ZCTA5 95075,1806
8600000US95076,ZCTA5 95076,1368
8600000US95110,ZCTA5 95110,2070
8600000US95111,ZCTA5 95111,1466
8600000US95112,ZCTA5 95112,1623
8600000US95113,ZCTA5 95113,2638
8600000US95116,ZCTA5 95116,1524
8600000US95117,ZCTA5 95117,1858
8600000US95118,ZCTA5 95118,1913
8600000US95119,ZCTA5 95119,2226
8600000US95120,ZCTA5 95120,3162
8600000US95121,ZCTA5 95121,1978
8600000US95122,ZCTA5 95122,1734
8600000US95123,ZCTA5 95123,2373
8600000US95124,ZCTA5 95124,2127
8600000US95125,ZCTA5 95125,1860
8600000US95126,ZCTA5 95126,1947
8600000US95127,ZCTA5 95127,1851
8600000US95128,ZCTA5 95128,1827
8600000US95129,ZCTA5 95129,2246
8600000US95130,ZCTA5 95130,1789
8600000US95131,ZCTA5 95131,2395
8600000US95132,ZCTA5 95132,2523
8600000US95133,ZCTA5 95133,1569
8600000US95134,ZCTA5 95134,2797
8600000US95135,ZCTA5 95135,2410
8600000US95136,ZCTA5 95136,2201
8600000US95138,ZCTA5 95138,2471
8600000US95139,ZCTA5 95139,2675
8600000US95140,ZCTA5 95140,-
8600000US95148,ZCTA5 95148,2486
8600000US95202,ZCTA5 95202,558
8600000US95203,ZCTA5 95203,770
8600000US95204,ZCTA5 95204,852
8600000US95205,ZCTA5 95205,837
8600000US95206,ZCTA5 95206,926
8600000US95207,ZCTA5 95207,923
8600000US95209,ZCTA5 95209,1218
8600000US95210,ZCTA5 95210,932
8600000US95211,ZCTA5 95211,-
8600000US95212,ZCTA5 95212,1513
8600000US95215,ZCTA5 95215,831
8600000US95219,ZCTA5 95219,1231
8600000US95220,ZCTA5 95220,1082
8600000US95222,ZCTA5 95222,946
8600000US95223,ZCTA5 95223,895
8600000US95224,ZCTA5 95224,669
8600000US95225,ZCTA5 95225,-
8600000US95226,ZCTA5 95226,-
8600000US95227,ZCTA5 95227,-
8600000US95228,ZCTA5 95228,967
8600000US95230,ZCTA5 95230,1472
8600000US95231,ZCTA5 95231,921
8600000US95232,ZCTA5 95232,-
8600000US95233,ZCTA5 95233,-
8600000US95234,ZCTA5 95234,-
8600000US95236,ZCTA5 95236,661
8600000US95237,ZCTA5 95237,1028
8600000US95240,ZCTA5 95240,880
8600000US95242,ZCTA5 95242,1249
8600000US95245,ZCTA5 95245,849
8600000US95246,ZCTA5 95246,-
8600000US95247,ZCTA5 95247,1168
8600000US95248,ZCTA5 95248,-
8600000US95249,ZCTA5 95249,1011
8600000US95250,ZCTA5 95250,-
8600000US95251,ZCTA5 95251,880
8600000US95252,ZCTA5 95252,1350
8600000US95254,ZCTA5 95254,-
8600000US95255,ZCTA5 95255,653
8600000US95257,ZCTA5 95257,1125
8600000US95258,ZCTA5 95258,945
8600000US95301,ZCTA5 95301,782
8600000US95303,ZCTA5 95303,882
8600000US95304,ZCTA5 95304,1383
8600000US95305,ZCTA5 95305,-
8600000US95306,ZCTA5 95306,-
8600000US95307,ZCTA5 95307,990
8600000US95310,ZCTA5 95310,645
8600000US95311,ZCTA5 95311,645
8600000US95312,ZCTA5 95312,-
8600000US95313,ZCTA5 95313,727
8600000US95314,ZCTA5 95314,-
8600000US95315,ZCTA5 95315,926
8600000US95316,ZCTA5 95316,918
8600000US95317,ZCTA5 95317,644
8600000US95318,ZCTA5 95318,610
8600000US95319,ZCTA5 95319,664
8600000US95320,ZCTA5 95320,1179
8600000US95321,ZCTA5 95321,675
8600000US95322,ZCTA5 95322,731
8600000US95323,ZCTA5 95323,538
8600000US95324,ZCTA5 95324,969
8600000US95325,ZCTA5 95325,-
8600000US95326,ZCTA5 95326,1309
8600000US95327,ZCTA5 95327,738
8600000US95328,ZCTA5 95328,844
8600000US95329,ZCTA5 95329,913
8600000US95330,ZCTA5 95330,1481
8600000US95333,ZCTA5 95333,713
8600000US95334,ZCTA5 95334,814
8600000US95335,ZCTA5 95335,-
8600000US95336,ZCTA5 95336,1180
8600000US95337,ZCTA5 95337,1293
8600000US95338,ZCTA5 95338,758
8600000US95340,ZCTA5 95340,826
8600000US95341,ZCTA5 95341,744
8600000US95345,ZCTA5 95345,537
8600000US95346,ZCTA5 95346,1076
8600000US95348,ZCTA5 95348,946
8600000US95350,ZCTA5 95350,933
8600000US95351,ZCTA5 95351,875
8600000US95354,ZCTA5 95354,875
8600000US95355,ZCTA5 95355,1058
8600000US95356,ZCTA5 95356,1106
8600000US95357,ZCTA5 95357,1207
8600000US95358,ZCTA5 95358,1018
8600000US95360,ZCTA5 95360,852
8600000US95361,ZCTA5 95361,899
8600000US95363,ZCTA5 95363,1158
8600000US95364,ZCTA5 95364,-
8600000US95365,ZCTA5 95365,575
8600000US95366,ZCTA5 95366,1179
8600000US95367,ZCTA5 95367,961
8600000US95368,ZCTA5 95368,1332
8600000US95369,ZCTA5 95369,491
8600000US95370,ZCTA5 95370,868
8600000US95372,ZCTA5 95372,-
8600000US95374,ZCTA5 95374,815
8600000US95375,ZCTA5 95375,-
8600000US95376,ZCTA5 95376,1428
8600000US95377,ZCTA5 95377,1895
8600000US95379,ZCTA5 95379,546
8600000US95380,ZCTA5 95380,861
8600000US95382,ZCTA5 95382,1123
8600000US95383,ZCTA5 95383,1118
8600000US95385,ZCTA5 95385,950
8600000US95386,ZCTA5 95386,876
8600000US95387,ZCTA5 95387,-
8600000US95388,ZCTA5 95388,712
8600000US95389,ZCTA5 95389,-
8600000US95391,ZCTA5 95391,2236
8600000US95401,ZCTA5 95401,1409
8600000US95403,ZCTA5 95403,1483
8600000US95404,ZCTA5 95404,1385
8600000US95405,ZCTA5 95405,1673
8600000US95407,ZCTA5 95407,1366
8600000US95409,ZCTA5 95409,1657
8600000US95410,ZCTA5 95410,1222
8600000US95412,ZCTA5 95412,-
8600000US95415,ZCTA5 95415,875
8600000US95417,ZCTA5 95417,-
8600000US95420,ZCTA5 95420,-
8600000US95421,ZCTA5 95421,832
8600000US95422,ZCTA5 95422,688
8600000US95423,ZCTA5 95423,875
8600000US95425,ZCTA5 95425,1218
8600000US95426,ZCTA5 95426,1319
8600000US95427,ZCTA5 95427,684
8600000US95428,ZCTA5 95428,658
8600000US95429,ZCTA5 95429,-
8600000US95430,ZCTA5 95430,-
8600000US95431,ZCTA5 95431,-
8600000US95432,ZCTA5 95432,1381
8600000US95435,ZCTA5 95435,-
8600000US95436,ZCTA5 95436,1238
8600000US95437,ZCTA5 95437,954
8600000US95439,ZCTA5 95439,-
8600000US95441,ZCTA5 95441,1232
8600000US95442,ZCTA5 95442,1392
8600000US95443,ZCTA5 95443,728
8600000US95444,ZCTA5 95444,-
8600000US95445,ZCTA5 95445,1184
8600000US95446,ZCTA5 95446,1041
8600000US95448,ZCTA5 95448,1454
8600000US95449,ZCTA5 95449,978
8600000US95450,ZCTA5 95450,947
8600000US95451,ZCTA5 95451,969
8600000US95452,ZCTA5 95452,-
8600000US95453,ZCTA5 95453,773
8600000US95454,ZCTA5 95454,311
8600000US95456,ZCTA5 95456,1125
8600000US95457,ZCTA5 95457,732
8600000US95458,ZCTA5 95458,615
8600000US95459,ZCTA5 95459,381
8600000US95460,ZCTA5 95460,991
8600000US95461,ZCTA5 95461,751
8600000US95462,ZCTA5 95462,910
8600000US95463,ZCTA5 95463,-
8600000US95464,ZCTA5 95464,788
8600000US95465,ZCTA5 95465,1579
8600000US95466,ZCTA5 95466,734
8600000US95467,ZCTA5 95467,1419
8600000US95468,ZCTA5 95468,775
8600000US95469,ZCTA5 95469,1232
8600000US95470,ZCTA5 95470,1127
8600000US95471,ZCTA5 95471,1220
8600000US95472,ZCTA5 95472,1386
8600000US95476,ZCTA5 95476,1463
8600000US95482,ZCTA5 95482,979
8600000US95485,ZCTA5 95485,790
8600000US95486,ZCTA5 95486,-
8600000US95488,ZCTA5 95488,-
8600000US95490,ZCTA5 95490,914
8600000US95492,ZCTA5 95492,1635
8600000US95493,ZCTA5 95493,-
8600000US95494,ZCTA5 95494,-
8600000US95497,ZCTA5 95497,1094
8600000US95501,ZCTA5 95501,813
8600000US95503,ZCTA5 95503,942
8600000US95511,ZCTA5 95511,-
8600000US95514,ZCTA5 95514,-
8600000US95519,ZCTA5 95519,845
8600000US95521,ZCTA5 95521,938
8600000US95524,ZCTA5 95524,1071
8600000US95525,ZCTA5 95525,1085
8600000US95526,ZCTA5 95526,602
8600000US95527,ZCTA5 95527,610
8600000US95528,ZCTA5 95528,1027
8600000US95531,ZCTA5 95531,764
8600000US95536,ZCTA5 95536,960
8600000US95537,ZCTA5 95537,-
8600000US95540,ZCTA5 95540,797
8600000US95542,ZCTA5 95542,693
8600000US95543,ZCTA5 95543,683
8600000US95545,ZCTA5 95545,-
8600000US95546,ZCTA5 95546,289
