id,Geographic Area Name,Total,Median income,Mean income
8600000US92532,ZCTA5 92532,7141,91500,97279
8600000US92536,ZCTA5 92536,1087,80670,90181
8600000US92539,ZCTA5 92539,1629,50960,62776
8600000US92543,ZCTA5 92543,12775,40831,52335
8600000US92544,ZCTA5 92544,15408,57985,74415
8600000US92545,ZCTA5 92545,14642,55322,67543
8600000US92548,ZCTA5 92548,2256,54278,67562
8600000US92549,ZCTA5 92549,1196,93359,101239
8600000US92551,ZCTA5 92551,7937,65348,74535
8600000US92553,ZCTA5 92553,18385,52134,63554
8600000US92555,ZCTA5 92555,10873,89372,101651
8600000US92557,ZCTA5 92557,13901,75759,88662
8600000US92561,ZCTA5 92561,628,102583,122663
8600000US92562,ZCTA5 92562,19614,101742,124740
8600000US92563,ZCTA5 92563,18089,101101,118395
8600000US92567,ZCTA5 92567,2636,69336,96661
8600000US92570,ZCTA5 92570,13783,61669,76954
8600000US92571,ZCTA5 92571,12846,65057,75655
8600000US92582,ZCTA5 92582,4019,66576,79074
8600000US92583,ZCTA5 92583,9349,49809,65942
8600000US92584,ZCTA5 92584,14974,96658,107758
8600000US92585,ZCTA5 92585,6115,82203,97586
8600000US92586,ZCTA5 92586,9049,56515,70110
8600000US92587,ZCTA5 92587,5840,91667,120955
8600000US92590,ZCTA5 92590,1662,74508,167814
8600000US92591,ZCTA5 92591,13098,93896,112083
8600000US92592,ZCTA5 92592,24544,113077,135286
8600000US92595,ZCTA5 92595,9502,80729,98717
8600000US92596,ZCTA5 92596,8178,101584,115899
8600000US92602,ZCTA5 92602,8062,113611,144264
8600000US92603,ZCTA5 92603,7201,167461,244742
8600000US92604,ZCTA5 92604,9685,127514,145989
8600000US92606,ZCTA5 92606,9208,115929,141151
8600000US92610,ZCTA5 92610,5603,139453,173014
8600000US92612,ZCTA5 92612,12999,123299,152000
8600000US92614,ZCTA5 92614,10097,123446,147835
8600000US92617,ZCTA5 92617,3971,147883,166548
8600000US92618,ZCTA5 92618,19247,117736,152644
8600000US92620,ZCTA5 92620,18977,132353,160886
8600000US92624,ZCTA5 92624,2799,124167,163261
8600000US92625,ZCTA5 92625,5759,202102,309835
8600000US92626,ZCTA5 92626,18947,98592,125669
8600000US92627,ZCTA5 92627,22259,82764,113398
8600000US92629,ZCTA5 92629,11843,127354,172394
8600000US92630,ZCTA5 92630,20806,120610,140722
8600000US92637,ZCTA5 92637,11003,60488,81033
8600000US92646,ZCTA5 92646,21205,120240,141908
8600000US92647,ZCTA5 92647,21452,93886,115813
8600000US92648,ZCTA5 92648,19540,121500,173374
8600000US92649,ZCTA5 92649,14339,118450,148471
8600000US92651,ZCTA5 92651,10904,187615,273532
8600000US92653,ZCTA5 92653,10308,119077,173194
8600000US92655,ZCTA5 92655,2422,57784,74055
8600000US92656,ZCTA5 92656,19244,129937,149365
8600000US92657,ZCTA5 92657,3905,"250,000+",346517
8600000US92660,ZCTA5 92660,15062,165951,251938
8600000US92661,ZCTA5 92661,1501,127479,256784
8600000US92662,ZCTA5 92662,1295,203125,275886
8600000US92663,ZCTA5 92663,10072,148808,225330
8600000US92672,ZCTA5 92672,14113,116657,158835
8600000US92673,ZCTA5 92673,10319,167043,205658
8600000US92675,ZCTA5 92675,13155,104938,164463
8600000US92676,ZCTA5 92676,827,109286,146833
8600000US92677,ZCTA5 92677,25550,134183,177911
8600000US92678,ZCTA5 92678,207,119813,111730
8600000US92679,ZCTA5 92679,10863,185632,237238
8600000US92683,ZCTA5 92683,27634,70799,96619
8600000US92688,ZCTA5 92688,15984,135183,154618
8600000US92691,ZCTA5 92691,17050,130250,144992
8600000US92692,ZCTA5 92692,17421,135218,164365
8600000US92694,ZCTA5 92694,9048,172865,216191
8600000US92701,ZCTA5 92701,13209,51845,65641
8600000US92703,ZCTA5 92703,13575,57785,71985
8600000US92704,ZCTA5 92704,20018,67810,83656
8600000US92705,ZCTA5 92705,14738,114621,158846
8600000US92706,ZCTA5 92706,9355,72362,97174
8600000US92707,ZCTA5 92707,13801,75564,86719
8600000US92708,ZCTA5 92708,18756,103094,126961
8600000US92780,ZCTA5 92780,18547,80669,103064
8600000US92782,ZCTA5 92782,7980,152031,194192
8600000US92801,ZCTA5 92801,17921,64405,81435
8600000US92802,ZCTA5 92802,11527,61766,79131
8600000US92804,ZCTA5 92804,24954,69925,86809
8600000US92805,ZCTA5 92805,19611,65895,80383
8600000US92806,ZCTA5 92806,12339,79180,93612
8600000US92807,ZCTA5 92807,12437,127207,149308
8600000US92808,ZCTA5 92808,7435,142580,166284
8600000US92821,ZCTA5 92821,13750,107572,127048
8600000US92823,ZCTA5 92823,1458,161163,172974
8600000US92831,ZCTA5 92831,12438,87024,115616
8600000US92832,ZCTA5 92832,8322,71157,92647
8600000US92833,ZCTA5 92833,16310,94704,113308
8600000US92835,ZCTA5 92835,8513,145430,173120
8600000US92840,ZCTA5 92840,15065,75930,91023
8600000US92841,ZCTA5 92841,9384,63614,82882
8600000US92843,ZCTA5 92843,11833,64693,79674
8600000US92844,ZCTA5 92844,6713,58878,75853
8600000US92845,ZCTA5 92845,5564,127044,141024
8600000US92860,ZCTA5 92860,7120,116250,131000
8600000US92861,ZCTA5 92861,1975,195885,245945
8600000US92865,ZCTA5 92865,6406,119811,128189
8600000US92866,ZCTA5 92866,5418,92205,115603
8600000US92867,ZCTA5 92867,12944,103454,136064
8600000US92868,ZCTA5 92868,8061,66343,90035
8600000US92869,ZCTA5 92869,11508,125456,148578
8600000US92870,ZCTA5 92870,17177,104941,124372
8600000US92879,ZCTA5 92879,14255,73722,92276
8600000US92880,ZCTA5 92880,17384,115244,134007
8600000US92881,ZCTA5 92881,9566,116934,142804
8600000US92882,ZCTA5 92882,21310,88186,106923
8600000US92883,ZCTA5 92883,10533,115674,135335
8600000US92886,ZCTA5 92886,16816,137677,171317
8600000US92887,ZCTA5 92887,6847,156318,191469
8600000US93001,ZCTA5 93001,12694,80456,103297
8600000US93003,ZCTA5 93003,19247,91127,114354
8600000US93004,ZCTA5 93004,11030,108159,121448
8600000US93010,ZCTA5 93010,16042,108306,136964
8600000US93012,ZCTA5 93012,13209,128391,166306
8600000US93013,ZCTA5 93013,6213,99050,151702
8600000US93015,ZCTA5 93015,5188,81743,94607
8600000US93021,ZCTA5 93021,12141,119385,152131
8600000US93022,ZCTA5 93022,2488,94934,120457
8600000US93023,ZCTA5 93023,7765,103298,131818
8600000US93030,ZCTA5 93030,14617,74626,88235
8600000US93033,ZCTA5 93033,17217,61073,69667
8600000US93035,ZCTA5 93035,9929,100806,118988
8600000US93036,ZCTA5 93036,13074,77210,93548
8600000US93040,ZCTA5 93040,524,54479,66645
8600000US93041,ZCTA5 93041,7111,66667,76386
8600000US93042,ZCTA5 93042,0,-,-
8600000US93043,ZCTA5 93043,12,-,68158
8600000US93060,ZCTA5 93060,9622,68267,85088
8600000US93063,ZCTA5 93063,18980,110708,130129
8600000US93064,ZCTA5 93064,0,-,-
8600000US93065,ZCTA5 93065,23881,115185,142448
8600000US93066,ZCTA5 93066,1020,111597,214731
8600000US93067,ZCTA5 93067,260,-,100366
8600000US93101,ZCTA5 93101,13100,62000,97964
8600000US93103,ZCTA5 93103,7749,111966,136339
8600000US93105,ZCTA5 93105,11655,116528,152182
8600000US93108,ZCTA5 93108,4052,197784,306834
8600000US93109,ZCTA5 93109,4543,131094,173911
8600000US93110,ZCTA5 93110,6457,101791,155313
8600000US93111,ZCTA5 93111,6166,126397,159577
8600000US93117,ZCTA5 93117,16059,106674,120462
8600000US93201,ZCTA5 93201,410,44259,46821
8600000US93202,ZCTA5 93202,1162,51334,56771
8600000US93203,ZCTA5 93203,5280,39210,48023
8600000US93204,ZCTA5 93204,2489,39985,47089
8600000US93205,ZCTA5 93205,902,-,50065
8600000US93206,ZCTA5 93206,485,37344,55275
8600000US93207,ZCTA5 93207,114,-,48435
8600000US93208,ZCTA5 93208,85,-,N
8600000US93210,ZCTA5 93210,4699,62625,86896
8600000US93212,ZCTA5 93212,4386,41083,49601
8600000US93215,ZCTA5 93215,12336,46144,60980
8600000US93218,ZCTA5 93218,258,31912,46056
8600000US93219,ZCTA5 93219,2537,35887,53721
8600000US93220,ZCTA5 93220,65,-,-
8600000US93221,ZCTA5 93221,4825,56741,89044
8600000US93222,ZCTA5 93222,834,60568,81674
8600000US93223,ZCTA5 93223,2912,41264,51686
8600000US93224,ZCTA5 93224,156,46875,62477
8600000US93225,ZCTA5 93225,1942,57972,69948
8600000US93226,ZCTA5 93226,73,-,85843
8600000US93230,ZCTA5 93230,22204,65393,81698
8600000US93234,ZCTA5 93234,1800,30410,40279
8600000US93235,ZCTA5 93235,1188,39345,52113
8600000US93238,ZCTA5 93238,392,63750,83780
8600000US93239,ZCTA5 93239,329,56332,53698
8600000US93240,ZCTA5 93240,2676,49375,60183
8600000US93241,ZCTA5 93241,4022,41180,49945
8600000US93242,ZCTA5 93242,1018,50263,74190
8600000US93243,ZCTA5 93243,676,58370,55865
8600000US93244,ZCTA5 93244,117,119688,161104
8600000US93245,ZCTA5 93245,12213,64174,77117
8600000US93247,ZCTA5 93247,5413,39918,50661
8600000US93249,ZCTA5 93249,514,39125,50974
8600000US93250,ZCTA5 93250,3678,38316,49865
8600000US93251,ZCTA5 93251,68,50313,58802
8600000US93252,ZCTA5 93252,569,44716,54775
8600000US93254,ZCTA5 93254,306,62292,68352
8600000US93255,ZCTA5 93255,403,-,35106
8600000US93256,ZCTA5 93256,1509,34959,45958
8600000US93257,ZCTA5 93257,22264,47849,67113
8600000US93258,ZCTA5 93258,550,34022,45800
8600000US93260,ZCTA5 93260,104,-,82575
8600000US93261,ZCTA5 93261,681,20577,30728
8600000US93262,ZCTA5 93262,0,-,-
8600000US93263,ZCTA5 93263,5825,50185,64209
8600000US93265,ZCTA5 93265,1736,79712,109217
8600000US93266,ZCTA5 93266,307,49450,61082
8600000US93267,ZCTA5 93267,1863,39375,60533
8600000US93268,ZCTA5 93268,6420,43472,62799
8600000US93270,ZCTA5 93270,1627,41838,77399
8600000US93271,ZCTA5 93271,1126,78000,87737
8600000US93272,ZCTA5 93272,1137,40461,52088
8600000US93274,ZCTA5 93274,21468,57682,72901
8600000US93276,ZCTA5 93276,49,52500,56539
8600000US93277,ZCTA5 93277,18141,68030,87818
8600000US93280,ZCTA5 93280,6255,42714,53461
8600000US93283,ZCTA5 93283,986,-,37460
8600000US93285,ZCTA5 93285,1241,29591,57965
8600000US93286,ZCTA5 93286,2861,45512,65035
8600000US93287,ZCTA5 93287,28,69500,91709
8600000US93291,ZCTA5 93291,17429,66772,90079
8600000US93292,ZCTA5 93292,13594,66692,85416
8600000US93301,ZCTA5 93301,4698,36826,69286
8600000US93304,ZCTA5 93304,14981,43961,54889
8600000US93305,ZCTA5 93305,10701,33967,44586
8600000US93306,ZCTA5 93306,21865,61281,82482
8600000US93307,ZCTA5 93307,22585,40086,51975
8600000US93308,ZCTA5 93308,19488,55427,71851
8600000US93309,ZCTA5 93309,21431,53753,73416
8600000US93311,ZCTA5 93311,14524,109824,136913
8600000US93312,ZCTA5 93312,19616,102836,122385
8600000US93313,ZCTA5 93313,14481,75743,94743
8600000US93314,ZCTA5 93314,9217,122684,143500
8600000US93401,ZCTA5 93401,12261,105000,140161
8600000US93402,ZCTA5 93402,6401,88550,104559
8600000US93405,ZCTA5 93405,8651,111328,131916
8600000US93410,ZCTA5 93410,0,-,-
8600000US93420,ZCTA5 93420,11734,107404,122914
8600000US93422,ZCTA5 93422,12793,93610,113652
8600000US93424,ZCTA5 93424,507,117994,245763
8600000US93426,ZCTA5 93426,479,84706,105692
8600000US93427,ZCTA5 93427,2280,94948,115331
8600000US93428,ZCTA5 93428,2840,91831,106095
8600000US93429,ZCTA5 93429,69,68125,63802
8600000US93430,ZCTA5 93430,1405,81510,104882
8600000US93432,ZCTA5 93432,605,100762,113125
8600000US93433,ZCTA5 93433,5307,72782,94384
8600000US93434,ZCTA5 93434,2030,51875,65211
8600000US93436,ZCTA5 93436,17510,70643,91027
8600000US93437,ZCTA5 93437,1022,71950,78518
8600000US93440,ZCTA5 93440,567,63141,103295
8600000US93441,ZCTA5 93441,404,123056,150760
8600000US93442,ZCTA5 93442,5056,78462,97018
8600000US93444,ZCTA5 93444,7246,101636,116514
8600000US93445,ZCTA5 93445,2462,78083,83960
8600000US93446,ZCTA5 93446,17500,81235,101925
8600000US93449,ZCTA5 93449,4213,104839,139478
8600000US93450,ZCTA5 93450,204,44688,75704
8600000US93451,ZCTA5 93451,1412,70000,90945
8600000US93452,ZCTA5 93452,322,100822,85594
8600000US93453,ZCTA5 93453,1173,65395,89613
8600000US93454,ZCTA5 93454,11666,67507,82251
8600000US93455,ZCTA5 93455,15518,94843,113228
8600000US93458,ZCTA5 93458,13176,54653,67177
8600000US93460,ZCTA5 93460,2023,109813,134554
8600000US93461,ZCTA5 93461,523,59722,69846
8600000US93463,ZCTA5 93463,3230,112337,157172
8600000US93465,ZCTA5 93465,3357,108979,123744
8600000US93501,ZCTA5 93501,1919,43272,54517
8600000US93505,ZCTA5 93505,4205,57721,72737
8600000US93510,ZCTA5 93510,2608,121596,148007
8600000US93512,ZCTA5 93512,130,41406,46727
8600000US93513,ZCTA5 93513,736,54792,77035
8600000US93514,ZCTA5 93514,5968,76726,95359
8600000US93516,ZCTA5 93516,966,60595,61260
8600000US93517,ZCTA5 93517,267,97819,89156
8600000US93518,ZCTA5 93518,372,48750,68907
8600000US93519,ZCTA5 93519,0,-,-
8600000US93522,ZCTA5 93522,59,-,N
8600000US93523,ZCTA5 93523,1161,68333,84974
8600000US93524,ZCTA5 93524,0,-,-
8600000US93526,ZCTA5 93526,306,73333,83043
8600000US93527,ZCTA5 93527,680,74212,88292
8600000US93528,ZCTA5 93528,58,-,N
8600000US93529,ZCTA5 93529,187,97750,117013
8600000US93530,ZCTA5 93530,10,-,-
8600000US93531,ZCTA5 93531,132,139167,142466
8600000US93532,ZCTA5 93532,976,76250,97403
8600000US93534,ZCTA5 93534,14161,47176,57293
8600000US93535,ZCTA5 93535,21334,49476,61015
8600000US93536,ZCTA5 93536,21427,89823,103468
8600000US93541,ZCTA5 93541,166,-,N
8600000US93543,ZCTA5 93543,3698,52546,68644
8600000US93544,ZCTA5 93544,554,86458,90136
8600000US93545,ZCTA5 93545,772,43547,54498
8600000US93546,ZCTA5 93546,2954,77092,108600
8600000US93549,ZCTA5 93549,134,112500,104199
8600000US93550,ZCTA5 93550,21548,49613,61019
8600000US93551,ZCTA5 93551,15771,98933,116430
8600000US93552,ZCTA5 93552,9806,66423,78350
8600000US93553,ZCTA5 93553,670,62394,79681
8600000US93554,ZCTA5 93554,82,-,33938
8600000US93555,ZCTA5 93555,12986,83142,96393
8600000US93558,ZCTA5 93558,16,-,-
8600000US93560,ZCTA5 93560,7148,68803,83915
8600000US93561,ZCTA5 93561,11679,80000,96499
8600000US93562,ZCTA5 93562,775,57500,67985
8600000US93563,ZCTA5 93563,96,-,161378
8600000US93591,ZCTA5 93591,1948,48914,62519
8600000US93592,ZCTA5 93592,71,-,67846
8600000US93601,ZCTA5 93601,596,71583,83447
8600000US93602,ZCTA5 93602,1400,70762,83307
8600000US93603,ZCTA5 93603,85,216442,332785
8600000US93604,ZCTA5 93604,269,97042,119242
8600000US93605,ZCTA5 93605,57,98333,93533
8600000US93606,ZCTA5 93606,238,21992,40304
8600000US93608,ZCTA5 93608,361,39122,42640
8600000US93609,ZCTA5 93609,1541,47103,56180
8600000US93610,ZCTA5 93610,4710,57410,78885
8600000US93611,ZCTA5 93611,15823,101029,112598
8600000US93612,ZCTA5 93612,13491,51275,66509
8600000US93614,ZCTA5 93614,4747,79737,96076
8600000US93615,ZCTA5 93615,1549,37995,47564
8600000US93616,ZCTA5 93616,707,37167,55190
8600000US93618,ZCTA5 93618,8222,44489,63496
8600000US93619,ZCTA5 93619,13031,133792,152440
8600000US93620,ZCTA5 93620,2757,46379,77400
8600000US93621,ZCTA5 93621,57,-,N
8600000US93622,ZCTA5 93622,2748,42582,55000
8600000US93623,ZCTA5 93623,52,108243,82977
8600000US93624,ZCTA5 93624,177,35139,39340
8600000US93625,ZCTA5 93625,2507,60812,78023
8600000US93626,ZCTA5 93626,849,93250,132359
8600000US93627,ZCTA5 93627,35,-,N
8600000US93628,ZCTA5 93628,69,-,N
8600000US93630,ZCTA5 93630,5373,51747,74429
8600000US93631,ZCTA5 93631,5387,84440,112489
8600000US93633,ZCTA5 93633,0,-,-
8600000US93634,ZCTA5 93634,2,-,N
8600000US93635,ZCTA5 93635,11473,69662,83752
8600000US93636,ZCTA5 93636,4285,86377,107206
8600000US93637,ZCTA5 93637,12360,60512,76382
8600000US93638,ZCTA5 93638,12214,45739,60860
8600000US93640,ZCTA5 93640,2966,29962,40582
8600000US93641,ZCTA5 93641,128,-,N
8600000US93643,ZCTA5 93643,1243,63867,76012
8600000US93644,ZCTA5 93644,3559,59551,81937
8600000US93645,ZCTA5 93645,50,-,N
8600000US93646,ZCTA5 93646,3048,28210,42795
8600000US93647,ZCTA5 93647,2932,36442,47373
8600000US93648,ZCTA5 93648,4149,37030,46805
8600000US93650,ZCTA5 93650,1213,45492,46351
8600000US93651,ZCTA5 93651,667,100000,112004
8600000US93652,ZCTA5 93652,142,37857,55042
8600000US93653,ZCTA5 93653,542,73333,88412
8600000US93654,ZCTA5 93654,8572,52853,68925
8600000US93656,ZCTA5 93656,1690,50270,60279
8600000US93657,ZCTA5 93657,10720,65833,81741
8600000US93660,ZCTA5 93660,1017,35208,46408
8600000US93662,ZCTA5 93662,8807,50102,66112
8600000US93664,ZCTA5 93664,209,118438,147260
8600000US93665,ZCTA5 93665,234,32432,39913
8600000US93666,ZCTA5 93666,217,37917,39055
8600000US93667,ZCTA5 93667,864,101378,99712
8600000US93668,ZCTA5 93668,353,47132,81662
8600000US93669,ZCTA5 93669,86,65375,54025
8600000US93673,ZCTA5 93673,187,42083,44857
8600000US93675,ZCTA5 93675,1299,77184,87666
8600000US93701,ZCTA5 93701,3417,24433,32595
8600000US93702,ZCTA5 93702,11961,30334,42601
8600000US93703,ZCTA5 93703,9901,38694,50792
8600000US93704,ZCTA5 93704,11334,72042,91320
8600000US93705,ZCTA5 93705,12103,42309,52326
8600000US93706,ZCTA5 93706,11026,36246,52010
8600000US93710,ZCTA5 93710,11238,64872,75356
8600000US93711,ZCTA5 93711,15929,91870,127334
8600000US93720,ZCTA5 93720,18125,101485,124679
8600000US93721,ZCTA5 93721,2032,31583,54679
8600000US93722,ZCTA5 93722,25288,62175,76966
8600000US93723,ZCTA5 93723,3906,86369,104373
8600000US93725,ZCTA5 93725,6835,49317,63794
8600000US93726,ZCTA5 93726,14135,45330,54800
8600000US93727,ZCTA5 93727,24745,67768,81974
8600000US93728,ZCTA5 93728,5832,40955,54818
8600000US93730,ZCTA5 93730,4454,142478,189188
8600000US93901,ZCTA5 93901,9853,76739,92156
8600000US93905,ZCTA5 93905,13015,49975,62433
8600000US93906,ZCTA5 93906,16800,69435,89602
8600000US93907,ZCTA5 93907,7380,86667,108700
8600000US93908,ZCTA5 93908,4435,145833,174788
8600000US93920,ZCTA5 93920,546,63958,104095
8600000US93921,ZCTA5 93921,1743,145714,180889
8600000US93923,ZCTA5 93923,5571,148453,209609
8600000US93924,ZCTA5 93924,2544,125583,181301
8600000US93925,ZCTA5 93925,430,50250,72596
8600000US93926,ZCTA5 93926,2277,67413,76595
8600000US93927,ZCTA5 93927,4071,55774,67995
8600000US93928,ZCTA5 93928,16,-,N
8600000US93930,ZCTA5 93930,4347,52921,64292
8600000US93932,ZCTA5 93932,272,35268,48965
8600000US93933,ZCTA5 93933,9088,78544,93398
8600000US93940,ZCTA5 93940,13358,117897,161634
8600000US93943,ZCTA5 93943,0,-,-
8600000US93950,ZCTA5 93950,6849,112577,144238
8600000US93953,ZCTA5 93953,1742,153173,185505
8600000US93954,ZCTA5 93954,116,60313,56661
8600000US93955,ZCTA5 93955,10823,70960,86342
8600000US93960,ZCTA5 93960,4098,63338,79357
8600000US93962,ZCTA5 93962,148,122212,141238
8600000US94002,ZCTA5 94002,10323,196052,242625
8600000US94005,ZCTA5 94005,1892,148807,183901
8600000US94010,ZCTA5 94010,16062,201014,293191
8600000US94014,ZCTA5 94014,14044,93301,111802
8600000US94015,ZCTA5 94015,20295,111603,129824
8600000US94019,ZCTA5 94019,7452,152860,211153
8600000US94020,ZCTA5 94020,661,165750,188876
8600000US94021,ZCTA5 94021,91,-,N
8600000US94022,ZCTA5 94022,7202,"250,000+",397802
8600000US94024,ZCTA5 94024,7815,"250,000+",374985
8600000US94025,ZCTA5 94025,15106,200352,287460
8600000US94027,ZCTA5 94027,2318,"250,000+",533806
8600000US94028,ZCTA5 94028,2508,"250,000+",374540
8600000US94030,ZCTA5 94030,7976,146037,180016
8600000US94037,ZCTA5 94037,1028,106111,148310
8600000US94038,ZCTA5 94038,1157,157188,210693
8600000US94040,ZCTA5 94040,14567,167681,239053
8600000US94041,ZCTA5 94041,6238,147679,220216
8600000US94043,ZCTA5 94043,13046,167326,210570
8600000US94044,ZCTA5 94044,13750,140047,161026
8600000US94060,ZCTA5 94060,300,167589,202686
8600000US94061,ZCTA5 94061,13942,132190,184791
8600000US94062,ZCTA5 94062,10190,213358,297104
8600000US94063,ZCTA5 94063,10647,72909,114564
8600000US94065,ZCTA5 94065,5197,207878,246782
8600000US94066,ZCTA5 94066,15063,126774,149897
8600000US94070,ZCTA5 94070,11537,225093,281418
8600000US94074,ZCTA5 94074,74,165357,272420
8600000US94080,ZCTA5 94080,21442,112236,135818
8600000US94085,ZCTA5 94085,8418,121311,165823
8600000US94086,ZCTA5 94086,19564,153820,186217
8600000US94087,ZCTA5 94087,20041,181207,232629
8600000US94089,ZCTA5 94089,8231,130018,159551
8600000US94102,ZCTA5 94102,18036,73470,121476
8600000US94103,ZCTA5 94103,15714,92938,147985
8600000US94104,ZCTA5 94104,220,47222,95079
8600000US94105,ZCTA5 94105,5487,"250,000+",342098
8600000US94107,ZCTA5 94107,14392,178972,222832
8600000US94108,ZCTA5 94108,7800,56362,112909
8600000US94109,ZCTA5 94109,33532,144803,203907
8600000US94110,ZCTA5 94110,27504,136756,185564
8600000US94111,ZCTA5 94111,2211,155054,195047
8600000US94112,ZCTA5 94112,23415,95894,124667
8600000US94114,ZCTA5 94114,16845,212316,273695
8600000US94115,ZCTA5 94115,17062,156757,230467
8600000US94116,ZCTA5 94116,16224,133384,179638
8600000US94117,ZCTA5 94117,18244,199328,261755
8600000US94118,ZCTA5 94118,17854,165494,241883
8600000US94121,ZCTA5 94121,17448,137231,181463
8600000US94122,ZCTA5 94122,22936,142881,168975
8600000US94123,ZCTA5 94123,13769,"250,000+",351647
8600000US94124,ZCTA5 94124,11219,70702,97909
8600000US94127,ZCTA5 94127,7603,196951,246767
8600000US94128,ZCTA5 94128,0,-,-
8600000US94129,ZCTA5 94129,1293,237000,294185
8600000US94130,ZCTA5 94130,606,36622,57216
8600000US94131,ZCTA5 94131,13012,187882,232487
8600000US94132,ZCTA5 94132,10314,105239,135156
8600000US94133,ZCTA5 94133,12981,72781,142267
8600000US94134,ZCTA5 94134,12172,84325,112603
8600000US94158,ZCTA5 94158,4461,192904,202248
8600000US94301,ZCTA5 94301,7042,220625,330061
8600000US94303,ZCTA5 94303,14310,119479,188576
8600000US94304,ZCTA5 94304,1846,149514,247809
8600000US94305,ZCTA5 94305,3578,220357,314740
8600000US94306,ZCTA5 94306,10680,190482,243280
8600000US94401,ZCTA5 94401,12397,107480,139990
8600000US94402,ZCTA5 94402,9542,198452,254286
8600000US94403,ZCTA5 94403,16529,159029,201416
8600000US94404,ZCTA5 94404,14341,169852,200021
8600000US94501,ZCTA5 94501,25452,118337,142424
8600000US94502,ZCTA5 94502,4966,176034,200549
8600000US94503,ZCTA5 94503,5303,107983,133904
8600000US94505,ZCTA5 94505,5523,136213,163197
8600000US94506,ZCTA5 94506,8277,222210,289221
8600000US94507,ZCTA5 94507,5241,"250,000+",318077
8600000US94508,ZCTA5 94508,997,105547,138420
8600000US94509,ZCTA5 94509,21537,68773,83108
8600000US94510,ZCTA5 94510,11339,124309,144524
8600000US94511,ZCTA5 94511,906,49018,77349
8600000US94512,ZCTA5 94512,16,-,-
8600000US94513,ZCTA5 94513,20690,120602,138655
8600000US94514,ZCTA5 94514,451,104286,170651
8600000US94515,ZCTA5 94515,3001,93413,176072
8600000US94516,ZCTA5 94516,48,90000,113977
8600000US94517,ZCTA5 94517,4797,168056,205225
8600000US94518,ZCTA5 94518,10588,109400,128373
8600000US94519,ZCTA5 94519,6924,105613,120369
8600000US94520,ZCTA5 94520,13669,62500,81025
8600000US94521,ZCTA5 94521,15932,125654,142112
8600000US94523,ZCTA5 94523,13960,138538,160424
8600000US94525,ZCTA5 94525,1459,98571,107996
8600000US94526,ZCTA5 94526,12390,188178,237985
8600000US94528,ZCTA5 94528,201,-,215836
8600000US94530,ZCTA5 94530,10313,128760,159548
8600000US94531,ZCTA5 94531,12479,108091,119588
8600000US94533,ZCTA5 94533,24038,80511,94391
8600000US94534,ZCTA5 94534,13097,125920,157397
8600000US94535,ZCTA5 94535,1035,70428,80152
8600000US94536,ZCTA5 94536,24973,140929,158020
8600000US94538,ZCTA5 94538,22222,124525,141059
8600000US94539,ZCTA5 94539,16822,189344,221426
8600000US94541,ZCTA5 94541,21808,86141,106238
8600000US94542,ZCTA5 94542,4392,133269,158527
8600000US94544,ZCTA5 94544,22920,86200,101965
8600000US94545,ZCTA5 94545,9414,98090,119738
8600000US94546,ZCTA5 94546,16363,112551,132328
8600000US94547,ZCTA5 94547,8402,124144,139663
8600000US94548,ZCTA5 94548,150,130972,142662
8600000US94549,ZCTA5 94549,10852,216964,282304
8600000US94550,ZCTA5 94550,18117,156369,184275
8600000US94551,ZCTA5 94551,15988,141349,164105
8600000US94552,ZCTA5 94552,4943,174073,212984
8600000US94553,ZCTA5 94553,18961,118146,140902
8600000US94555,ZCTA5 94555,11683,161130,190220
8600000US94556,ZCTA5 94556,5881,187100,244652
8600000US94558,ZCTA5 94558,23924,107409,138796
8600000US94559,ZCTA5 94559,10210,84307,107879
8600000US94560,ZCTA5 94560,14047,121282,139543
8600000US94561,ZCTA5 94561,12190,110768,120208
8600000US94563,ZCTA5 94563,7167,"250,000+",325697
8600000US94564,ZCTA5 94564,6757,108018,125558
8600000US94565,ZCTA5 94565,28368,73119,91413
8600000US94566,ZCTA5 94566,16475,182663,229023
8600000US94567,ZCTA5 94567,231,58750,138392
8600000US94568,ZCTA5 94568,18660,157979,190665
8600000US94569,ZCTA5 94569,83,-,N
8600000US94571,ZCTA5 94571,5211,74459,84711
8600000US94572,ZCTA5 94572,3373,88622,109888
8600000US94573,ZCTA5 94573,14,-,N
8600000US94574,ZCTA5 94574,3796,118292,205313
8600000US94575,ZCTA5 94575,0,-,-
8600000US94576,ZCTA5 94576,47,-,79883
8600000US94577,ZCTA5 94577,17132,97257,117225
8600000US94578,ZCTA5 94578,14502,72304,89579
8600000US94579,ZCTA5 94579,6800,93382,110267
8600000US94580,ZCTA5 94580,8879,107789,122297
8600000US94582,ZCTA5 94582,14036,208343,222161
8600000US94583,ZCTA5 94583,12096,169304,193734
8600000US94585,ZCTA5 94585,9300,88425,98940
8600000US94586,ZCTA5 94586,305,152917,247270
8600000US94587,ZCTA5 94587,21852,121063,139491
8600000US94588,ZCTA5 94588,13032,168491,203008
8600000US94589,ZCTA5 94589,9785,70180,84133
8600000US94590,ZCTA5 94590,14589,63699,73431
8600000US94591,ZCTA5 94591,18557,96901,113822
8600000US94592,ZCTA5 94592,291,157188,164999
8600000US94595,ZCTA5 94595,9761,130175,165285
8600000US94596,ZCTA5 94596,9922,134358,188338
8600000US94597,ZCTA5 94597,10497,149899,167663
