,Company,TradeName,Address,ZipCode,DunsNumber,HQDuns,HQTradeName,Subsidiary,Latitude,Longitude,SIC2,SIC4,SIC8,Industry,IndustryGroup,YearStart,OutofBis,FirstYear,LastYear,Minority,WomenOwned,Sales90,SalesC90,Sales91,SalesC91,Sales92,SalesC92,Sales93,SalesC93,Sales94,SalesC94,Sales95,SalesC95,Sales96,SalesC96,Sales97,SalesC97,Sales98,SalesC98,Sales99,SalesC99,Sales00,SalesC00,Sales01,SalesC01,Sales02,SalesC02,Sales03,SalesC03,Sales04,SalesC04,Sales05,SalesC05,Sales06,SalesC06,Sales07,SalesC07,Sales08,SalesC08,Sales09,SalesC09,Sales10,SalesC10,Sales11,SalesC11,Sales12,SalesC12,Sales13,SalesC13,Sales14,SalesC14,DnBRating91,DnBRating92,DnBRating93,DnBRating94,DnBRating95,DnBRating96,DnBRating97,DnBRating98,DnBRating99,DnBRating00,DnBRating01,DnBRating02,DnBRating03,DnBRating04,DnBRating05,DnBRating06,DnBRating07,DnBRating08,DnBRating09,DnBRating10,DnBRating11,DnBRating12,DnBRating13,DnBRating14
216826,JONGIN CHOI,NA,410 BOYD ST,90013,88400077,88400077,NA,N,34.0464,118.2426,58,5812,58120102,Cajun restaurant,Eating and Drinking Places,2001,NA,2001,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00E+05,3,4.00E+05,3,396300,3,375000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA
217150,YEE MEE LOO,NA,690 N SPRING ST,90012,89033310,89033310,NA,N,34.0629,118.2381,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,1939,NA,1989,1992,NA,NA,5.00E+05,0,5.00E+05,0,5.00E+05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217167,LORANGERIE RESTAURANT INC,NA,903 N LA CIENEGA BLVD,90069,89034417,89034417,NA,N,34.0871,118.3766,58,5812,58120104,French restaurant,Eating and Drinking Places,1977,NA,1989,2014,NA,NA,3.00E+06,0,2967386,0,2924900,3,2924900,3,2.00E+06,0,2.00E+06,0,4054300,3,4249900,3,2506000,1,2900000,0,2900000,0,2900000,0,2900000,0,2700000,0,2700000,0,2700000,0,2700000,3,2700000,3,2700000,3,2700000,3,2700000,3,2700000,3,2700000,3,2700000,3,2700000,3,1A2,--,--,--,--,--,--,1R3,1R4,1R3,1R3,1R3,1R3,1R3,1R3,1R2,1R2,1R2,1R3,NA,NA,--,--,--
217180,MR CONEY ISLAND,NA,6016 WILSHIRE BLVD,90036,89035380,89035380,NA,N,34.0626,118.3598,58,5812,58120302,Carry-out only (except pizza) restaurant,Eating and Drinking Places,1976,NA,1989,2011,NA,NA,97500,3,1.00E+05,3,1.00E+05,3,105000,3,105000,3,1.00E+05,3,1.00E+05,3,1.00E+05,3,112500,3,112500,3,112500,3,120000,3,124000,3,124000,3,120000,3,120000,3,112500,3,127500,3,120000,3,127500,3,127500,3,120000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,NA,NA,NA
217190,WETCHAYAN ITTSIKAFEM NIKKI,TEPPAROD TEA HOUSE,5151 HOLLYWOOD BLVD,90027,89037402,89037402,TEPPAROD TEA HOUSE,N,34.1018,118.3024,58,5812,58120115,Thai restaurant,Eating and Drinking Places,1971,NA,1989,1999,NA,Y,147100,3,640000,3,6.00E+05,3,624000,3,6.00E+05,3,6.00E+05,3,624000,3,666700,3,6.00E+05,3,625000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217203,OCEAN SEAFOOD GROUP INC,OCEAN SEAFOOD RESTAURANT,750 N HILL PL STE A,90012,89038111,89038111,OCEAN SEAFOOD RESTAURANT,N,34.0617,118.2398,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,1978,NA,1989,2000,NA,NA,4500000,0,4500000,0,4500000,0,4400000,3,4260000,3,4063000,3,3871000,3,3683000,3,3500000,0,3500000,0,3500000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,NA,NA,NA,NA,1R4,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217205,GARIBAY INC,EL TAQUITO,5053 HUNTINGTON DR N,90032,89038236,89038236,EL TAQUITO,N,34.0889,118.1721,58,5812,58120302,Carry-out only (except pizza) restaurant,Eating and Drinking Places,1973,NA,1989,2014,NA,NA,192600,3,2.00E+05,3,2.00E+05,3,2.00E+05,3,2.00E+05,3,2.00E+05,3,210000,3,216700,3,210900,3,228000,3,226700,3,226700,3,233300,3,3.00E+05,3,320000,3,275000,3,270000,3,260000,0,260000,0,260000,0,260000,0,260000,0,260000,0,260000,0,540000,2,ER7,ER7,ER7,ER7,ER7,ER7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
217234,CABARET TEHRAN,MEDITERRANEAN CUISINE,400 S SAN VICENTE BLVD,90048,89041982,89041982,MEDITERRANEAN CUISINE,N,34.0712,118.3761,58,5812,58120100,Ethnic food restaurants,Eating and Drinking Places,1977,NA,1989,2014,NA,NA,660000,3,518500,3,583300,3,564800,3,583300,3,579900,3,6.00E+05,3,661300,3,713300,3,750000,3,714300,3,714300,3,7.00E+05,3,711100,3,722200,3,705900,3,720000,3,769200,3,720000,3,750000,3,8.00E+05,3,769200,3,750000,3,750000,3,750000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--
217265,SPICE MARKET STUDIO INC,SIAMESE PRINCESS RESTAURANT,8048 W 3RD ST,90048,89047450,89047450,SIAMESE PRINCESS RESTAURANT,N,34.0718,118.3651,58,5812,58120115,Thai restaurant,Eating and Drinking Places,1977,NA,1989,1999,NA,NA,352900,3,384000,3,360000,3,374400,3,360000,3,360000,3,374400,3,4.00E+05,3,360000,3,375000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217290,WONG JING YUEN,WONGS CAFE,1461 S LA CIENEGA BLVD,90035,89050835,89050835,WONGS CAFE,N,34.0514,118.3763,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,1952,NA,1989,1991,NA,NA,1.00E+05,0,1.00E+05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217397,LOMA DRIVE PARTNERS LLC,NA,515 S FLOWER ST STE 3500,90071,89304625,89304625,NA,N,34.0514,118.2563,58,5812,58120306,Drive-in restaurant,Eating and Drinking Places,NA,NA,2005,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,NA,NA,NA,NA,NA,NA
217738,CENTRAL CITY FIXTURES INC,CENTRAL CITY FIXTURES,260 S LOS ANGELES ST,90012,89867360,89867360,CENTRAL CITY FIXTURES,N,34.0491,118.244,50,5046,50460306,"Restaurant equipment and supplies, nec",Professional & Commercial Equipment,1975,NA,1989,1991,NA,NA,250000,3,250000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217800,MIZU RESTAURANT ENTERPRISE,NA,2000 SAWTELLE BLVD,90025,89957612,89957612,NA,N,34.0409,118.4434,58,5812,58120109,Japanese restaurant,Eating and Drinking Places,1998,NA,1998,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.00E+05,3,513300,3,538500,3,525000,3,525000,3,538500,3,560000,3,525000,3,560000,3,560000,3,560000,3,560000,3,560000,3,560000,3,560000,3,560000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,--,--,--,--,--,--,--,1R3,1R3,1R2,--,--,NA,--
218114,PHILY STEAK DEPOT,NA,6254 SANTA MONICA BLVD,90038,90587333,90587333,NA,N,34.0907,118.3222,58,5812,58120802,Steak restaurant,Eating and Drinking Places,1999,NA,1999,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00E+05,3,3.00E+05,3,337500,3,360000,3,360000,3,360000,3,360000,3,360000,3,337500,3,360000,3,337500,3,330000,3,330000,3,337500,3,337500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218212,PUCK WOLFGANG FOOD COMPANY,WOLFGANG PUCK CAFE,8000 W SUNSET BLVD,90046,90755489,148598352,NA,N,34.0978,118.3651,58,5812,58120300,Fast food restaurants and stands,Eating and Drinking Places,NA,NA,1997,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220000,3,222200,3,213300,3,205700,3,213300,3,222200,3,224400,3,1960000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218265,LAAZTECA,NA,4203 CHEVY CHASE DR,90039,90827098,90827098,NA,N,34.1335,118.2659,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,1997,NA,1997,2014,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130000,3,133300,3,133300,3,140000,3,160000,3,166700,3,166700,3,150000,3,140000,3,140000,3,34400,3,33500,3,35000,3,34400,3,37500,3,37500,3,37500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,DS,DS,DS,DS,DS,NA,DS
218325,LITTLE SAIGON TELEVISION INC,NA,2740 S HIGHBURG STE E,90001,90901984,90901984,NA,N,33.9747,118.2491,58,5812,58120116,Vietnamese restaurant,Eating and Drinking Places,NA,NA,1997,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,3,83300,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218332,NAHIDEH ZOHOORI,BURGER KING STORE NO,2015 GREENFIELD AVE,90025,90920054,90920054,BURGER KING STORE NO,N,34.0441,118.4376,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,NA,NA,2005,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920000,3,9.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,NA,NA,NA,NA,NA,NA,NA
218415,EARLY MEDIEVAL CHINA GROUP INC,NA,2615 GRIFFITH PARK BLVD,90039,91111497,91111497,NA,N,34.1056,118.272,58,5812,58120103,Chinese restaurant,Eating and Drinking Places,NA,NA,2001,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166700,3,166700,3,168800,3,166700,3,133300,3,133300,3,133300,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,NA,DS,NA,NA,NA,NA,NA,NA
218678,HSIEH HUILING,RED MOON CAFE,11267 NATIONAL BLVD,90064,91581798,91581798,RED MOON CAFE,N,34.0266,118.4308,58,5812,58120300,Fast food restaurants and stands,Eating and Drinking Places,1999,NA,1999,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166700,3,167900,3,180000,3,194400,3,193800,3,2.00E+05,3,225000,3,208300,3,2.00E+05,3,193800,3,183300,3,162500,3,166700,3,166700,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,NA
218811,THREE BROTHERS RESTAURANT,NA,8681 S ALAMEDA ST,90002,91710566,91710566,NA,N,33.9581,118.2313,58,5812,58120300,Fast food restaurants and stands,Eating and Drinking Places,1977,NA,1989,1994,NA,NA,192500,3,186700,3,194400,3,2.00E+05,3,194400,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218866,HUNGRY HAROLDS,NA,3453 W SLAUSON AVE,90043,91715318,91715318,NA,N,33.9891,118.3324,58,5812,58120300,Fast food restaurants and stands,Eating and Drinking Places,1978,NA,1989,2014,NA,NA,165000,3,160000,3,166700,3,171400,3,166700,3,171400,3,180000,3,190800,3,189400,3,2.00E+05,3,2.00E+05,3,201500,3,216000,3,233300,3,232500,3,240000,3,270000,3,250000,3,240000,3,232500,3,220000,3,195000,3,2.00E+05,3,2.00E+05,3,2.00E+05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,--,--
219096,MANPUKU TOKYO BBQ,NA,2125 SAWTELLE BLVD,90025,92080725,92080725,NA,N,34.0389,118.442,58,5812,58120801,Barbecue restaurant,Eating and Drinking Places,1999,NA,1999,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380800,3,377100,3,375000,3,366700,3,366700,3,348300,3,343800,3,346300,3,330000,3,330000,3,343800,3,352000,3,357500,3,356800,3,385000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,--,--,--,--,--,--,--,--,--,--,--
219340,DAH MI JAPANESE RESTAURANT,DAH MI SUSHI,3959 WILSHIRE BLVD,90010,92483002,92483002,DAH MI SUSHI,N,34.0618,118.3131,58,5812,58120109,Japanese restaurant,Eating and Drinking Places,1999,NA,1999,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218800,3,208300,3,222200,3,214300,3,2.00E+05,3,208300,3,193800,3,2.00E+05,3,2.00E+05,3,2.00E+05,3,193800,3,193800,3,178600,3,187500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,NA,NA
219371,LINDO MICHOACAN,NA,10831 VENICE BLVD,90034,92508662,92508662,NA,N,34.0172,118.4097,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,1960,NA,1989,1991,NA,NA,72000,3,75000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219423,DISTEFANOS RISTORANTE,DISTEFANOS,1076 GAYLEY AVE,90024,92522861,92522861,DISTEFANOS,N,34.0607,118.4467,58,5812,58120108,Italian restaurant,Eating and Drinking Places,1977,NA,1989,2014,NA,NA,105000,3,112500,3,112500,3,116700,3,120000,3,120000,3,135000,3,150000,3,135000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,ER8,ER8,ER8,ER8,ER8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
219517,W & O INCORPORATED,VERSAILLES RESTAURANT,10319 VENICE BLVD,90034,92640981,92640981,VERSAILLES RESTAURANT,N,34.0209,118.4034,58,5812,58120300,Fast food restaurants and stands,Eating and Drinking Places,1999,NA,1999,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637500,3,637500,3,640000,3,650000,0,650000,0,650000,0,650000,0,650000,0,650000,0,650000,0,650000,0,650000,0,650000,0,650000,0,650000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DC2,2R3,2R3,2R2,2R2,2R2,2R2,2R2,2R2,2R2,2R2,2R3
219535,THAI BARBECUE RESTAURANT,THAI ROYAL,4055 W 3RD ST,90020,92691930,92691930,THAI ROYAL,N,34.0691,118.3018,58,5812,58120115,Thai restaurant,Eating and Drinking Places,1978,NA,1989,2014,NA,NA,88200,3,96000,3,90000,3,93600,3,90000,3,90000,3,93600,3,1.00E+05,3,90000,3,93800,3,94700,3,94700,3,94700,3,96000,3,96000,3,3.00E+05,3,280000,3,3.00E+05,3,3.00E+05,3,315800,3,333300,3,325100,3,333300,3,333300,3,333300,3,--,--,--,--,--,--,--,--,--,--,--,--,--,2R2,1R3,--,--,--,--,--,--,--,--,--
219538,WOODYS ENTERPRISE INC,WOODYS BAR B QUE II,3446 W SLAUSON AVE,90043,92692284,92692284,WOODYS BAR B QUE II,N,33.9888,118.332,58,5812,58120308,"Fast-food restaurant, independent",Eating and Drinking Places,1975,NA,1989,2014,NA,NA,9.00E+05,0,163600,3,163600,3,163600,3,170200,3,1356600,3,1409300,3,2454500,3,2556800,3,2659100,3,2727200,3,2727200,3,2727200,3,2727200,3,2761400,3,2727200,3,2727200,3,2727200,3,2596100,3,2596100,3,2596100,3,780000,2,780000,2,780000,2,790000,2,--,--,CC2,CC2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1R2
219572,ASANO ENTERPRISES INC,INAGIKU RESTAURANT,404 S FIGUEROA ST 650,90071,92698448,690661236,NA,Y,34.0533,118.2559,58,5812,58120109,Japanese restaurant,Eating and Drinking Places,1977,NA,1989,1993,NA,NA,3400000,0,3566300,3,3566300,3,3673400,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219614,G C S SERVICE INC,NA,946 E 12TH ST,90021,92703826,6154611,ECOLAB SERVICES GROUP,N,34.0317,118.2494,76,7699,76992210,Restaurant equipment repair,Miscellaneous Repair Shops,NA,NA,1989,2009,NA,NA,654500,3,1214300,3,1214300,3,1214700,3,1287300,3,1360000,3,1360000,3,1360000,3,1360000,3,1401800,3,1443500,3,1461600,3,1527400,3,1593100,3,1723800,3,1854500,3,1912500,3,1789500,3,1800900,3,1892100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219664,2854 DURAND DRIVE CORP,NA,2854 DURAND DR,90068,92752265,92752265,NA,N,34.1203,118.3244,58,5812,58120306,Drive-in restaurant,Eating and Drinking Places,NA,NA,2003,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360000,3,360000,3,345000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,NA,NA,NA,NA,NA,NA
219679,PINYO CO,NA,11512 1/2 NATIONAL BLVD,90064,92779797,92779797,NA,N,34.0345,118.4264,58,5812,58120100,Ethnic food restaurants,Eating and Drinking Places,NA,NA,1999,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37500,3,43800,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219874,LA TAQUIZA RESTAURANT,NA,8215 S BROADWAY,90003,93061757,93061757,NA,N,33.9648,118.2784,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,1998,NA,1998,2012,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33300,3,33300,3,35000,3,40000,3,41700,3,41700,3,37500,3,35000,3,35000,3,34400,3,33500,3,35000,3,34400,3,37500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,NA,NA
219883,ORLANDO & PARTNERS LTD,OSTERIA ROMANA ORSINI,9575 W PICO BLVD,90035,93065548,93065548,OSTERIA ROMANA ORSINI,N,34.0553,118.3973,58,5812,58120108,Italian restaurant,Eating and Drinking Places,1978,2003,1989,2014,NA,NA,703900,3,930600,3,930600,3,930600,3,750000,0,6.00E+05,1,6.00E+05,1,6.00E+05,1,6.00E+05,1,6.00E+05,1,6.00E+05,1,6.00E+05,1,6.00E+05,1,6.00E+05,1,6.00E+05,3,6.00E+05,3,6.00E+05,3,6.00E+05,3,6.00E+05,3,6.00E+05,3,6.00E+05,3,6.00E+05,3,6.00E+05,1,6.00E+05,1,6.00E+05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--
219897,LA TAQUIZA RESTAURANT,NA,3009 S FIGUEROA ST,90007,93071509,93071509,NA,N,34.0249,118.2782,58,5812,58120112,Mexican restaurant,Eating and Drinking Places,NA,NA,2005,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360000,3,352900,3,351900,3,352900,3,360000,3,360000,3,360000,3,360000,3,360000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA
219950,KIM BOP NARA,NA,2520 W 8TH ST STE 108,90057,93309610,93309610,NA,N,34.0567,118.2824,58,5812,58120700,Seafood restaurants,Eating and Drinking Places,1999,NA,1999,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180000,3,180000,3,2.00E+05,3,180000,3,180000,3,187500,3,150000,3,150600,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,150000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,DS,NA,NA,NA,--,--,--,--,--,--,--,--,--,--
219984,HOKAI INTERNATIONAL INC,AJIHEI RESTAURANT,3620-3622 WEST 3RD ST,90020,93351203,93351203,AJIHEI RESTAURANT,N,34.0664,118.31,58,5812,58120109,Japanese restaurant,Eating and Drinking Places,1976,NA,1989,1990,NA,NA,240000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219989,NANIWA RESTAURANT,NA,137 JAPANESE VILLAGE PLAZ,90012,93351484,93351484,NA,N,34.049,118.24,58,5812,58120109,Japanese restaurant,Eating and Drinking Places,1980,NA,1989,1996,NA,NA,180000,3,187500,3,2.00E+05,3,220000,3,220000,3,214300,3,225000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219999,SANCHEZ ROBERT AND BEVERLY,MC DONALDS RESTAURANT 1136,3700 S SANTA FE AVE,90058,93353696,93353696,MC DONALDS RESTAURANT 1136,N,34.0088,118.2301,58,5812,58120307,"Fast-food restaurant, chain",Eating and Drinking Places,1975,2002,1989,2000,Y,NA,1750000,3,1821400,3,1875000,3,1875000,3,1950000,3,1966700,3,2.00E+06,3,2019200,3,2031300,3,2100000,3,2142900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,--,--,--,--,--,--,1R3,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
