id,Geographic Area Name,Total
8600000US92391,ZCTA5 92391,1959
8600000US92392,ZCTA5 92392,58393
8600000US92394,ZCTA5 92394,34915
8600000US92395,ZCTA5 92395,43908
8600000US92397,ZCTA5 92397,4562
8600000US92398,ZCTA5 92398,2195
8600000US92399,ZCTA5 92399,54268
8600000US92401,ZCTA5 92401,2257
8600000US92404,ZCTA5 92404,62915
8600000US92405,ZCTA5 92405,30112
8600000US92407,ZCTA5 92407,68545
8600000US92408,ZCTA5 92408,13635
8600000US92410,ZCTA5 92410,45052
8600000US92411,ZCTA5 92411,25650
8600000US92501,ZCTA5 92501,21590
8600000US92503,ZCTA5 92503,95551
8600000US92504,ZCTA5 92504,59896
8600000US92505,ZCTA5 92505,53282
8600000US92506,ZCTA5 92506,46241
8600000US92507,ZCTA5 92507,59152
8600000US92508,ZCTA5 92508,38428
8600000US92509,ZCTA5 92509,81383
8600000US92518,ZCTA5 92518,1021
8600000US92530,ZCTA5 92530,58184
8600000US92532,ZCTA5 92532,25923
8600000US92536,ZCTA5 92536,3076
8600000US92539,ZCTA5 92539,4557
8600000US92543,ZCTA5 92543,38314
8600000US92544,ZCTA5 92544,49923
8600000US92545,ZCTA5 92545,41879
8600000US92548,ZCTA5 92548,7859
8600000US92549,ZCTA5 92549,2517
8600000US92551,ZCTA5 92551,34011
8600000US92553,ZCTA5 92553,76102
8600000US92555,ZCTA5 92555,44452
8600000US92557,ZCTA5 92557,53406
8600000US92561,ZCTA5 92561,1462
8600000US92562,ZCTA5 92562,64286
8600000US92563,ZCTA5 92563,69469
8600000US92567,ZCTA5 92567,10648
8600000US92570,ZCTA5 92570,60686
8600000US92571,ZCTA5 92571,57622
8600000US92582,ZCTA5 92582,17219
8600000US92583,ZCTA5 92583,32697
8600000US92584,ZCTA5 92584,54235
8600000US92585,ZCTA5 92585,21907
8600000US92586,ZCTA5 92586,19472
8600000US92587,ZCTA5 92587,17237
8600000US92590,ZCTA5 92590,5154
8600000US92591,ZCTA5 92591,41609
8600000US92592,ZCTA5 92592,84930
8600000US92595,ZCTA5 92595,33649
8600000US92596,ZCTA5 92596,32256
8600000US92602,ZCTA5 92602,23238
8600000US92603,ZCTA5 92603,19558
8600000US92604,ZCTA5 92604,28990
8600000US92606,ZCTA5 92606,26171
8600000US92610,ZCTA5 92610,16360
8600000US92612,ZCTA5 92612,33234
8600000US92614,ZCTA5 92614,27187
8600000US92617,ZCTA5 92617,17197
8600000US92618,ZCTA5 92618,48997
8600000US92620,ZCTA5 92620,52569
8600000US92624,ZCTA5 92624,6372
8600000US92625,ZCTA5 92625,12394
8600000US92626,ZCTA5 92626,50605
8600000US92627,ZCTA5 92627,63161
8600000US92629,ZCTA5 92629,26877
8600000US92630,ZCTA5 92630,59403
8600000US92637,ZCTA5 92637,16053
8600000US92646,ZCTA5 92646,55870
8600000US92647,ZCTA5 92647,62199
8600000US92648,ZCTA5 92648,46228
8600000US92649,ZCTA5 92649,35278
8600000US92651,ZCTA5 92651,24800
8600000US92653,ZCTA5 92653,30012
8600000US92655,ZCTA5 92655,8382
8600000US92656,ZCTA5 92656,52268
8600000US92657,ZCTA5 92657,9802
8600000US92660,ZCTA5 92660,35446
8600000US92661,ZCTA5 92661,3445
8600000US92662,ZCTA5 92662,2519
8600000US92663,ZCTA5 92663,21951
8600000US92672,ZCTA5 92672,34218
8600000US92673,ZCTA5 92673,30768
8600000US92675,ZCTA5 92675,38803
8600000US92676,ZCTA5 92676,2068
8600000US92677,ZCTA5 92677,66314
8600000US92678,ZCTA5 92678,584
8600000US92679,ZCTA5 92679,32657
8600000US92683,ZCTA5 92683,91105
8600000US92688,ZCTA5 92688,44832
8600000US92691,ZCTA5 92691,50839
8600000US92692,ZCTA5 92692,46800
8600000US92694,ZCTA5 92694,29570
8600000US92701,ZCTA5 92701,55058
8600000US92703,ZCTA5 92703,69112
8600000US92704,ZCTA5 92704,88321
8600000US92705,ZCTA5 92705,47298
8600000US92706,ZCTA5 92706,35748
8600000US92707,ZCTA5 92707,60831
8600000US92708,ZCTA5 92708,56953
8600000US92780,ZCTA5 92780,59499
8600000US92782,ZCTA5 92782,23084
8600000US92801,ZCTA5 92801,66594
8600000US92802,ZCTA5 92802,42016
8600000US92804,ZCTA5 92804,89915
8600000US92805,ZCTA5 92805,74478
8600000US92806,ZCTA5 92806,39442
8600000US92807,ZCTA5 92807,35687
8600000US92808,ZCTA5 92808,20483
8600000US92821,ZCTA5 92821,37712
8600000US92823,ZCTA5 92823,4872
8600000US92831,ZCTA5 92831,37359
8600000US92832,ZCTA5 92832,25837
8600000US92833,ZCTA5 92833,52435
8600000US92835,ZCTA5 92835,23528
8600000US92840,ZCTA5 92840,54735
8600000US92841,ZCTA5 92841,33754
8600000US92843,ZCTA5 92843,46873
8600000US92844,ZCTA5 92844,23189
8600000US92845,ZCTA5 92845,16273
8600000US92860,ZCTA5 92860,26849
8600000US92861,ZCTA5 92861,5822
8600000US92865,ZCTA5 92865,20664
8600000US92866,ZCTA5 92866,15574
8600000US92867,ZCTA5 92867,44655
8600000US92868,ZCTA5 92868,27072
8600000US92869,ZCTA5 92869,36846
