id,Geographic Area Name,Total
8600000US94510,94510,28350
8600000US94511,94511,2161
8600000US94512,94512,16
8600000US94513,94513,64313
8600000US94514,94514,1475
8600000US94515,94515,7491
8600000US94516,94516,103
8600000US94517,94517,13687
8600000US94518,94518,28734
8600000US94519,94519,20041
8600000US94520,94520,38753
8600000US94521,94521,43281
8600000US94523,94523,35005
8600000US94525,94525,3290
8600000US94526,94526,33135
8600000US94528,94528,384
8600000US94530,94530,26145
8600000US94531,94531,43022
8600000US94533,94533,75909
8600000US94534,94534,39239
8600000US94535,94535,3842
8600000US94536,94536,74837
8600000US94538,94538,67474
8600000US94539,94539,54982
8600000US94541,94541,65928
8600000US94542,94542,14699
8600000US94544,94544,79747
8600000US94545,94545,32724
8600000US94546,94546,44378
8600000US94547,94547,25616
8600000US94548,94548,377
8600000US94549,94549,29795
8600000US94550,94550,50374
8600000US94551,94551,47227
8600000US94552,94552,14938
8600000US94553,94553,49784
8600000US94555,94555,38478
8600000US94556,94556,16428
8600000US94558,94558,68315
8600000US94559,94559,27593
8600000US94560,94560,47171
8600000US94561,94561,42473
8600000US94563,94563,19644
8600000US94564,94564,19260
8600000US94565,94565,97671
8600000US94566,94566,45893
8600000US94567,94567,658
8600000US94568,94568,55608
8600000US94569,94569,180
8600000US94571,94571,10605
8600000US94572,94572,10384
8600000US94573,94573,36
8600000US94574,94574,8757
8600000US94575,94575,1178
8600000US94576,94576,105
8600000US94577,94577,47682
8600000US94578,94578,41865
8600000US94579,94579,21883
8600000US94580,94580,30488
8600000US94582,94582,42576
8600000US94583,94583,35231
8600000US94585,94585,29525
8600000US94586,94586,831
8600000US94587,94587,74722
8600000US94588,94588,37253
8600000US94589,94589,31536
8600000US94590,94590,37280
8600000US94591,94591,55157
8600000US94592,94592,952
8600000US94595,94595,18117
8600000US94596,94596,21700
