Geo ID,Geographic Area Name,Aggregate travel time to work (in minutes):,Less than 10 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 44 minutes,45 to 59 minutes,60 or more minutes
8600000US93247,93247,166090,4490,3645,10485,14420,10390,39150,8545,30035,44930
8600000US93249,93249,null,null,null,null,null,null,null,null,null,null
8600000US93250,93250,105085,2145,8840,32955,14840,5375,12330,11260,3135,14205
8600000US93251,93251,null,null,null,null,null,null,null,null,null,null
8600000US93252,93252,null,null,null,null,null,null,null,null,null,null
8600000US93254,93254,null,null,null,null,null,null,null,null,null,null
8600000US93255,93255,null,null,null,null,null,null,null,null,null,null
8600000US93256,93256,null,null,null,null,null,null,null,null,null,null
8600000US93257,93257,616420,27880,58030,57680,42125,17925,62220,64755,102615,183190
8600000US93258,93258,null,null,null,null,null,null,null,null,null,null
8600000US93260,93260,null,null,null,null,null,null,null,null,null,null
8600000US93261,93261,null,null,null,null,null,null,null,null,null,null
8600000US93262,93262,-,-,-,-,-,-,-,-,-,-
8600000US93263,93263,172755,2000,14185,27070,33060,18625,28500,9690,10300,29325
8600000US93265,93265,null,null,null,null,null,null,null,null,null,null
8600000US93266,93266,null,null,null,null,null,null,null,null,null,null
8600000US93267,93267,43250,1325,3680,5760,5500,3025,7110,4085,2990,9780
8600000US93268,93268,167735,9890,9195,9450,7260,6475,20160,10525,27950,66830
8600000US93270,93270,54225,785,860,8205,4520,1925,4890,3890,3325,25825
8600000US93271,93271,26750,885,1135,1335,2240,1425,3360,4940,5375,6060
8600000US93272,93272,29985,1610,1720,4050,4320,725,7440,3640,3060,3420
8600000US93274,93274,586765,28180,48450,63465,87515,48960,101730,48235,53335,106890
8600000US93276,93276,null,null,null,null,null,null,null,null,null,null
8600000US93277,93277,427380,22085,49770,53840,57580,25045,40140,40265,58815,79845
8600000US93280,93280,194580,3545,11295,21685,34840,28835,35100,8070,21535,29675
8600000US93283,93283,null,null,null,null,null,null,null,null,null,null
8600000US93285,93285,null,null,null,null,null,null,null,null,null,null
8600000US93286,93286,99275,2595,1945,7125,6880,5050,21720,12320,16990,24655
8600000US93287,93287,null,null,null,null,null,null,null,null,null,null
8600000US93291,93291,507150,16755,59285,58670,50040,29100,55470,46440,67575,123820
8600000US93292,93292,336040,11025,40990,52690,52950,17905,47970,21740,43820,46950
8600000US93301,93301,69635,4560,9460,14715,8960,2950,8190,5515,4375,10910
8600000US93304,93304,411900,9400,32220,66195,84435,25700,67200,17410,32355,76985
8600000US93305,93305,275910,4140,21370,41175,41440,21575,35765,23780,16610,70050
8600000US93306,93306,681015,10355,42255,92235,114050,43450,100905,50405,64040,163325
8600000US93307,93307,691080,11520,33445,113790,128680,70010,92720,50910,58925,131075
8600000US93308,93308,392555,12655,46095,68270,59705,25865,42185,22075,24795,90910
8600000US93309,93309,516000,16710,55110,90280,77870,32905,70410,27555,40455,104715
8600000US93311,93311,448955,11100,40300,49315,84350,38520,70810,23480,39310,91765
8600000US93312,93312,607185,14695,37715,103235,99540,40580,83910,34810,61390,131310
8600000US93313,93313,612075,7350,32675,64655,88655,52895,97710,29150,44485,194495
8600000US93314,93314,276865,6150,19495,31490,55770,22535,41785,23350,34185,42105
8600000US93401,93401,222755,21540,39285,35810,28940,10045,23550,17485,11485,34615
8600000US93402,93402,166940,4930,8425,16305,30305,16320,18000,13120,27315,32225
8600000US93405,93405,209415,16330,39570,38725,29720,7675,22680,11140,18425,25150
8600000US93410,93410,-,-,-,-,-,-,-,-,-,-
8600000US93420,93420,302495,9020,19735,30150,48380,34095,41670,25205,22585,71650
8600000US93422,93422,331760,16035,22230,34085,55585,35355,53115,26150,42790,46420
8600000US93424,93424,null,null,null,null,null,null,null,null,null,null
8600000US93426,93426,21230,475,950,1040,760,600,2670,1380,3895,9460
8600000US93427,93427,70495,2385,3450,7800,2360,1500,6450,16680,23630,6240
8600000US93428,93428,46420,4015,2940,1695,2270,900,4055,11040,8270,11240
8600000US93429,93429,null,null,null,null,null,null,null,null,null,null
8600000US93430,93430,null,null,null,null,null,null,null,null,null,null
8600000US93432,93432,null,null,null,null,null,null,null,null,null,null
8600000US93433,93433,129625,6695,9575,16800,22925,17800,18180,5110,12430,20110
8600000US93434,93434,67470,2275,3110,7570,20720,4925,10710,4145,4990,9025
8600000US93436,93436,625000,24220,26505,40185,33720,21795,77905,53655,127535,219485
8600000US93437,93437,null,null,null,null,null,null,null,null,null,null
8600000US93440,93440,null,null,null,null,null,null,null,null,null,null
8600000US93441,93441,null,null,null,null,null,null,null,null,null,null
8600000US93442,93442,98965,4625,5330,8590,15980,10690,12960,5550,10190,25050
8600000US93444,93444,217025,3295,9500,31725,36185,11150,34020,25915,13255,51985
8600000US93445,93445,67260,4290,4190,7515,17395,4525,14700,540,2430,11675
8600000US93446,93446,518710,20185,40875,49615,44430,15510,61260,46970,73870,165995
8600000US93449,93449,73975,2960,3945,10775,9720,5125,12360,3320,4200,21570
8600000US93450,93450,null,null,null,null,null,null,null,null,null,null
8600000US93451,93451,51680,985,2450,1770,5690,4450,7980,3070,10935,14350
8600000US93452,93452,null,null,null,null,null,null,null,null,null,null
8600000US93453,93453,null,null,null,null,null,null,null,null,null,null
8600000US93454,93454,380665,16935,28980,31140,56160,27775,80725,34055,46420,58480
8600000US93455,93455,437755,17990,48610,63905,43250,26535,40485,33620,50500,112860
8600000US93458,93458,543925,13720,45275,62125,107405,25975,105060,56085,56730,71550
8600000US93460,93460,null,null,null,null,null,null,null,null,null,null
8600000US93461,93461,17195,155,330,375,2280,2825,5390,1860,-,3980
8600000US93463,93463,91230,4645,6030,4335,2620,1175,7230,16205,24370,24620
8600000US93465,93465,82350,3950,8740,6135,5720,3750,20400,11240,9995,12420
8600000US93501,93501,null,null,null,null,null,null,null,null,null,null
8600000US93505,93505,144185,1985,3725,7355,7820,7635,14400,6730,16595,77945
8600000US93510,93510,162075,485,1305,1430,3800,3850,11280,12865,17450,109610
8600000US93512,93512,null,null,null,null,null,null,null,null,null,null
8600000US93513,93513,null,null,null,null,null,null,null,null,null,null
8600000US93514,93514,102010,11665,11100,8000,11550,2150,5100,11000,28155,13290
8600000US93516,93516,null,null,null,null,null,null,null,null,null,null
8600000US93517,93517,null,null,null,null,null,null,null,null,null,null
8600000US93518,93518,null,null,null,null,null,null,null,null,null,null
8600000US93519,93519,-,-,-,-,-,-,-,-,-,-
8600000US93522,93522,-,-,-,-,-,-,-,-,-,-
8600000US93523,93523,21695,2090,3605,3370,1740,1250,1590,2280,3790,1980
8600000US93524,93524,null,null,null,null,null,null,null,null,null,null
8600000US93526,93526,null,null,null,null,null,null,null,null,null,null
8600000US93527,93527,null,null,null,null,null,null,null,null,null,null
8600000US93528,93528,-,-,-,-,-,-,-,-,-,-
8600000US93529,93529,null,null,null,null,null,null,null,null,null,null
8600000US93530,93530,null,null,null,null,null,null,null,null,null,null
8600000US93531,93531,null,null,null,null,null,null,null,null,null,null
8600000US93532,93532,null,null,null,null,null,null,null,null,null,null
8600000US93534,93534,411450,8205,19745,47570,26725,4850,22530,12495,41730,227600
8600000US93535,93535,761590,7675,33235,90275,73130,20140,37950,21480,54430,423270
8600000US93536,93536,872210,12210,39665,83125,69990,20725,38125,41525,127970,438870
8600000US93541,93541,null,null,null,null,null,null,null,null,null,null
8600000US93543,93543,217730,790,1510,2130,18735,10175,11460,18725,20485,133720
8600000US93544,93544,null,null,null,null,null,null,null,null,null,null
8600000US93545,93545,null,null,null,null,null,null,null,null,null,null
8600000US93546,93546,null,null,null,null,null,null,null,null,null,null
8600000US93549,93549,null,null,null,null,null,null,null,null,null,null
8600000US93550,93550,1239930,7045,30815,49385,64885,23210,41550,28910,124970,869165
8600000US93551,93551,796185,8695,28605,61440,51835,16075,19235,22725,126650,460925
8600000US93552,93552,701715,4000,12225,26490,30820,9575,28740,12925,84985,491960
8600000US93553,93553,null,null,null,null,null,null,null,null,null,null
8600000US93554,93554,null,null,null,null,null,null,null,null,null,null
8600000US93555,93555,216525,21305,38390,39815,15035,6025,20300,6760,8565,60330
8600000US93558,93558,-,-,-,-,-,-,-,-,-,-
8600000US93560,93560,261165,2540,4540,13230,37495,37015,50850,22760,10480,82250
8600000US93561,93561,315015,8500,14150,17745,22740,11965,25270,23390,67625,123620
8600000US93562,93562,null,null,null,null,null,null,null,null,null,null
8600000US93563,93563,null,null,null,null,null,null,null,null,null,null
8600000US93591,93591,null,null,null,null,null,null,null,null,null,null
8600000US93592,93592,null,null,null,null,null,null,null,null,null,null
8600000US93601,93601,null,null,null,null,null,null,null,null,null,null
8600000US93602,93602,45290,870,705,1005,1540,2375,1020,5705,12180,19890
8600000US93603,93603,null,null,null,null,null,null,null,null,null,null
8600000US93604,93604,null,null,null,null,null,null,null,null,null,null
8600000US93605,93605,null,null,null,null,null,null,null,null,null,null
8600000US93606,93606,null,null,null,null,null,null,null,null,null,null
8600000US93608,93608,null,null,null,null,null,null,null,null,null,null
8600000US93609,93609,39130,1540,900,2115,3500,1925,11770,9280,7140,960
8600000US93610,93610,142380,5530,6040,10590,7440,9870,16450,9105,29285,48070
8600000US93611,93611,491000,11970,34440,57485,93625,51780,82970,21950,34640,102130
8600000US93612,93612,314795,13960,24335,46240,54365,18200,56755,9080,28515,63345
8600000US93614,93614,152250,1325,2115,4755,8485,4200,12435,23470,38170,57290
8600000US93615,93615,null,null,null,null,null,null,null,null,null,null
8600000US93616,93616,23980,255,2970,345,2120,1875,6300,4045,3360,2710
8600000US93618,93618,242385,11705,18810,19680,29685,19315,47640,19730,47615,28205
8600000US93619,93619,425600,6255,17985,48055,87810,51110,75000,28925,32755,77700
8600000US93620,93620,96060,2855,3280,8250,9220,5375,11100,5020,4810,46150
8600000US93621,93621,null,null,null,null,null,null,null,null,null,null
8600000US93622,93622,76635,2725,3380,7680,5820,3800,20010,4495,13280,15445
8600000US93623,93623,null,null,null,null,null,null,null,null,null,null
8600000US93624,93624,null,null,null,null,null,null,null,null,null,null
8600000US93625,93625,66905,1985,4270,9480,14125,7045,9650,6070,4280,10000
8600000US93626,93626,null,null,null,null,null,null,null,null,null,null
8600000US93627,93627,null,null,null,null,null,null,null,null,null,null
8600000US93628,93628,null,null,null,null,null,null,null,null,null,null
8600000US93630,93630,196055,7445,7035,8450,20155,14310,51110,28535,20120,38900
8600000US93631,93631,149600,5720,6475,14885,19100,9575,33000,16115,15485,29245
8600000US93633,93633,-,-,-,-,-,-,-,-,-,-
8600000US93634,93634,null,null,null,null,null,null,null,null,null,null
8600000US93635,93635,620910,17760,21155,15285,7300,3200,13710,16505,56455,469540
8600000US93636,93636,155480,865,3635,6965,18520,16100,34280,19525,14515,41080
8600000US93637,93637,398540,18175,28350,25815,29120,8175,58980,49165,57985,122780
8600000US93638,93638,488470,9910,32335,29410,38605,17365,90570,43870,51540,174865
8600000US93640,93640,120770,1800,2110,5115,12210,2250,15300,8120,20885,52980
8600000US93641,93641,null,null,null,null,null,null,null,null,null,null
8600000US93643,93643,30180,530,370,1830,3440,1375,3960,1410,5605,11660
8600000US93644,93644,88635,6710,4935,3360,3540,5715,7110,6520,18390,32355
8600000US93645,93645,null,null,null,null,null,null,null,null,null,null
8600000US93646,93646,108755,1980,3860,8905,8140,5000,22830,19300,16835,21905
8600000US93647,93647,84405,1525,3310,4920,10560,5700,20700,5505,18295,13890
8600000US93648,93648,151415,2765,8370,15600,22635,17150,40830,14505,13975,15580
8600000US93650,93650,null,null,null,null,null,null,null,null,null,null
8600000US93651,93651,null,null,null,null,null,null,null,null,null,null
8600000US93652,93652,null,null,null,null,null,null,null,null,null,null
8600000US93653,93653,null,null,null,null,null,null,null,null,null,null
8600000US93654,93654,257395,8245,18945,21670,28465,17025,43685,36990,53770,28600
8600000US93656,93656,45330,2055,1720,2775,3600,3275,12900,9635,3760,5610
8600000US93657,93657,401200,9425,10550,29410,43585,44030,67040,41030,52705,103430
8600000US93660,93660,31845,650,1780,585,4000,2025,7350,3270,6185,6000
8600000US93662,93662,277710,7830,18115,26200,32170,31800,56080,28780,19705,57030
8600000US93664,93664,null,null,null,null,null,null,null,null,null,null
8600000US93665,93665,null,null,null,null,null,null,null,null,null,null
8600000US93666,93666,null,null,null,null,null,null,null,null,null,null
8600000US93667,93667,null,null,null,null,null,null,null,null,null,null
8600000US93668,93668,null,null,null,null,null,null,null,null,null,null
8600000US93669,93669,null,null,null,null,null,null,null,null,null,null
8600000US93673,93673,null,null,null,null,null,null,null,null,null,null
8600000US93675,93675,null,null,null,null,null,null,null,null,null,null
8600000US93701,93701,null,null,null,null,null,null,null,null,null,null
8600000US93702,93702,317930,8315,25220,38365,58430,13410,72800,22085,23385,55915
8600000US93703,93703,236665,6685,19840,51665,40205,9550,33720,11755,15720,47525
8600000US93704,93704,313275,8440,25165,45535,44170,12275,29550,8530,31535,108075
8600000US93705,93705,260125,6790,21075,50065,50730,24200,47690,10160,17480,31935
8600000US93706,93706,258640,7545,17650,37750,37560,22140,46930,19230,22035,47805
8600000US93710,93710,297840,10525,30100,54640,44685,12260,32280,17090,27285,68975
8600000US93711,93711,359670,11860,27575,58170,73365,26060,61025,13100,20725,67795
8600000US93720,93720,497900,18030,38125,70625,80045,45990,59190,31500,40920,113470
8600000US93721,93721,null,null,null,null,null,null,null,null,null,null
8600000US93722,93722,792550,14300,46675,103045,169810,75035,145725,37040,57085,143835
8600000US93723,93723,143780,1505,8700,17450,25945,13780,20970,6605,22215,26615
8600000US93725,93725,210040,5295,11320,35060,42670,17875,38670,7640,13175,38335
8600000US93726,93726,313820,8275,30085,71220,61980,13525,50820,10035,13950,53930
8600000US93727,93727,727805,14215,45930,132260,145540,55450,106345,34340,60360,133365
8600000US93728,93728,139155,3515,15150,25020,24375,5125,21870,10850,5535,27715
8600000US93730,93730,135305,1305,6975,20470,26470,13725,18120,10055,8090,30095
8600000US93901,93901,268055,8060,17670,44510,43155,19975,35370,30140,35215,33965
8600000US93905,93905,551075,2930,18395,89760,163945,43175,55890,55170,34930,86885
8600000US93906,93906,703190,10005,37215,109340,118640,42450,86820,63670,84380,150665
8600000US93907,93907,300370,2715,8880,28745,43875,22920,35040,39070,34380,84745
8600000US93908,93908,139100,1955,5485,19565,21200,8250,19610,11975,17840,33220
8600000US93920,93920,null,null,null,null,null,null,null,null,null,null
8600000US93921,93921,null,null,null,null,null,null,null,null,null,null
8600000US93923,93923,null,null,null,null,null,null,null,null,null,null
8600000US93924,93924,71800,1015,925,5795,6115,10275,16005,10750,3060,17860
8600000US93925,93925,null,null,null,null,null,null,null,null,null,null
8600000US93926,93926,91590,1245,4010,11145,26195,14825,6810,5435,4185,17740
8600000US93927,93927,167755,1955,8175,38875,23760,10850,22230,18555,11390,31965
8600000US93928,93928,null,null,null,null,null,null,null,null,null,null
8600000US93930,93930,155445,4475,8830,24165,31580,8450,17640,18485,24595,17225
8600000US93932,93932,null,null,null,null,null,null,null,null,null,null
8600000US93933,93933,293585,4365,19350,33310,50910,21420,53730,24915,28690,56890
8600000US93940,93940,293720,22695,45050,46830,33480,11325,25980,30795,16525,61045
8600000US93943,93943,-,-,-,-,-,-,-,-,-,-
8600000US93950,93950,134585,6135,12740,24495,17700,4390,11345,13110,10600,34070
8600000US93953,93953,null,null,null,null,null,null,null,null,null,null
8600000US93954,93954,null,null,null,null,null,null,null,null,null,null
8600000US93955,93955,339470,7895,25270,58540,70285,22215,50670,25575,27920,51100
8600000US93960,93960,159285,2885,11180,26380,20740,12575,33150,12505,13350,26520
8600000US93962,93962,null,null,null,null,null,null,null,null,null,null
8600000US94002,94002,391950,4885,14655,24755,31340,21495,50910,57200,90950,95755
8600000US94005,94005,79770,750,1330,5335,5600,4000,7710,14985,21095,18960
8600000US94010,94010,603135,7455,22000,41585,43350,26270,88320,79550,125780,168830
8600000US94014,94014,860020,6075,18465,42430,96545,34380,161130,82350,168040,250605
8600000US94015,94015,1026985,12215,33735,78820,105085,58730,184475,112870,165915,275140
8600000US94019,94019,309135,6640,13720,9390,8700,12505,42275,62410,67160,86330
8600000US94020,94020,null,null,null,null,null,null,null,null,null,null
8600000US94021,94021,null,null,null,null,null,null,null,null,null,null
8600000US94022,94022,173535,2890,8885,16855,30740,18600,24930,20345,21715,28575
8600000US94024,94024,234195,2270,8260,24995,42705,25445,59010,19885,22645,28980
8600000US94025,94025,515945,6060,21960,48975,72370,41095,94345,57150,54205,119785
8600000US94027,94027,58765,1605,3510,6855,9770,1425,11960,7390,6255,10000
8600000US94028,94028,62560,365,1270,3825,11340,4425,9240,8870,9050,14175
8600000US94030,94030,331315,4840,9970,20365,30965,13080,43620,44690,72580,91205
8600000US94037,94037,null,null,null,null,null,null,null,null,null,null
8600000US94038,94038,null,null,null,null,null,null,null,null,null,null
8600000US94040,94040,459640,5970,29235,56835,74690,37495,87490,46780,42855,78295
8600000US94041,94041,193045,3090,12670,23800,37335,16040,26220,25520,13920,34450
8600000US94043,94043,411660,8160,32270,55170,70185,27475,55620,29380,36330,97070
8600000US94044,94044,648820,7825,16880,29325,54620,26835,104985,78710,146580,183065
8600000US94060,94060,null,null,null,null,null,null,null,null,null,null
8600000US94061,94061,524420,10580,22705,57530,81625,39325,75270,52345,74595,110445
8600000US94062,94062,375500,4880,12675,23645,36900,24440,75270,54150,68530,75015
8600000US94063,94063,428360,5935,24395,42225,63525,25985,95070,44970,55565,70685
8600000US94065,94065,196595,3715,6220,13075,15115,5575,28860,27890,39140,57000
8600000US94066,94066,674465,9395,34060,52955,54470,30755,104485,97435,132305,158605
8600000US94070,94070,438685,6950,16025,27705,44725,25435,62815,60975,82165,111890
8600000US94074,94074,null,null,null,null,null,null,null,null,null,null
8600000US94080,94080,1044740,14555,49960,76820,93320,43325,207600,105340,171260,282560
8600000US94085,94085,330275,5020,21170,44345,53670,27650,60435,26245,27885,63855
8600000US94086,94086,670920,9040,34305,80455,101420,44970,120200,73235,69375,137930
8600000US94087,94087,646170,7265,34115,65515,109935,71475,121135,56650,75450,104635
8600000US94089,94089,294745,4585,26770,34470,54480,16235,51725,20660,26965,58845
8600000US94102,94102,491860,4695,17475,38590,56970,28140,91140,35910,66410,152540
8600000US94103,94103,494025,6490,21490,44145,45925,37755,92555,42630,58475,144555
8600000US94104,94104,null,null,null,null,null,null,null,null,null,null
8600000US94105,94105,202620,2500,11020,15075,16280,8425,15540,14660,19560,99565
8600000US94107,94107,631330,5310,11525,33365,62665,42050,91905,47415,73070,264025
8600000US94108,94108,213135,2755,11070,19670,22100,15100,36000,9045,26755,70645
8600000US94109,94109,1114640,6345,29895,69305,114315,70920,214230,125685,116180,367765
8600000US94110,94110,1380820,8780,35680,70660,129160,77735,260010,165695,200165,432935
8600000US94111,94111,51210,625,2265,5425,4860,4225,6060,3545,9275,14930
8600000US94112,94112,1538240,3185,26010,66880,116870,55380,294985,170475,290765,513685
8600000US94114,94114,744980,2060,10720,35470,63405,38600,116690,87075,99570,291390
8600000US94115,94115,643975,3540,13400,35025,57835,42190,121950,66210,92510,211315
8600000US94116,94116,868215,2905,9075,22905,41110,38170,165405,119165,186450,283025
8600000US94117,94117,978160,5025,17130,45155,70620,49950,173305,132560,170545,313870
8600000US94118,94118,805775,3810,15620,33185,56870,41790,137115,126295,137700,253390
8600000US94121,94121,821935,2130,9490,30635,44085,37140,128895,126210,180540,262815
8600000US94122,94122,1226985,5635,16295,37915,72800,45250,190195,167350,296270,395275
8600000US94123,94123,532780,2310,13400,25640,47980,44345,114450,63320,95565,125765
8600000US94124,94124,561320,3165,10765,27725,46710,17340,111850,59380,82345,202035
8600000US94127,94127,323960,1495,6860,11085,28960,19925,67080,50480,54680,83400
8600000US94128,94128,null,null,null,null,null,null,null,null,null,null
8600000US94129,94129,81690,670,2090,4845,2880,5275,12690,14915,18510,19815
8600000US94130,94130,49045,320,1300,1605,4270,1000,9030,6815,8825,15880
8600000US94131,94131,571400,2280,9885,17275,41110,24075,80490,74740,120970,200575
8600000US94132,94132,546850,3695,13175,20800,43050,15175,91410,69080,114655,175810
8600000US94133,94133,431545,3185,12965,25305,51685,31120,80460,34070,58045,134710
8600000US94134,94134,712535,1935,19795,31200,53885,21425,127610,69280,131945,255455
8600000US94158,94158,176085,1645,7950,7005,12995,3875,35770,5945,21570,79330
8600000US94301,94301,185005,4095,10675,17055,23715,15785,27660,13245,16430,56345
8600000US94303,94303,569505,4800,32000,71300,100100,34205,107690,52255,53270,113885
8600000US94304,94304,null,null,null,null,null,null,null,null,null,null
8600000US94305,94305,96140,9440,20015,15065,10425,7490,9015,8010,4830,11850
8600000US94306,94306,303100,3440,14660,33100,52590,21740,58955,22810,32250,63550
8600000US94401,94401,512770,8245,27050,40435,47735,24210,69810,54800,112175,128310
8600000US94402,94402,357235,7155,13460,24340,28865,15585,45315,46550,85165,90810
8600000US94403,94403,702105,8590,35555,46280,56405,31525,102870,77800,131030,212050
8600000US94404,94404,595080,6840,19850,30655,44750,25650,74875,73910,97660,220885
8600000US94501,94501,1061040,12510,34140,57310,69265,42430,128925,108515,175145,432795
8600000US94502,94502,260005,2125,3895,8450,13705,13100,37920,25365,45355,110090
8600000US94503,94503,350330,2145,8655,16350,22000,17475,40370,21720,55335,166280
8600000US94505,94505,338545,2610,6875,6375,9380,3100,14550,16975,46850,231830
8600000US94506,94506,420115,2255,7935,22155,22740,12325,31860,21070,62200,237570
8600000US94507,94507,186970,1820,5020,13295,13290,3225,17220,12385,17070,103645
8600000US94508,94508,null,null,null,null,null,null,null,null,null,null
8600000US94509,94509,1171650,10870,30630,45890,28520,18950,76080,63850,189210,707655
8600000US94510,94510,476820,8030,14145,25475,31120,16375,36015,37925,65675,242055
8600000US94511,94511,null,null,null,null,null,null,null,null,null,null
8600000US94512,94512,-,-,-,-,-,-,-,-,-,-
8600000US94513,94513,1244190,13665,29405,39315,25505,12070,64710,58850,140620,860055
8600000US94514,94514,null,null,null,null,null,null,null,null,null,null
8600000US94515,94515,71945,5295,3775,4685,10780,2720,6210,11310,13755,13415
8600000US94516,94516,null,null,null,null,null,null,null,null,null,null
8600000US94517,94517,242535,920,3200,6265,12775,8900,28130,14985,32365,134990
8600000US94518,94518,490625,4680,20495,27805,35375,12000,49680,30855,76810,232930
8600000US94519,94519,337775,3355,7750,17995,28210,16175,34405,33700,34930,161260
8600000US94520,94520,660980,7455,25890,39500,36910,28300,63210,43070,111950,304690
8600000US94521,94521,752205,7090,17260,35120,46635,25810,87300,51800,99430,381760
8600000US94523,94523,585075,6235,21130,39005,35905,19780,51360,49275,89600,272785
8600000US94525,94525,61575,995,800,3360,3525,625,7800,3400,4975,36095
8600000US94526,94526,449695,9350,16645,27635,29935,21080,41850,24360,74720,204120
8600000US94528,94528,null,null,null,null,null,null,null,null,null,null
8600000US94530,94530,396130,2695,10070,22325,26740,19470,49330,48510,85370,131625
8600000US94531,94531,1017945,4180,16175,29550,25465,15355,48420,30670,131340,716785
8600000US94533,94533,1128220,14595,51400,82265,74085,30380,115960,77775,141170,540590
8600000US94534,94534,609245,7855,24180,45285,37430,23300,59995,56460,87510,267235
8600000US94535,94535,null,null,null,null,null,null,null,null,null,null
8600000US94536,94536,918050,6670,21840,47390,51165,33585,90195,104595,185155,377450
8600000US94538,94538,812395,8225,32415,42540,48590,27035,100460,87610,144200,321325
8600000US94539,94539,704905,5040,17850,28675,47510,33150,101840,94860,162505,213470
8600000US94541,94541,1040235,5620,26510,67910,59310,38565,136800,91995,170480,443045
8600000US94542,94542,256075,2085,5310,13200,11795,8810,27510,20310,43015,124035
8600000US94544,94544,1029850,8185,29290,67035,78615,29995,148650,89140,184585,394350
8600000US94545,94545,494190,2835,13600,29905,28675,18125,74525,49120,89165,188235
8600000US94546,94546,769595,8775,15110,28210,50825,35580,93830,65260,132775,339230
8600000US94547,94547,540025,2830,6745,15075,22880,15015,51020,51475,84925,290055
8600000US94548,94548,null,null,null,null,null,null,null,null,null,null
8600000US94549,94549,390190,5070,15030,20890,28470,20340,37080,42970,74540,145800
8600000US94550,94550,769720,16100,35210,50300,53050,22765,47335,64420,106015,374530
8600000US94551,94551,829970,13000,31535,42445,48505,33340,73805,55425,136555,395360
8600000US94552,94552,262710,1145,2910,11170,18530,11085,31160,24440,47780,114495
8600000US94553,94553,804755,12780,32685,53440,55220,31845,71525,69485,104430,373345
8600000US94555,94555,514320,1840,6865,19705,17590,15515,55500,54765,127395,215145
8600000US94556,94556,215090,2900,4520,7665,12520,9785,27030,26180,37395,87100
8600000US94558,94558,795315,26100,62740,80265,71405,43750,113660,61190,66725,269485
8600000US94559,94559,294215,13765,26190,31905,27670,21400,48510,25105,30685,68980
8600000US94560,94560,563855,6055,18695,30670,37780,21415,75305,67030,121295,185620
8600000US94561,94561,847220,8170,22285,37145,24900,9025,40140,43560,92095,569895
8600000US94563,94563,284995,2225,4250,12495,18125,15305,36120,24435,78100,93940
8600000US94564,94564,363290,4000,7440,11355,21835,5675,44190,36560,59735,172500
8600000US94565,94565,1799975,13465,31270,76010,90300,45980,165160,145360,217470,1014955
8600000US94566,94566,728225,11305,27770,33135,45115,21430,40690,64965,124380,359430
8600000US94567,94567,null,null,null,null,null,null,null,null,null,null
8600000US94568,94568,1052945,8720,31275,49830,53580,23225,56220,59470,143795,626830
8600000US94569,94569,null,null,null,null,null,null,null,null,null,null
8600000US94571,94571,null,null,null,null,null,null,null,null,null,null
8600000US94572,94572,171005,2570,2085,6830,8360,6800,16370,12905,27350,87740
8600000US94573,94573,null,null,null,null,null,null,null,null,null,null
8600000US94574,94574,85010,5890,5410,6735,8915,5040,9060,1865,10545,31550
8600000US94575,94575,7015,980,550,825,220,625,1440,875,-,1500
8600000US94576,94576,null,null,null,null,null,null,null,null,null,null
8600000US94577,94577,761600,8970,21230,43660,50385,29050,119340,76505,130060,282400
8600000US94578,94578,657955,4020,15360,33975,58510,24185,88650,73890,115700,243670
8600000US94579,94579,371610,3065,11365,19195,27300,13025,46160,30510,62470,158520
8600000US94580,94580,496600,3270,12685,28975,31380,18460,79785,49850,79445,192750
8600000US94582,94582,775840,4070,16895,41590,40705,17005,50430,38845,77450,488855
8600000US94583,94583,578265,7120,23655,38300,32900,13805,36750,38930,84215,302590
8600000US94585,94585,503090,5865,17610,30660,28245,14055,58140,41435,53770,253305
8600000US94586,94586,null,null,null,null,null,null,null,null,null,null
8600000US94587,94587,888605,4655,17615,48125,57020,25510,106135,96650,184245,348645
8600000US94588,94588,643350,7730,25975,23680,26550,12450,39960,40650,115185,351165
8600000US94589,94589,476980,5050,17760,22550,22340,9460,53280,28210,103200,215125
8600000US94590,94590,614860,8795,18590,26435,32890,22485,56680,36320,88920,323740
8600000US94591,94591,913690,8575,30025,44750,47190,24825,102905,82545,132990,439885
8600000US94592,94592,null,null,null,null,null,null,null,null,null,null
8600000US94595,94595,184875,1465,6705,6615,12960,5375,24990,21815,39715,65235
8600000US94596,94596,386625,3895,12515,22195,21380,14335,34110,40510,56015,181660
8600000US94597,94597,458785,3605,14030,19635,24240,4575,30270,40400,96860,225175
8600000US94598,94598,437450,3535,10620,23655,22290,14505,33700,32740,67825,228580
8600000US94599,94599,26775,945,325,2340,2900,2525,3060,1805,2045,10830
8600000US94601,94601,758700,3830,25960,51220,72985,30690,106115,71695,101105,295100
8600000US94602,94602,504660,1710,13665,32800,40400,17300,60680,42430,90210,205470
8600000US94603,94603,451625,4520,14840,28680,46945,13575,87870,51265,54390,149540
8600000US94605,94605,713125,2480,13985,35965,58255,30670,104570,66415,115545,285240
8600000US94606,94606,620425,6170,21060,41090,52065,27100,94890,62650,123910,191485
8600000US94607,94607,425540,4370,15150,27570,34545,14680,68710,46320,83695,130495
8600000US94608,94608,587190,7300,18375,29910,45180,19275,75150,72040,127735,192225
8600000US94609,94609,478025,3925,16700,26405,29880,20600,59100,54155,94245,173015
