Geo ID,Geographic Area Name,Aggregate travel time to work (in minutes):,Less than 10 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 44 minutes,45 to 59 minutes,60 or more minutes
8600000US94610,94610,626905,6635,19285,37700,35725,18560,70140,59950,161940,216965
8600000US94611,94611,639820,3870,20950,37785,42930,31775,59100,65090,132835,245485
8600000US94612,94612,284235,3290,7465,13170,17850,8580,40415,40090,59505,93870
8600000US94613,94613,null,null,null,null,null,null,null,null,null,null
8600000US94618,94618,274090,1885,10230,18925,18540,11700,24960,42080,62645,83130
8600000US94619,94619,395555,2215,6830,25575,30710,15090,59775,31130,68190,156035
8600000US94621,94621,434210,2885,17000,35170,39900,14290,58080,42030,48255,176605
8600000US94702,94702,275820,2655,9910,14980,18615,9000,25990,22555,60845,111275
8600000US94703,94703,356270,2295,11960,24460,31890,10850,49270,37155,84535,103850
8600000US94704,94704,318965,6975,19345,34645,30345,9430,26430,26820,63975,101005
8600000US94705,94705,211430,2060,7155,15845,14440,6110,23680,20110,46440,75595
8600000US94706,94706,320250,3570,8575,17055,21830,15085,46480,35200,62475,109985
8600000US94707,94707,171690,1785,6415,8455,8670,4350,15900,15990,35420,74700
8600000US94708,94708,153195,1815,6595,9665,10090,5600,11010,15115,28005,65295
8600000US94709,94709,164035,3165,8505,17070,13620,7610,15210,15505,37610,45735
8600000US94710,94710,116290,2110,3665,8590,14120,4300,14960,9875,14940,43730
8600000US94720,94720,null,null,null,null,null,null,null,null,null,null
8600000US94801,94801,457995,4075,14850,20285,31135,16425,54740,35345,81720,199425
8600000US94803,94803,454835,4465,8330,17665,26595,13255,59410,48790,69735,206590
8600000US94804,94804,643090,7075,19300,25260,40010,24630,87330,75680,112810,250995
8600000US94805,94805,254150,2210,8420,12455,17080,13960,39015,26540,44410,90060
8600000US94806,94806,1084145,9230,28850,46715,51500,26725,130160,104355,171810,514795
8600000US94850,94850,-,-,-,-,-,-,-,-,-,-
8600000US94901,94901,558840,7455,30095,42205,43840,22210,69960,51570,90785,200715
8600000US94903,94903,378400,7185,19405,28080,22635,11775,38640,38970,63350,148365
8600000US94904,94904,167010,3495,7075,9835,5995,6885,14000,14455,38335,66930
8600000US94920,94920,160470,2035,5225,6915,6700,5570,15960,23260,36035,58765
8600000US94922,94922,null,null,null,null,null,null,null,null,null,null
8600000US94923,94923,null,null,null,null,null,null,null,null,null,null
8600000US94924,94924,null,null,null,null,null,null,null,null,null,null
8600000US94925,94925,150530,2350,3720,6505,6835,3725,16140,21880,25840,63530
8600000US94928,94928,602670,13165,33195,52140,64200,38845,93960,47805,85890,173475
8600000US94929,94929,null,null,null,null,null,null,null,null,null,null
8600000US94930,94930,134610,1980,5150,4500,7660,5675,21900,11960,19680,56105
8600000US94931,94931,126915,1985,4070,11385,17440,4135,17310,8815,9840,51935
8600000US94933,94933,null,null,null,null,null,null,null,null,null,null
8600000US94937,94937,null,null,null,null,null,null,null,null,null,null
8600000US94938,94938,null,null,null,null,null,null,null,null,null,null
8600000US94939,94939,114660,1190,4605,7885,5790,2050,6630,14985,19040,52480
8600000US94940,94940,null,null,null,null,null,null,null,null,null,null
8600000US94941,94941,452590,8805,10670,24265,30120,17200,40590,49130,108435,163370
8600000US94945,94945,293835,4790,9550,12600,18440,9725,25980,32105,52965,127680
8600000US94946,94946,9975,135,210,340,500,625,990,1020,2945,3210
8600000US94947,94947,402035,6710,15025,19870,18910,15420,42400,39030,75780,168890
8600000US94949,94949,275305,5475,11430,12395,26790,9215,25620,24285,36255,123840
8600000US94950,94950,null,null,null,null,null,null,null,null,null,null
8600000US94951,94951,64125,775,4040,2670,6575,5375,9030,4315,4745,26605
8600000US94952,94952,471020,13945,21225,27475,28890,20225,64140,50450,65095,179575
8600000US94954,94954,548275,10985,28590,23680,31840,22935,76680,53010,82115,218445
8600000US94956,94956,null,null,null,null,null,null,null,null,null,null
8600000US94957,94957,null,null,null,null,null,null,null,null,null,null
8600000US94960,94960,243355,2855,5390,17130,21920,9665,27900,15115,33045,110335
8600000US94963,94963,null,null,null,null,null,null,null,null,null,null
8600000US94964,94964,null,null,null,null,null,null,null,null,null,null
8600000US94965,94965,174480,2765,5820,8270,10780,7875,19890,22780,31445,64855
8600000US94970,94970,null,null,null,null,null,null,null,null,null,null
8600000US94971,94971,null,null,null,null,null,null,null,null,null,null
8600000US94972,94972,-,-,-,-,-,-,-,-,-,-
8600000US94973,94973,null,null,null,null,null,null,null,null,null,null
8600000US95002,95002,null,null,null,null,null,null,null,null,null,null
8600000US95003,95003,324245,6500,13465,25465,31055,11025,31890,22330,42385,140135
8600000US95004,95004,null,null,null,null,null,null,null,null,null,null
8600000US95005,95005,132765,1935,1850,7750,6840,5825,16080,10965,23705,57815
8600000US95006,95006,169490,2070,2050,2975,4580,2975,17550,20500,42790,74000
8600000US95007,95007,null,null,null,null,null,null,null,null,null,null
8600000US95008,95008,684170,8165,25895,54950,81445,42150,142355,75130,105130,148950
8600000US95010,95010,null,null,null,null,null,null,null,null,null,null
8600000US95012,95012,115380,720,3115,13950,20080,12225,17580,9130,19085,19500
8600000US95013,95013,null,null,null,null,null,null,null,null,null,null
8600000US95014,95014,752400,7720,22265,38650,92335,61005,181770,120585,89630,138450
8600000US95017,95017,7690,180,150,495,240,360,2070,1100,360,2735
8600000US95018,95018,110135,1900,2330,7680,9945,5745,12120,7295,19875,43245
8600000US95019,95019,93425,2030,6855,4260,5320,4675,12900,6655,16250,34480
8600000US95020,95020,1061680,22885,37545,41335,31055,19640,65010,91625,187160,565420
8600000US95023,95023,870825,19255,35895,31905,30450,17445,74220,68835,125070,467745
8600000US95030,95030,145080,2925,5350,8465,14685,12255,22530,14265,28285,36320
8600000US95032,95032,353555,4365,9490,24530,29080,19995,52710,51440,73430,88510
8600000US95033,95033,169550,705,530,2880,10555,4120,22550,26670,38090,63455
8600000US95035,95035,984385,8770,36930,76275,116310,59590,209625,104045,156485,216350
8600000US95037,95037,880310,11535,23475,33055,32010,21950,93570,94345,165965,404400
8600000US95039,95039,null,null,null,null,null,null,null,null,null,null
8600000US95041,95041,null,null,null,null,null,null,null,null,null,null
8600000US95043,95043,11445,185,110,435,120,375,1170,1535,1050,6465
8600000US95045,95045,65515,555,400,3235,5600,4150,2730,10000,10980,27865
8600000US95046,95046,95910,2370,4250,5090,3510,1750,5490,9965,12950,50530
8600000US95050,95050,499990,10545,24925,51435,70925,32575,88755,42705,78320,99805
8600000US95051,95051,762785,9280,37000,93865,114790,52815,139560,71675,96115,147685
8600000US95053,95053,null,null,null,null,null,null,null,null,null,null
8600000US95054,95054,270985,6060,18685,36960,55050,17265,50790,23090,24445,38640
8600000US95060,95060,597520,16585,47820,55380,67920,25740,53250,20100,71570,239155
8600000US95062,95062,445680,17060,34205,43435,47465,24200,39045,25110,67405,147750
8600000US95064,95064,50180,5415,7590,6615,5080,2275,5910,3495,5590,8205
8600000US95065,95065,98285,2525,5605,9445,9260,4465,9205,10845,15605,31330
8600000US95066,95066,209375,5085,12895,12760,8640,6375,14730,25420,48955,74515
8600000US95070,95070,370570,2795,8215,20380,33985,35620,78660,49845,68105,72965
8600000US95073,95073,141585,3430,7780,12855,17655,5080,10440,10650,19155,54545
8600000US95075,95075,null,null,null,null,null,null,null,null,null,null
8600000US95076,95076,1007490,21380,58820,78410,111220,38900,169825,88025,138590,302315
8600000US95110,95110,302010,3160,12320,25345,30420,15800,49770,28405,36475,100315
8600000US95111,95111,896785,5760,20800,53380,87800,43895,176995,98620,140105,269430
8600000US95112,95112,858040,13910,42455,79915,101985,36380,160280,74965,91105,257050
8600000US95113,95113,47865,585,780,2390,4860,4350,4740,4450,10910,14800
8600000US95116,95116,742160,5435,24950,58180,85715,34120,185105,50705,84615,213335
8600000US95117,95117,406535,6235,17840,44910,57120,28650,75130,37320,55695,83630
8600000US95118,95118,480585,3960,12985,26630,52140,28925,63300,51210,84695,156740
8600000US95119,95119,155630,1520,2930,4825,11835,7935,21180,22055,38305,45045
8600000US95120,95120,598655,3140,8760,19985,31680,26700,87230,82070,121855,217240
8600000US95121,95121,576615,2525,14510,36460,57215,26925,114815,63820,104625,155725
8600000US95122,95122,752305,3520,25800,58460,93520,45220,180225,59375,92540,193645
8600000US95123,95123,1160875,8035,26440,49470,101520,50690,177290,123585,229055,394785
8600000US95124,95124,721395,8290,22815,55005,56935,43790,136505,88545,143275,166230
8600000US95125,95125,787695,7795,25460,61225,71155,39905,111030,87610,146745,236775
8600000US95126,95126,569245,6540,26250,48950,51335,35850,106500,45035,77745,171040
8600000US95127,95127,1001385,6640,15440,76645,103135,44430,228370,84910,156155,285665
8600000US95128,95128,504605,7650,23605,57070,63560,37465,97890,49060,65120,103190
8600000US95129,95129,538420,3160,16125,32360,69090,31565,128280,68685,83080,106080
8600000US95130,95130,185375,2810,8580,13735,27505,12910,43320,21140,20270,35110
8600000US95131,95131,490175,3975,14175,39130,61690,25750,101430,47715,74425,121885
8600000US95132,95132,619575,4975,19225,34770,77225,38230,111750,72720,95695,164985
8600000US95133,95133,390705,3235,9070,27395,42740,17985,86190,40750,54885,108460
8600000US95134,95134,470800,4825,18995,49330,69180,35915,79010,52620,58780,102140
8600000US95135,95135,368385,1525,3610,6770,14795,12295,42990,36615,90355,159435
8600000US95136,95136,777415,4145,18990,45650,56800,52530,127710,104380,152945,214260
8600000US95138,95138,385620,1670,3710,13765,31015,18100,52440,46355,76390,142185
8600000US95139,95139,131310,995,2770,1110,7640,7565,20280,11740,32510,46700
8600000US95140,95140,null,null,null,null,null,null,null,null,null,null
8600000US95148,95148,807860,3300,10905,36340,63645,41035,150180,89180,155320,257960
8600000US95202,95202,null,null,null,null,null,null,null,null,null,null
8600000US95203,95203,193865,3900,9975,14245,16180,7775,20220,10825,4700,106050
8600000US95204,95204,320975,8395,20685,32025,32400,10650,30420,11995,24775,149630
8600000US95205,95205,438525,7190,18980,37755,35640,14505,60760,28045,28260,207385
8600000US95206,95206,782965,10400,31475,64880,72710,29400,82890,31430,63170,396605
8600000US95207,95207,568665,11420,36825,52390,53145,28280,55350,31135,47080,253040
8600000US95209,95209,556265,7820,23240,52360,67900,26300,43925,26275,51030,257415
8600000US95210,95210,460725,6840,19885,46920,48660,15155,38010,24305,46115,214840
8600000US95211,95211,null,null,null,null,null,null,null,null,null,null
8600000US95212,95212,348020,6335,23570,40710,27000,9745,38050,15045,25485,162085
8600000US95215,95215,226030,2375,8965,20415,24215,14965,32670,11125,28880,82420
8600000US95219,95219,393210,5995,20965,51300,34765,17680,38010,20180,24090,180230
8600000US95220,95220,80285,1130,2130,7065,7180,4100,19350,3850,11245,24240
8600000US95222,95222,40300,1510,1870,3645,2570,1950,6240,3440,3740,15340
8600000US95223,95223,null,null,null,null,null,null,null,null,null,null
8600000US95224,95224,null,null,null,null,null,null,null,null,null,null
8600000US95225,95225,null,null,null,null,null,null,null,null,null,null
8600000US95226,95226,-,-,-,-,-,-,-,-,-,-
8600000US95227,95227,null,null,null,null,null,null,null,null,null,null
8600000US95228,95228,null,null,null,null,null,null,null,null,null,null
8600000US95230,95230,null,null,null,null,null,null,null,null,null,null
8600000US95231,95231,null,null,null,null,null,null,null,null,null,null
8600000US95232,95232,null,null,null,null,null,null,null,null,null,null
8600000US95233,95233,null,null,null,null,null,null,null,null,null,null
8600000US95234,95234,-,-,-,-,-,-,-,-,-,-
8600000US95236,95236,44525,1875,1830,1890,3380,2950,9180,5200,3945,14270
8600000US95237,95237,42070,525,1050,2505,4320,3700,7260,1820,3585,17305
8600000US95240,95240,496365,22390,29780,34755,44005,18020,62670,28270,52025,204450
8600000US95242,95242,311865,10480,20200,20025,29340,12160,52475,19110,41980,106095
8600000US95245,95245,null,null,null,null,null,null,null,null,null,null
8600000US95246,95246,null,null,null,null,null,null,null,null,null,null
8600000US95247,95247,null,null,null,null,null,null,null,null,null,null
8600000US95248,95248,null,null,null,null,null,null,null,null,null,null
8600000US95249,95249,null,null,null,null,null,null,null,null,null,null
8600000US95250,95250,-,-,-,-,-,-,-,-,-,-
8600000US95251,95251,null,null,null,null,null,null,null,null,null,null
8600000US95252,95252,296915,2600,6050,3615,6300,6900,17805,37055,66095,150485
8600000US95254,95254,null,null,null,null,null,null,null,null,null,null
8600000US95255,95255,null,null,null,null,null,null,null,null,null,null
8600000US95257,95257,null,null,null,null,null,null,null,null,null,null
8600000US95258,95258,45960,1095,2900,4390,3700,1575,4830,1160,4230,22085
8600000US95301,95301,390455,11810,23960,42200,50350,14635,40500,25020,39020,142955
8600000US95303,95303,null,null,null,null,null,null,null,null,null,null
8600000US95304,95304,231850,2165,3725,6150,6370,6530,12480,11215,29705,153510
8600000US95305,95305,-,-,-,-,-,-,-,-,-,-
8600000US95306,95306,null,null,null,null,null,null,null,null,null,null
8600000US95307,95307,552075,10055,25425,44840,57035,19240,57360,26925,46495,264700
8600000US95310,95310,null,null,null,null,null,null,null,null,null,null
8600000US95311,95311,14205,100,1385,555,280,1075,900,1520,2230,6160
8600000US95312,95312,null,null,null,null,null,null,null,null,null,null
8600000US95313,95313,null,null,null,null,null,null,null,null,null,null
8600000US95314,95314,null,null,null,null,null,null,null,null,null,null
8600000US95315,95315,156655,4525,6785,17385,10340,6350,22200,10685,7895,70490
8600000US95316,95316,66575,1480,5520,7375,5660,1625,13290,3835,11735,16060
8600000US95317,95317,null,null,null,null,null,null,null,null,null,null
8600000US95318,95318,null,null,null,null,null,null,null,null,null,null
8600000US95319,95319,null,null,null,null,null,null,null,null,null,null
8600000US95320,95320,138300,5255,2215,7970,18260,9110,30690,9975,15695,39130
8600000US95321,95321,null,null,null,null,null,null,null,null,null,null
8600000US95322,95322,null,null,null,null,null,null,null,null,null,null
8600000US95323,95323,13475,515,440,255,1290,1475,2340,780,1955,4420
8600000US95324,95324,70200,4430,2320,10185,12160,4050,10710,12280,7875,6190
8600000US95325,95325,null,null,null,null,null,null,null,null,null,null
8600000US95326,95326,111645,1670,4080,13880,23980,1750,17880,3470,6925,38010
8600000US95327,95327,38825,2180,3700,6025,5725,1900,5340,2170,3180,8600
8600000US95328,95328,51635,275,4010,5070,4485,5050,5310,3920,4995,18520
8600000US95329,95329,null,null,null,null,null,null,null,null,null,null
8600000US95330,95330,409410,3405,7610,22640,21120,10360,19975,10535,37135,276630
8600000US95333,95333,22175,865,1050,1145,2660,2595,4380,2450,1305,5725
8600000US95334,95334,174790,6150,11095,15810,14905,12550,23250,15430,14990,60605
8600000US95335,95335,null,null,null,null,null,null,null,null,null,null
8600000US95336,95336,615215,12090,20835,35910,49890,25715,57280,22730,49985,340780
8600000US95337,95337,651270,10465,15525,29675,39840,19600,48825,21770,34385,431180
8600000US95338,95338,100375,3190,4910,7105,7970,4625,6060,8980,12980,44560
8600000US95340,95340,273790,13230,32655,31550,22005,8440,24120,11550,26765,103470
8600000US95341,95341,311800,7215,20365,22995,21065,14680,27720,12650,24015,161095
8600000US95345,95345,null,null,null,null,null,null,null,null,null,null
8600000US95346,95346,null,null,null,null,null,null,null,null,null,null
8600000US95348,95348,300165,9520,37090,31885,25960,2925,19740,21495,25215,126335
8600000US95350,95350,567630,17800,36810,51400,49645,21405,66360,33310,62315,228585
8600000US95351,95351,514815,9080,28510,39410,44145,14970,49890,33620,35115,260075
8600000US95354,95354,249505,8960,17425,21775,18265,10750,31920,21860,21135,97415
8600000US95355,95355,654285,16285,51600,66025,66110,21625,62825,49230,72395,248195
8600000US95356,95356,393240,10310,21790,44345,35095,12335,30210,26970,40525,171660
8600000US95357,95357,159235,3350,4965,13185,16760,7975,13530,4775,20780,73915
8600000US95358,95358,391135,5815,12390,31575,30795,14000,37320,33515,28525,197200
8600000US95360,95360,177925,3630,3245,4445,12380,9300,10110,14380,32940,87500
8600000US95361,95361,413915,10260,15680,15735,21965,24505,63400,39415,66345,156610
8600000US95363,95363,474790,10680,10920,10330,9350,8975,44490,41030,38870,300145
8600000US95364,95364,-,-,-,-,-,-,-,-,-,-
8600000US95365,95365,46605,1240,1510,2115,8940,2475,6540,5810,2610,15365
8600000US95366,95366,205950,8940,12245,13025,25765,9450,20080,9125,11565,95760
8600000US95367,95367,313515,4755,13890,28245,40355,12940,38910,31565,35220,107635
8600000US95368,95368,208450,2655,8335,16845,19030,7050,19250,22045,17795,95445
8600000US95369,95369,8320,355,130,225,1020,555,1560,1865,335,2280
8600000US95370,95370,262675,10650,20695,24060,24910,14825,22350,10600,14155,120435
8600000US95372,95372,null,null,null,null,null,null,null,null,null,null
8600000US95374,95374,null,null,null,null,null,null,null,null,null,null
8600000US95375,95375,-,-,-,-,-,-,-,-,-,-
8600000US95376,95376,1083405,15340,32500,30695,28700,17605,51510,59140,116505,731410
8600000US95377,95377,693400,5510,15850,15060,23800,10175,30030,34790,102490,455700
8600000US95379,95379,null,null,null,null,null,null,null,null,null,null
8600000US95380,95380,395525,18860,25895,27900,40195,24100,65090,23965,34295,135230
8600000US95382,95382,463425,15680,29210,27790,50475,30585,60270,24615,28090,196715
8600000US95383,95383,null,null,null,null,null,null,null,null,null,null
8600000US95385,95385,null,null,null,null,null,null,null,null,null,null
8600000US95386,95386,111910,2335,2275,5185,9880,6280,27750,6545,13610,38050
8600000US95387,95387,null,null,null,null,null,null,null,null,null,null
8600000US95388,95388,139000,2570,6785,11305,26950,6310,19320,10735,5740,49290
8600000US95389,95389,null,null,null,null,null,null,null,null,null,null
8600000US95391,95391,487980,865,950,3270,5020,8625,13480,21945,60180,373645
8600000US95401,95401,454890,16925,39580,65585,64055,23085,48450,27125,32895,137195
8600000US95403,95403,472440,18935,46315,58655,72555,21825,59790,28160,48935,117270
8600000US95404,95404,416405,16475,42015,53860,58125,29670,52720,18280,35350,109915
8600000US95405,95405,223780,5580,17355,40340,29590,13900,24760,16605,12740,62910
8600000US95407,95407,485250,13875,36460,57180,66395,26855,69720,39805,34685,140270
8600000US95409,95409,283485,4900,13905,30475,34735,22925,34740,19640,22805,99365
8600000US95410,95410,null,null,null,null,null,null,null,null,null,null
8600000US95412,95412,null,null,null,null,null,null,null,null,null,null
8600000US95415,95415,null,null,null,null,null,null,null,null,null,null
8600000US95417,95417,null,null,null,null,null,null,null,null,null,null
8600000US95420,95420,null,null,null,null,null,null,null,null,null,null
8600000US95421,95421,null,null,null,null,null,null,null,null,null,null
8600000US95422,95422,129805,3055,6650,8355,4140,1540,11250,12715,5560,76535
8600000US95423,95423,null,null,null,null,null,null,null,null,null,null
8600000US95425,95425,119220,4560,2945,5830,9380,10735,23250,19785,17885,24850
8600000US95426,95426,null,null,null,null,null,null,null,null,null,null
8600000US95427,95427,null,null,null,null,null,null,null,null,null,null
8600000US95428,95428,14140,1705,1370,600,1520,300,-,-,-,8645
8600000US95429,95429,null,null,null,null,null,null,null,null,null,null
8600000US95430,95430,null,null,null,null,null,null,null,null,null,null
8600000US95431,95431,-,-,-,-,-,-,-,-,-,-
8600000US95432,95432,null,null,null,null,null,null,null,null,null,null
8600000US95435,95435,null,null,null,null,null,null,null,null,null,null
8600000US95436,95436,74145,1355,2415,7760,10085,9750,10320,4065,8630,19765
8600000US95437,95437,92270,9610,13220,13865,12300,3200,6270,925,11225,21650
8600000US95439,95439,null,null,null,null,null,null,null,null,null,null
8600000US95441,95441,21645,645,1240,2520,2380,1635,2740,2810,2100,5575
8600000US95442,95442,null,null,null,null,null,null,null,null,null,null
8600000US95443,95443,null,null,null,null,null,null,null,null,null,null
8600000US95444,95444,null,null,null,null,null,null,null,null,null,null
8600000US95445,95445,null,null,null,null,null,null,null,null,null,null
8600000US95446,95446,73440,1525,1420,2935,4495,1600,14460,10915,11270,24820
8600000US95448,95448,193390,9370,10330,18530,26790,23005,23540,6270,17555,58005
8600000US95449,95449,17125,505,345,1605,1960,800,1170,560,2660,7515
8600000US95450,95450,null,null,null,null,null,null,null,null,null,null
8600000US95451,95451,133140,1965,2940,8430,12520,7875,9720,8490,17500,63700
8600000US95452,95452,null,null,null,null,null,null,null,null,null,null
8600000US95453,95453,80285,6105,11280,8450,5340,1400,5880,11460,9075,21300
8600000US95454,95454,null,null,null,null,null,null,null,null,null,null
8600000US95456,95456,null,null,null,null,null,null,null,null,null,null
8600000US95457,95457,null,null,null,null,null,null,null,null,null,null
8600000US95458,95458,26390,785,665,1100,4220,4315,4110,2165,6030,3000
8600000US95459,95459,null,null,null,null,null,null,null,null,null,null
8600000US95460,95460,null,null,null,null,null,null,null,null,null,null
8600000US95461,95461,null,null,null,null,null,null,null,null,null,null
8600000US95462,95462,null,null,null,null,null,null,null,null,null,null
8600000US95463,95463,null,null,null,null,null,null,null,null,null,null
8600000US95464,95464,null,null,null,null,null,null,null,null,null,null
8600000US95465,95465,null,null,null,null,null,null,null,null,null,null
8600000US95466,95466,12075,210,1230,255,980,2235,-,640,2535,3990
8600000US95467,95467,88315,700,2580,3820,3920,-,3390,5630,18600,49675
8600000US95468,95468,null,null,null,null,null,null,null,null,null,null
8600000US95469,95469,null,null,null,null,null,null,null,null,null,null
8600000US95470,95470,null,null,null,null,null,null,null,null,null,null
8600000US95471,95471,null,null,null,null,null,null,null,null,null,null
8600000US95472,95472,354080,8405,15780,29505,51270,31390,56395,23585,26270,111480
8600000US95476,95476,431815,14195,30535,25405,22410,16240,48025,42375,59455,173180
8600000US95482,95482,241655,19910,34010,29220,15505,3700,18990,6945,17810,95570
8600000US95485,95485,27825,830,970,735,3080,1775,1320,6750,5510,6855
8600000US95486,95486,null,null,null,null,null,null,null,null,null,null
8600000US95488,95488,null,null,null,null,null,null,null,null,null,null
8600000US95490,95490,117090,4005,10300,7375,8880,2125,27670,6535,5455,44740
8600000US95492,95492,323080,12260,27185,43240,48495,22330,42380,14550,23555,89080
8600000US95493,95493,null,null,null,null,null,null,null,null,null,null
8600000US95494,95494,null,null,null,null,null,null,null,null,null,null
8600000US95497,95497,null,null,null,null,null,null,null,null,null,null
8600000US95501,95501,164840,19150,19240,29050,17205,8025,19920,3360,12915,35975
8600000US95503,95503,175640,11600,31355,27540,25805,10200,21210,3435,6530,37965
8600000US95511,95511,null,null,null,null,null,null,null,null,null,null
8600000US95514,95514,null,null,null,null,null,null,null,null,null,null
8600000US95519,95519,145975,9290,14740,15925,37360,11790,26975,5525,6860,17510
8600000US95521,95521,169525,12410,17985,31285,31635,10325,12540,11395,13415,28540
8600000US95524,95524,null,null,null,null,null,null,null,null,null,null
8600000US95525,95525,12770,450,1900,1795,2200,725,720,2385,1530,1070
8600000US95526,95526,null,null,null,null,null,null,null,null,null,null
8600000US95527,95527,null,null,null,null,null,null,null,null,null,null
8600000US95528,95528,14705,350,130,795,1460,975,2670,2065,3315,2945
8600000US95531,95531,102340,13140,23225,16720,7480,3625,10500,4060,3435,20150
8600000US95536,95536,23380,1190,640,1760,2720,1715,5320,1330,1530,7180
8600000US95537,95537,null,null,null,null,null,null,null,null,null,null
8600000US95540,95540,110245,9655,7480,7715,10850,9420,23340,10285,9955,21540
8600000US95542,95542,null,null,null,null,null,null,null,null,null,null
8600000US95543,95543,null,null,null,null,null,null,null,null,null,null
8600000US95545,95545,null,null,null,null,null,null,null,null,null,null
8600000US95546,95546,null,null,null,null,null,null,null,null,null,null
8600000US95547,95547,null,null,null,null,null,null,null,null,null,null
8600000US95548,95548,null,null,null,null,null,null,null,null,null,null
8600000US95549,95549,null,null,null,null,null,null,null,null,null,null
8600000US95550,95550,null,null,null,null,null,null,null,null,null,null
8600000US95551,95551,null,null,null,null,null,null,null,null,null,null
8600000US95552,95552,null,null,null,null,null,null,null,null,null,null
8600000US95553,95553,null,null,null,null,null,null,null,null,null,null
8600000US95554,95554,null,null,null,null,null,null,null,null,null,null
8600000US95555,95555,null,null,null,null,null,null,null,null,null,null
8600000US95556,95556,null,null,null,null,null,null,null,null,null,null
8600000US95558,95558,null,null,null,null,null,null,null,null,null,null
8600000US95559,95559,-,-,-,-,-,-,-,-,-,-
8600000US95560,95560,null,null,null,null,null,null,null,null,null,null
8600000US95562,95562,31125,855,1750,3810,1465,850,5400,3460,9090,4440
8600000US95563,95563,null,null,null,null,null,null,null,null,null,null
8600000US95564,95564,4050,55,360,965,440,225,330,720,-,960
8600000US95565,95565,null,null,null,null,null,null,null,null,null,null
8600000US95567,95567,null,null,null,null,null,null,null,null,null,null
8600000US95568,95568,null,null,null,null,null,null,null,null,null,null
8600000US95569,95569,null,null,null,null,null,null,null,null,null,null
8600000US95570,95570,19510,500,905,1935,3690,2960,5220,875,460,2965
8600000US95571,95571,null,null,null,null,null,null,null,null,null,null
8600000US95573,95573,null,null,null,null,null,null,null,null,null,null
8600000US95585,95585,null,null,null,null,null,null,null,null,null,null
8600000US95587,95587,-,-,-,-,-,-,-,-,-,-
8600000US95589,95589,null,null,null,null,null,null,null,null,null,null
8600000US95595,95595,null,null,null,null,null,null,null,null,null,null
8600000US95601,95601,null,null,null,null,null,null,null,null,null,null
8600000US95602,95602,233505,4610,9145,13095,12890,12425,29910,21065,30140,100230
8600000US95603,95603,276400,11040,20830,21655,28285,19065,28240,28630,39590,79070
8600000US95604,95604,null,null,null,null,null,null,null,null,null,null
8600000US95605,95605,132620,3695,9960,12545,21925,7450,18900,11325,9195,37620
8600000US95606,95606,null,null,null,null,null,null,null,null,null,null
8600000US95607,95607,null,null,null,null,null,null,null,null,null,null
8600000US95608,95608,659230,9685,26740,43560,104035,61535,158930,74835,61970,117935
8600000US95610,95610,577285,7690,28900,50260,70750,48350,112030,51970,73935,133400
8600000US95612,95612,null,null,null,null,null,null,null,null,null,null
8600000US95614,95614,null,null,null,null,null,null,null,null,null,null
8600000US95615,95615,null,null,null,null,null,null,null,null,null,null
8600000US95616,95616,450710,20980,49700,53440,42210,31090,69660,39415,33630,110585
8600000US95618,95618,261735,6080,23900,25500,42285,18115,36060,25220,16825,67750
8600000US95619,95619,46655,745,4420,6000,4140,3975,390,3610,7505,15870
8600000US95620,95620,307835,9285,14145,23240,14665,18590,33590,18275,38220,137825
8600000US95621,95621,499435,6275,22020,48240,68790,39745,86935,47220,69840,110365
8600000US95623,95623,60875,635,1355,4040,3580,2550,1950,4020,13260,29485
8600000US95624,95624,890425,10620,29365,48370,70640,55280,156225,112735,164900,242285
8600000US95625,95625,null,null,null,null,null,null,null,null,null,null
8600000US95626,95626,74980,425,2095,2850,8640,3675,18980,12585,14685,11045
8600000US95627,95627,54070,610,1200,4165,4240,1900,7980,5440,4550,23985
8600000US95628,95628,501040,5760,16925,35765,69705,44600,85340,48445,73465,121035
8600000US95629,95629,null,null,null,null,null,null,null,null,null,null
8600000US95630,95630,840290,23630,51980,69485,91480,57800,116130,97125,129345,203310
8600000US95631,95631,null,null,null,null,null,null,null,null,null,null
8600000US95632,95632,439630,7975,10020,20065,42520,15335,65220,45795,69465,163235
8600000US95633,95633,48570,185,1860,720,1660,1950,7440,1800,13715,19240
8600000US95634,95634,null,null,null,null,null,null,null,null,null,null
8600000US95635,95635,null,null,null,null,null,null,null,null,null,null
8600000US95636,95636,null,null,null,null,null,null,null,null,null,null
8600000US95637,95637,null,null,null,null,null,null,null,null,null,null
8600000US95638,95638,25475,70,660,975,1840,2095,4920,2470,2895,9550
8600000US95639,95639,null,null,null,null,null,null,null,null,null,null
8600000US95640,95640,118405,1775,1310,7455,14890,3135,10560,4120,18135,57030
8600000US95641,95641,19740,225,880,915,440,650,2010,4970,6020,3630
8600000US95642,95642,54115,4160,4895,3030,2660,1150,1860,2705,5200,28460
8600000US95645,95645,null,null,null,null,null,null,null,null,null,null
8600000US95646,95646,null,null,null,null,null,null,null,null,null,null
8600000US95648,95648,586885,11790,25280,42260,43860,29135,72870,67945,104310,189435
8600000US95650,95650,162400,2745,7665,16165,12500,10025,28290,11190,19240,54585
8600000US95651,95651,null,null,null,null,null,null,null,null,null,null
