GEO_ID,NAME,B12001_001E,B12001_002E,B12001_003E,B12001_004E,B12001_005E,B12001_006E,B12001_007E,B12001_008E,B12001_009E,B12001_010E,B12001_011E,B12001_012E,B12001_013E,B12001_014E,B12001_015E,B12001_016E,B12001_017E,B12001_018E,B12001_019E
id,Geographic Area Name,Estimate!!Total:,Estimate!!Total:!!Male:,Estimate!!Total:!!Male:!!Never married,Estimate!!Total:!!Male:!!Now married:,"Estimate!!Total:!!Male:!!Now married:!!Married, spouse present","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Separated","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Other",Estimate!!Total:!!Male:!!Widowed,Estimate!!Total:!!Male:!!Divorced,Estimate!!Total:!!Female:,Estimate!!Total:!!Female:!!Never married,Estimate!!Total:!!Female:!!Now married:,"Estimate!!Total:!!Female:!!Now married:!!Married, spouse present","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Separated","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Other",Estimate!!Total:!!Female:!!Widowed,Estimate!!Total:!!Female:!!Divorced
8600000US92134,ZCTA5 92134,285,221,157,59,0,59,0,59,0,5,64,38,26,0,26,0,26,0,0
8600000US92135,ZCTA5 92135,635,563,533,29,0,29,0,29,1,0,72,71,0,0,0,0,0,0,1
8600000US92139,ZCTA5 92139,29290,14189,6308,6654,5924,730,208,522,323,904,15101,4908,6905,5755,1150,581,569,1423,1865
8600000US92140,ZCTA5 92140,3737,3642,3198,435,0,435,0,435,0,9,95,75,0,0,0,0,0,0,20
8600000US92145,ZCTA5 92145,1469,737,163,486,447,39,0,39,15,73,732,113,517,470,47,0,47,23,79
8600000US92147,ZCTA5 92147,518,465,415,50,0,50,0,50,0,0,53,53,0,0,0,0,0,0,0
8600000US92154,ZCTA5 92154,72725,37691,16137,17613,14643,2970,742,2228,814,3127,35034,11483,17101,14047,3054,1372,1682,2206,4244
8600000US92155,ZCTA5 92155,456,422,400,7,0,7,0,7,0,15,34,34,0,0,0,0,0,0,0
8600000US92173,ZCTA5 92173,23948,11089,4601,5936,5022,914,224,690,139,413,12859,4640,5874,4654,1220,603,617,1118,1227
8600000US92201,ZCTA5 92201,53340,24899,9818,12824,10595,2229,478,1751,495,1762,28441,10212,13357,10153,3204,637,2567,2025,2847
8600000US92203,ZCTA5 92203,25551,12487,3780,7612,7005,607,135,472,173,922,13064,2820,7303,6477,826,156,670,1332,1609
8600000US92210,ZCTA5 92210,4898,2390,375,1610,1556,54,0,54,142,263,2508,220,1575,1539,36,6,30,415,298
8600000US92211,ZCTA5 92211,22959,10343,1931,6907,6488,419,137,282,588,917,12616,2130,6705,6300,405,171,234,1959,1822
8600000US92220,ZCTA5 92220,27412,13057,4442,6461,5495,966,416,550,644,1510,14355,3943,6064,5286,778,384,394,2366,1982
8600000US92222,ZCTA5 92222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US92223,ZCTA5 92223,42472,20270,6232,11617,10683,934,336,598,607,1814,22202,6148,11625,10352,1273,646,627,1746,2683
8600000US92225,ZCTA5 92225,18334,12163,6056,4221,2570,1651,416,1235,240,1646,6171,1682,3123,2425,698,264,434,627,739
8600000US92227,ZCTA5 92227,19438,9566,3565,4819,3952,867,335,532,270,912,9872,3496,4521,3650,871,298,573,855,1000
8600000US92230,ZCTA5 92230,2191,761,379,382,294,88,76,12,0,0,1430,515,326,285,41,40,1,353,236
8600000US92231,ZCTA5 92231,30277,14099,5750,7255,6241,1014,236,778,550,544,16178,6197,7088,5695,1393,661,732,1592,1301
8600000US92233,ZCTA5 92233,6479,5316,3461,1325,431,894,170,724,48,482,1163,416,473,387,86,37,49,110,164
8600000US92234,ZCTA5 92234,44245,22243,8800,10857,9309,1548,498,1050,546,2040,22002,7104,10017,8388,1629,630,999,2063,2818
8600000US92236,ZCTA5 92236,36874,17456,7221,9289,6782,2507,320,2187,267,679,19418,7998,9383,6318,3065,695,2370,865,1172
8600000US92239,ZCTA5 92239,222,124,24,92,81,11,0,11,4,4,98,5,80,74,6,2,4,11,2
8600000US92240,ZCTA5 92240,27963,13814,5564,6304,5024,1280,430,850,373,1573,14149,5155,5675,4715,960,439,521,1262,2057
8600000US92241,ZCTA5 92241,6725,3486,1028,1826,1654,172,70,102,118,514,3239,506,1794,1604,190,109,81,488,451
8600000US92242,ZCTA5 92242,1110,550,142,248,237,11,4,7,38,122,560,78,249,219,30,5,25,109,124
8600000US92243,ZCTA5 92243,38362,18903,7962,8938,7455,1483,548,935,476,1527,19459,6431,8823,6933,1890,1066,824,2287,1918
8600000US92249,ZCTA5 92249,5875,2847,1130,1330,1176,154,41,113,199,188,3028,1331,1357,1093,264,136,128,216,124
8600000US92250,ZCTA5 92250,6592,3310,1351,1570,1343,227,67,160,229,160,3282,1168,1380,1278,102,49,53,166,568
8600000US92251,ZCTA5 92251,18559,10828,5309,4363,3129,1234,184,1050,71,1085,7731,2988,3591,2895,696,356,340,444,708
8600000US92252,ZCTA5 92252,7692,3935,1554,1555,1504,51,41,10,295,531,3757,1027,1551,1535,16,16,0,340,839
8600000US92253,ZCTA5 92253,34409,16922,4895,9997,9363,634,180,454,347,1683,17487,3789,10136,9049,1087,480,607,1359,2203
8600000US92254,ZCTA5 92254,7370,3776,1682,1890,1751,139,20,119,34,170,3594,1086,2227,1646,581,127,454,225,56
8600000US92256,ZCTA5 92256,2624,1342,546,551,487,64,29,35,96,149,1282,277,564,522,42,5,37,84,357
8600000US92257,ZCTA5 92257,966,494,95,246,240,6,6,0,36,117,472,39,313,246,67,29,38,55,65
8600000US92258,ZCTA5 92258,510,297,140,144,40,104,90,14,0,13,213,73,129,45,84,43,41,0,11
8600000US92259,ZCTA5 92259,116,48,6,42,42,0,0,0,0,0,68,0,44,44,0,0,0,21,3
8600000US92260,ZCTA5 92260,30488,14773,4599,7923,7043,880,321,559,581,1670,15715,3535,7433,6713,720,208,512,2289,2458
8600000US92262,ZCTA5 92262,24927,14535,6385,5870,5172,698,194,504,420,1860,10392,2958,4750,4239,511,265,246,1037,1647
8600000US92264,ZCTA5 92264,18788,11190,4970,4231,3683,548,163,385,474,1515,7598,1638,3498,3166,332,112,220,1230,1232
8600000US92266,ZCTA5 92266,112,85,0,27,27,0,0,0,22,36,27,0,20,20,0,0,0,7,0
8600000US92267,ZCTA5 92267,6,6,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
8600000US92268,ZCTA5 92268,432,242,55,135,135,0,0,0,6,46,190,6,127,127,0,0,0,26,31
8600000US92270,ZCTA5 92270,17115,8690,2319,5063,4619,444,15,429,318,990,8425,924,4752,4451,301,81,220,1581,1168
8600000US92273,ZCTA5 92273,1550,686,261,350,255,95,65,30,27,48,864,417,300,241,59,39,20,87,60
8600000US92274,ZCTA5 92274,11667,6226,2639,3098,2355,743,157,586,133,356,5441,1615,3136,2234,902,146,756,382,308
8600000US92275,ZCTA5 92275,2140,934,385,409,397,12,12,0,12,128,1206,379,526,388,138,28,110,204,97
8600000US92276,ZCTA5 92276,5791,3067,1047,1590,1377,213,86,127,87,343,2724,353,1400,1241,159,112,47,490,481
8600000US92277,ZCTA5 92277,17032,8784,2610,5019,4155,864,184,680,167,988,8248,1838,4836,4201,635,175,460,587,987
8600000US92278,ZCTA5 92278,4202,3762,3118,593,370,223,2,221,0,51,440,80,360,358,2,0,2,0,0
8600000US92280,ZCTA5 92280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US92281,ZCTA5 92281,1814,894,403,379,361,18,7,11,33,79,920,388,393,337,56,30,26,88,51
8600000US92282,ZCTA5 92282,1132,573,225,299,202,97,0,97,6,43,559,208,193,163,30,6,24,37,121
8600000US92283,ZCTA5 92283,1249,576,251,229,189,40,10,30,29,67,673,299,207,172,35,0,35,101,66
8600000US92284,ZCTA5 92284,21285,10244,3223,5280,4554,726,391,335,365,1376,11041,2336,5033,4525,508,316,192,1570,2102
8600000US92285,ZCTA5 92285,2257,1216,364,501,438,63,25,38,109,242,1041,77,561,430,131,57,74,169,234
8600000US92301,ZCTA5 92301,24401,13078,6532,5278,4456,822,280,542,220,1048,11323,4485,5094,4289,805,417,388,690,1054
8600000US92304,ZCTA5 92304,23,23,10,13,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0
8600000US92305,ZCTA5 92305,535,245,33,185,135,50,0,50,13,14,290,64,154,134,20,0,20,15,57
8600000US92307,ZCTA5 92307,30505,14796,4974,7952,7461,491,130,361,542,1328,15709,4569,8045,7413,632,351,281,1028,2067
8600000US92308,ZCTA5 92308,33064,15444,4875,8453,7861,592,244,348,471,1645,17620,4800,8298,7726,572,353,219,1712,2810
8600000US92309,ZCTA5 92309,444,237,81,128,79,49,15,34,6,22,207,80,100,80,20,13,7,5,22
8600000US92310,ZCTA5 92310,6271,4049,1775,1966,1715,251,20,231,0,308,2222,321,1762,1639,123,94,29,26,113
8600000US92311,ZCTA5 92311,24566,11040,4493,4793,3950,843,309,534,339,1415,13526,5130,4743,3899,844,583,261,1440,2213
8600000US92313,ZCTA5 92313,10431,4782,1693,2441,2277,164,33,131,141,507,5649,1671,2619,2278,341,171,170,531,828
8600000US92314,ZCTA5 92314,9099,4571,1445,2248,2097,151,33,118,314,564,4528,981,2449,2134,315,126,189,382,716
8600000US92315,ZCTA5 92315,4372,2196,660,1040,894,146,74,72,121,375,2176,597,998,906,92,51,41,225,356
8600000US92316,ZCTA5 92316,22827,11300,4893,5462,4856,606,171,435,261,684,11527,4209,5521,4754,767,339,428,970,827
8600000US92320,ZCTA5 92320,7362,3611,1071,1902,1656,246,36,210,107,531,3751,827,1899,1592,307,40,267,530,495
8600000US92321,ZCTA5 92321,893,462,114,257,253,4,0,4,30,61,431,99,255,232,23,19,4,16,61
8600000US92322,ZCTA5 92322,560,258,16,166,166,0,0,0,0,76,302,18,171,171,0,0,0,43,70
8600000US92324,ZCTA5 92324,46266,21726,8891,10731,9917,814,243,571,576,1528,24540,9099,11253,9738,1515,571,944,1786,2402
8600000US92325,ZCTA5 92325,6692,3345,1237,1638,1512,126,10,116,49,421,3347,823,1674,1633,41,0,41,306,544
8600000US92327,ZCTA5 92327,602,391,159,108,108,0,0,0,34,90,211,43,130,107,23,23,0,38,0
8600000US92328,ZCTA5 92328,423,223,128,61,43,18,11,7,0,34,200,133,34,24,10,1,9,10,23
8600000US92332,ZCTA5 92332,97,94,91,3,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0
8600000US92333,ZCTA5 92333,369,182,22,138,117,21,0,21,0,22,187,0,132,113,19,0,19,25,30
8600000US92335,ZCTA5 92335,74434,36638,16529,17166,14677,2489,875,1614,753,2190,37796,14047,17341,14262,3079,1519,1560,2584,3824
8600000US92336,ZCTA5 92336,76114,37343,15155,19891,18346,1545,457,1088,442,1855,38771,12945,19849,18007,1842,756,1086,2207,3770
8600000US92337,ZCTA5 92337,30413,15491,6748,7870,7119,751,120,631,63,810,14922,5219,7814,6949,865,344,521,734,1155
8600000US92338,ZCTA5 92338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US92339,ZCTA5 92339,896,467,171,247,242,5,0,5,5,44,429,112,264,243,21,15,6,6,47
8600000US92341,ZCTA5 92341,197,98,14,84,84,0,0,0,0,0,99,10,82,82,0,0,0,0,7
8600000US92342,ZCTA5 92342,5395,2647,584,1654,1594,60,4,56,59,350,2748,435,1674,1587,87,19,68,403,236
8600000US92344,ZCTA5 92344,18220,9352,3262,5444,4921,523,194,329,53,593,8868,2765,5034,4696,338,196,142,572,497
8600000US92345,ZCTA5 92345,61671,30564,11939,14832,13480,1352,577,775,679,3114,31107,9982,15364,13189,2175,1361,814,2236,3525
8600000US92346,ZCTA5 92346,49665,25496,11370,11342,9688,1654,472,1182,583,2201,24169,8826,11023,9557,1466,742,724,1892,2428
8600000US92347,ZCTA5 92347,637,268,87,163,118,45,10,35,0,18,369,89,126,112,14,0,14,53,101
8600000US92352,ZCTA5 92352,4679,2144,531,1408,1302,106,17,89,27,178,2535,561,1436,1300,136,35,101,224,314
8600000US92354,ZCTA5 92354,18895,8439,3237,4485,4105,380,98,282,301,416,10456,3618,4765,4025,740,395,345,967,1106
8600000US92356,ZCTA5 92356,5151,2598,929,1148,1011,137,59,78,100,421,2553,874,1182,1031,151,89,62,178,319
8600000US92358,ZCTA5 92358,675,342,119,130,107,23,0,23,0,93,333,57,145,106,39,30,9,84,47
8600000US92359,ZCTA5 92359,7527,3751,1415,1760,1606,154,52,102,128,448,3776,1282,1699,1591,108,17,91,224,571
8600000US92363,ZCTA5 92363,4087,1938,634,975,869,106,39,67,80,249,2149,518,929,874,55,32,23,368,334
8600000US92364,ZCTA5 92364,6,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
8600000US92365,ZCTA5 92365,2263,1234,308,717,639,78,37,41,27,182,1029,244,719,657,62,11,51,27,39
8600000US92368,ZCTA5 92368,757,362,207,115,105,10,8,2,6,34,395,173,138,106,32,22,10,36,48
8600000US92371,ZCTA5 92371,13816,6797,2237,3871,3561,310,133,177,174,515,7019,1669,3968,3523,445,183,262,755,627
8600000US92372,ZCTA5 92372,4740,2194,575,1385,1277,108,41,67,108,126,2546,476,1551,1268,283,136,147,401,118
8600000US92373,ZCTA5 92373,27332,12577,4124,7070,6653,417,120,297,399,984,14755,4402,7202,6624,578,246,332,1450,1701
8600000US92374,ZCTA5 92374,35272,16790,7113,7778,7269,509,180,329,374,1525,18482,6637,7882,7098,784,306,478,1733,2230
8600000US92376,ZCTA5 92376,65808,32736,15018,15169,12630,2539,832,1707,493,2056,33072,12679,15121,12204,2917,1435,1482,2031,3241
8600000US92377,ZCTA5 92377,16426,7862,2970,4379,3973,406,222,184,174,339,8564,2823,4403,3846,557,324,233,616,722
8600000US92378,ZCTA5 92378,220,104,18,70,70,0,0,0,0,16,116,32,70,70,0,0,0,0,14
8600000US92382,ZCTA5 92382,3357,1698,457,897,805,92,20,72,104,240,1659,261,883,793,90,43,47,150,365
8600000US92384,ZCTA5 92384,17,13,0,9,0,9,3,6,0,4,4,0,0,0,0,0,0,0,4
8600000US92385,ZCTA5 92385,190,96,20,54,54,0,0,0,0,22,94,7,54,54,0,0,0,0,33
8600000US92386,ZCTA5 92386,1849,792,266,373,373,0,0,0,37,116,1057,351,353,353,0,0,0,144,209
8600000US92389,ZCTA5 92389,156,93,23,20,20,0,0,0,4,46,63,16,23,20,3,3,0,13,11
8600000US92391,ZCTA5 92391,1666,892,266,524,435,89,35,54,0,102,774,133,456,426,30,17,13,46,139
8600000US92392,ZCTA5 92392,43203,20336,8336,9782,8897,885,250,635,365,1853,22867,7691,10510,8728,1782,713,1069,1731,2935
8600000US92394,ZCTA5 92394,25371,13639,6052,6010,4427,1583,521,1062,237,1340,11732,4615,5236,4266,970,622,348,900,981
8600000US92395,ZCTA5 92395,33316,15963,6114,7526,6618,908,163,745,395,1928,17353,5723,7651,6480,1171,786,385,1785,2194
8600000US92397,ZCTA5 92397,3509,1798,333,1214,1113,101,97,4,58,193,1711,311,1125,1101,24,0,24,145,130
8600000US92398,ZCTA5 92398,1702,880,261,429,397,32,0,32,0,190,822,329,413,413,0,0,0,0,80
8600000US92399,ZCTA5 92399,43070,20505,7197,11480,10487,993,167,826,473,1355,22565,6073,11743,10348,1395,483,912,1975,2774
8600000US92401,ZCTA5 92401,1666,819,502,231,191,40,20,20,5,81,847,428,273,185,88,79,9,121,25
8600000US92404,ZCTA5 92404,47103,22814,11262,8964,7268,1696,648,1048,397,2191,24289,10720,9050,7018,2032,1031,1001,1796,2723
8600000US92405,ZCTA5 92405,21569,10289,5079,4209,3561,648,235,413,188,813,11280,4789,4379,3527,852,537,315,870,1242
8600000US92407,ZCTA5 92407,51844,26567,12945,11406,9867,1539,524,1015,371,1845,25277,10185,11199,9645,1554,563,991,1354,2539
8600000US92408,ZCTA5 92408,10625,5761,2900,2234,1768,466,131,335,77,550,4864,1687,2220,1753,467,118,349,308,649
8600000US92410,ZCTA5 92410,32436,15462,7373,6258,5391,867,431,436,555,1276,16974,7519,6714,5243,1471,728,743,1038,1703
8600000US92411,ZCTA5 92411,18759,8944,4212,3869,3298,571,204,367,335,528,9815,3900,4089,3096,993,455,538,916,910
8600000US92501,ZCTA5 92501,17442,9039,4718,3165,2522,643,387,256,275,881,8403,3395,3108,2400,708,457,251,781,1119
8600000US92503,ZCTA5 92503,74552,37563,15306,18745,16082,2663,1020,1643,447,3065,36989,12639,18106,15268,2838,1307,1531,2890,3354
8600000US92504,ZCTA5 92504,48118,23055,10695,10273,9204,1069,256,813,505,1582,25063,9441,10229,8826,1403,590,813,2413,2980
8600000US92505,ZCTA5 92505,42458,20989,9518,9880,8761,1119,382,737,304,1287,21469,8169,9988,8318,1670,769,901,1375,1937
8600000US92506,ZCTA5 92506,37581,18645,6609,10393,9690,703,262,441,431,1212,18936,4975,9998,9344,654,296,358,1598,2365
8600000US92507,ZCTA5 92507,49852,24692,15085,7658,6389,1269,325,944,364,1585,25160,14374,7415,6147,1268,634,634,1134,2237
8600000US92508,ZCTA5 92508,30409,15099,5772,7858,7372,486,155,331,237,1232,15310,4985,7829,7173,656,211,445,1038,1458
8600000US92509,ZCTA5 92509,62342,31653,13947,14646,12827,1819,658,1161,638,2422,30689,11123,14717,12209,2508,1095,1413,2230,2619
8600000US92518,ZCTA5 92518,762,332,38,143,132,11,0,11,69,82,430,56,160,143,17,8,9,109,105
8600000US92530,ZCTA5 92530,43449,21352,8840,10387,9025,1362,418,944,330,1795,22097,8140,10152,8657,1495,563,932,1477,2328
8600000US92532,ZCTA5 92532,18871,9472,3532,5296,4989,307,119,188,135,509,9399,2584,5437,4882,555,385,170,469,909
8600000US92536,ZCTA5 92536,2419,1223,475,607,569,38,24,14,14,127,1196,242,691,565,126,77,49,208,55
8600000US92539,ZCTA5 92539,3774,2067,758,1029,802,227,101,126,146,134,1707,339,1001,763,238,100,138,152,215
8600000US92543,ZCTA5 92543,28700,13117,4802,6178,5514,664,195,469,439,1698,15583,4338,6512,5417,1095,652,443,2070,2663
8600000US92544,ZCTA5 92544,38969,19429,6824,9813,8531,1282,627,655,718,2074,19540,6033,9430,8261,1169,722,447,1477,2600
8600000US92545,ZCTA5 92545,33759,15887,4762,8342,7664,678,123,555,796,1987,17872,4076,8352,7216,1136,593,543,2757,2687
8600000US92548,ZCTA5 92548,5925,3104,1194,1495,1241,254,82,172,73,342,2821,739,1427,1289,138,44,94,280,375
8600000US92549,ZCTA5 92549,2338,1118,397,596,560,36,27,9,21,104,1220,283,658,627,31,0,31,103,176
8600000US92551,ZCTA5 92551,25828,12116,4877,6155,5449,706,201,505,235,849,13712,5404,6339,5230,1109,405,704,758,1211
8600000US92553,ZCTA5 92553,57548,27888,12683,12975,11287,1688,462,1226,494,1736,29660,12342,13111,10815,2296,985,1311,1585,2622
8600000US92555,ZCTA5 92555,34695,16597,6831,8477,7524,953,289,664,276,1013,18098,6611,8554,7196,1358,452,906,1106,1827
8600000US92557,ZCTA5 92557,41807,19919,8321,9800,8785,1015,245,770,305,1493,21888,8167,9797,8439,1358,668,690,1432,2492
8600000US92561,ZCTA5 92561,1323,774,274,298,297,1,0,1,34,168,549,84,307,290,17,14,3,101,57
8600000US92562,ZCTA5 92562,50514,23592,7431,14039,12814,1225,424,801,390,1732,26922,7412,13960,12498,1462,667,795,2346,3204
8600000US92563,ZCTA5 92563,51746,25701,8979,14734,12938,1796,502,1294,307,1681,26045,7165,14574,12643,1931,711,1220,1665,2641
8600000US92567,ZCTA5 92567,8205,4096,1509,2294,1984,310,68,242,112,181,4109,1394,2189,1859,330,160,170,259,267
8600000US92570,ZCTA5 92570,46220,23985,10036,11430,9384,2046,581,1465,417,2102,22235,7559,10812,8923,1889,767,1122,1737,2127
8600000US92571,ZCTA5 92571,42142,21340,9544,10635,9168,1467,539,928,193,968,20802,7320,10451,8745,1706,441,1265,1344,1687
8600000US92582,ZCTA5 92582,12577,6172,2738,3163,2705,458,115,343,46,225,6405,2104,2981,2608,373,186,187,350,970
8600000US92583,ZCTA5 92583,25731,12561,5069,5933,4974,959,301,658,367,1192,13170,4310,5903,4737,1166,511,655,1033,1924
8600000US92584,ZCTA5 92584,41313,20359,6819,11751,11073,678,213,465,301,1488,20954,5763,11643,10753,890,325,565,1205,2343
8600000US92585,ZCTA5 92585,17644,8736,3474,4459,4007,452,147,305,210,593,8908,2703,4413,3845,568,334,234,859,933
8600000US92586,ZCTA5 92586,17271,7596,1962,3979,3578,401,163,238,553,1102,9675,1864,3671,3365,306,226,80,2028,2112
8600000US92587,ZCTA5 92587,13666,7062,2165,3900,3692,208,119,89,221,776,6604,1415,3864,3543,321,192,129,614,711
8600000US92590,ZCTA5 92590,4306,2213,1001,824,686,138,87,51,96,292,2093,843,802,640,162,52,110,166,282
8600000US92591,ZCTA5 92591,32374,15246,4810,8869,8353,516,227,289,366,1201,17128,4845,9093,8243,850,390,460,1296,1894
8600000US92592,ZCTA5 92592,64698,32235,9690,19533,18216,1317,496,821,407,2605,32463,8016,19374,17584,1790,625,1165,1846,3227
8600000US92595,ZCTA5 92595,26521,12828,4617,6752,6175,577,144,433,346,1113,13693,4158,6762,5982,780,173,607,1247,1526
8600000US92596,ZCTA5 92596,23110,11500,3382,6643,6091,552,166,386,313,1162,11610,2768,6835,5939,896,307,589,582,1425
8600000US92602,ZCTA5 92602,17101,8267,2198,5655,5299,356,0,356,19,395,8834,1636,5885,5288,597,83,514,383,930
8600000US92603,ZCTA5 92603,15253,7633,1977,4563,4377,186,39,147,303,790,7620,1668,4473,4294,179,45,134,430,1049
8600000US92604,ZCTA5 92604,23728,11716,4495,6311,5838,473,151,322,173,737,12012,3128,6374,5878,496,116,380,976,1534
8600000US92606,ZCTA5 92606,20885,9947,3795,5311,4702,609,192,417,191,650,10938,3638,5603,4668,935,264,671,503,1194
8600000US92610,ZCTA5 92610,12652,6008,1427,4093,3740,353,140,213,60,428,6644,1677,3995,3712,283,101,182,349,623
8600000US92612,ZCTA5 92612,30421,14875,8685,5230,4701,529,208,321,152,808,15546,7738,5597,4830,767,202,565,946,1265
8600000US92614,ZCTA5 92614,22433,11066,4546,5726,5324,402,65,337,99,695,11367,3870,5822,5248,574,167,407,624,1051
8600000US92617,ZCTA5 92617,16252,6924,5385,1466,1286,180,24,156,31,42,9328,7740,1436,1286,150,23,127,28,124
8600000US92618,ZCTA5 92618,38562,20133,6572,11696,10702,994,245,749,133,1732,18429,4571,11577,10601,976,187,789,592,1689
8600000US92620,ZCTA5 92620,41243,19354,5498,13009,12483,526,172,354,110,737,21889,4930,13563,12431,1132,171,961,1385,2011
8600000US92624,ZCTA5 92624,5822,2923,965,1661,1553,108,17,91,166,131,2899,531,1594,1506,88,56,32,273,501
8600000US92625,ZCTA5 92625,10827,5208,1122,3391,3170,221,89,132,76,619,5619,934,3241,3163,78,0,78,506,938
8600000US92626,ZCTA5 92626,42870,21617,9463,10155,9066,1089,337,752,369,1630,21253,7816,9913,8870,1043,319,724,1364,2160
8600000US92627,ZCTA5 92627,51634,26041,12112,10902,9747,1155,296,859,428,2599,25593,9825,10872,9515,1357,593,764,1470,3426
8600000US92629,ZCTA5 92629,23375,11342,2922,6759,6158,601,284,317,430,1231,12033,2666,6524,6048,476,195,281,876,1967
8600000US92630,ZCTA5 92630,50039,24364,9004,13091,11894,1197,205,992,479,1790,25675,7097,12909,11783,1126,341,785,1702,3967
8600000US92637,ZCTA5 92637,16019,5714,424,3803,3639,164,56,108,585,902,10305,893,3953,3580,373,139,234,3414,2045
8600000US92646,ZCTA5 92646,47523,22883,7552,13002,11979,1023,400,623,555,1774,24640,6164,12762,11777,985,311,674,2255,3459
8600000US92647,ZCTA5 92647,51046,25628,10949,11763,10577,1186,458,728,504,2412,25418,8984,11446,10336,1110,340,770,1618,3370
8600000US92648,ZCTA5 92648,39720,20016,7264,10302,9265,1037,445,592,345,2105,19704,5755,9582,9044,538,175,363,1599,2768
8600000US92649,ZCTA5 92649,30039,14978,4664,7813,7379,434,127,307,497,2004,15061,4060,7746,7253,493,186,307,1039,2216
8600000US92651,ZCTA5 92651,21824,10785,3098,6051,5736,315,88,227,244,1392,11039,2577,6056,5767,289,89,200,748,1658
8600000US92653,ZCTA5 92653,24811,11736,3928,6715,6279,436,97,339,298,795,13075,3481,6848,6306,542,142,400,1128,1618
8600000US92655,ZCTA5 92655,6371,3070,1230,1653,1228,425,118,307,84,103,3301,986,1696,1211,485,115,370,254,365
8600000US92656,ZCTA5 92656,41802,19919,6638,11299,10698,601,141,460,269,1713,21883,6029,11217,10524,693,295,398,1297,3340
8600000US92657,ZCTA5 92657,8218,3762,794,2749,2708,41,0,41,21,198,4456,928,2780,2682,98,0,98,298,450
8600000US92660,ZCTA5 92660,29515,13772,3992,8135,7862,273,134,139,295,1350,15743,3882,8270,7848,422,213,209,1236,2355
8600000US92661,ZCTA5 92661,3245,1829,879,744,698,46,14,32,15,191,1416,494,745,700,45,22,23,101,76
8600000US92662,ZCTA5 92662,2289,1034,219,684,660,24,0,24,59,72,1255,132,693,615,78,9,69,214,216
8600000US92663,ZCTA5 92663,19671,10511,4979,4232,3788,444,200,244,165,1135,9160,3308,4031,3795,236,93,143,606,1215
8600000US92672,ZCTA5 92672,29518,14399,5058,7860,7319,541,185,356,201,1280,15119,3649,8050,7381,669,158,511,1152,2268
8600000US92673,ZCTA5 92673,24136,12205,3346,7925,7782,143,34,109,411,523,11931,1977,7973,7723,250,113,137,892,1089
8600000US92675,ZCTA5 92675,31097,14785,4261,9067,8626,441,99,342,462,995,16312,3979,9274,8521,753,202,551,1253,1806
8600000US92676,ZCTA5 92676,1799,905,224,557,542,15,6,9,19,105,894,142,571,542,29,10,19,91,90
8600000US92677,ZCTA5 92677,55838,26240,7184,16724,15686,1038,252,786,463,1869,29598,6976,16565,15531,1034,269,765,1733,4324
8600000US92678,ZCTA5 92678,498,250,69,136,131,5,0,5,0,45,248,71,135,126,9,5,4,13,29
8600000US92679,ZCTA5 92679,26605,13407,3570,8965,8669,296,70,226,162,710,13198,2792,8906,8588,318,45,273,440,1060
8600000US92683,ZCTA5 92683,75968,36965,13828,20045,17325,2720,426,2294,731,2361,39003,11670,20030,17039,2991,930,2061,3586,3717
8600000US92688,ZCTA5 92688,35546,17361,5399,10566,9892,674,181,493,216,1180,18185,4456,10256,9531,725,345,380,830,2643
8600000US92691,ZCTA5 92691,42890,21274,7141,12077,11487,590,90,500,585,1471,21616,4999,12321,11283,1038,330,708,1811,2485
8600000US92692,ZCTA5 92692,39485,19326,5328,12150,11435,715,162,553,473,1375,20159,3854,12065,11371,694,239,455,1752,2488
8600000US92694,ZCTA5 92694,20163,9733,2391,6688,6504,184,82,102,56,598,10430,2087,6694,6432,262,145,117,410,1239
8600000US92701,ZCTA5 92701,40497,20687,10094,9399,7488,1911,398,1513,448,746,19810,7845,9082,7229,1853,938,915,1216,1667
8600000US92703,ZCTA5 92703,53943,28284,13730,12582,9381,3201,685,2516,588,1384,25659,10361,11878,9067,2811,841,1970,1709,1711
8600000US92704,ZCTA5 92704,69400,34589,14640,17356,13602,3754,793,2961,618,1975,34811,13168,16520,13050,3470,1045,2425,2039,3084
8600000US92705,ZCTA5 92705,38122,19558,6976,11168,10352,816,179,637,343,1071,18564,4844,10898,9909,989,445,544,1369,1453
8600000US92706,ZCTA5 92706,27636,13775,5848,6785,5831,954,161,793,272,870,13861,4773,6846,5660,1186,465,721,982,1260
