"GEO_ID","NAME","B12001_001E","B12001_001M","B12001_002E","B12001_002M","B12001_003E","B12001_003M","B12001_004E","B12001_004M","B12001_005E","B12001_005M","B12001_006E","B12001_006M","B12001_007E","B12001_007M","B12001_008E","B12001_008M","B12001_009E","B12001_009M","B12001_010E","B12001_010M","B12001_011E","B12001_011M","B12001_012E","B12001_012M","B12001_013E","B12001_013M","B12001_014E","B12001_014M","B12001_015E","B12001_015M","B12001_016E","B12001_016M","B12001_017E","B12001_017M","B12001_018E","B12001_018M","B12001_019E","B12001_019M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Never married","Margin of Error!!Total:!!Male:!!Never married","Estimate!!Total:!!Male:!!Now married:","Margin of Error!!Total:!!Male:!!Now married:","Estimate!!Total:!!Male:!!Now married:!!Married, spouse present","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse present","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Separated","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Separated","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Other","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Other","Estimate!!Total:!!Male:!!Widowed","Margin of Error!!Total:!!Male:!!Widowed","Estimate!!Total:!!Male:!!Divorced","Margin of Error!!Total:!!Male:!!Divorced","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Never married","Margin of Error!!Total:!!Female:!!Never married","Estimate!!Total:!!Female:!!Now married:","Margin of Error!!Total:!!Female:!!Now married:","Estimate!!Total:!!Female:!!Now married:!!Married, spouse present","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse present","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Separated","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Separated","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Other","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Other","Estimate!!Total:!!Female:!!Widowed","Margin of Error!!Total:!!Female:!!Widowed","Estimate!!Total:!!Female:!!Divorced","Margin of Error!!Total:!!Female:!!Divorced"
"8600000US90001","ZCTA5 90001","43931","1339","22441","818","11585","662","9216","517","7200","447","2016","319","582","147","1434","280","421","178","1219","233","21490","779","9999","725","9047","521","6863","430","2184","271","1040","179","1144","209","1247","194","1197","217"
"8600000US90002","ZCTA5 90002","39066","1551","18179","859","9859","666","7093","434","5691","380","1402","220","426","131","976","212","400","130","827","207","20887","981","10963","759","7229","450","5461","370","1768","286","858","204","910","204","1199","246","1496","283"
"8600000US90003","ZCTA5 90003","54243","1535","25998","999","13908","771","10519","602","7633","450","2886","390","888","208","1998","322","447","124","1124","244","28245","1110","14115","915","10720","557","7287","436","3433","363","1497","257","1936","315","1637","268","1773","247"
"8600000US90004","ZCTA5 90004","50637","1416","25246","948","13486","835","9925","525","8405","429","1520","274","565","167","955","206","349","127","1486","256","25391","936","11750","788","9700","495","8144","439","1556","234","653","154","903","203","1707","240","2234","309"
"8600000US90005","ZCTA5 90005","33484","1221","16730","898","9211","768","6169","481","5036","383","1133","241","409","124","724","200","274","98","1076","220","16754","674","7931","520","6048","408","4932","368","1116","226","584","155","532","181","1342","251","1433","216"
"8600000US90006","ZCTA5 90006","48626","1310","24018","897","13405","673","8717","486","6724","391","1993","312","692","167","1301","279","416","142","1480","255","24608","784","11948","669","8776","463","6530","380","2246","299","1153","206","1093","209","1786","290","2098","270"
"8600000US90007","ZCTA5 90007","37617","1205","19256","1068","14613","1003","4001","302","2998","249","1003","222","343","135","660","164","145","79","497","121","18361","792","12691","708","4032","318","2869","244","1163","221","509","133","654","178","890","165","748","155"
"8600000US90008","ZCTA5 90008","27800","1149","12039","782","6196","545","4437","524","3544","445","893","259","424","164","469","180","215","128","1191","260","15761","828","7667","669","4543","494","3555","405","988","288","538","178","450","174","1281","270","2270","398"
"8600000US90010","ZCTA5 90010","3505","537","1644","305","772","243","740","194","720","193","20","16","20","16","0","12","6","9","126","64","1861","326","726","171","754","189","712","189","42","35","9","14","33","33","137","78","244","97"
"8600000US90011","ZCTA5 90011","81802","1724","40980","1351","22216","1078","16501","686","12391","557","4110","482","1200","231","2910","402","376","122","1887","276","40822","846","20819","934","15693","636","11853","524","3840","383","1659","224","2181","313","2121","271","2189","289"
"8600000US90012","ZCTA5 90012","34039","1212","21243","1175","13461","1047","5785","425","3624","342","2161","294","780","141","1381","278","320","120","1677","315","12796","531","5600","467","4396","340","3542","323","854","205","372","132","482","137","1856","306","944","243"
"8600000US90013","ZCTA5 90013","12169","922","7774","711","4954","566","1747","369","983","205","764","280","477","185","287","190","332","140","741","233","4395","553","2290","441","1117","236","881","191","236","124","141","107","95","79","335","117","653","191"
"8600000US90014","ZCTA5 90014","8561","1140","5156","1005","3059","691","1034","257","675","189","359","181","226","158","133","86","96","79","967","319","3405","517","1880","455","738","201","614","172","124","89","99","81","25","36","324","136","463","201"
"8600000US90015","ZCTA5 90015","19363","929","9782","686","6095","581","2998","315","2248","288","750","187","223","88","527","181","68","46","621","179","9581","635","5246","508","2987","336","2251","314","736","175","459","133","277","112","505","166","843","218"
"8600000US90016","ZCTA5 90016","38595","1393","18952","918","9485","762","7469","501","6343","449","1126","257","384","147","742","228","496","160","1502","224","19643","887","8088","639","7894","503","6135","428","1759","244","859","185","900","221","1525","351","2136","352"
"8600000US90017","ZCTA5 90017","22656","822","12002","686","7340","643","3627","297","2768","265","859","174","333","127","526","140","90","75","945","222","10654","567","5767","499","3473","313","2748","257","725","179","347","113","378","141","603","172","811","183"
"8600000US90018","ZCTA5 90018","43204","1349","20592","900","10555","748","8229","533","6516","470","1713","300","476","139","1237","267","299","100","1509","280","22612","851","10595","686","8332","583","6296","442","2036","372","859","189","1177","283","1513","216","2172","304"
"8600000US90019","ZCTA5 90019","54399","1594","27092","1147","13720","1042","10874","657","8714","552","2160","461","794","215","1366","354","410","118","2088","343","27307","980","11879","827","10496","581","8641","524","1855","322","932","259","923","256","2155","319","2777","353"
"8600000US90020","ZCTA5 90020","33153","967","15898","764","7862","659","7056","472","6182","440","874","261","371","173","503","205","123","67","857","221","17255","749","7750","616","7089","453","5999","439","1090","228","576","179","514","153","919","239","1497","239"
"8600000US90021","ZCTA5 90021","2672","404","1627","264","990","201","427","143","259","90","168","107","61","45","107","76","0","12","210","119","1045","218","577","166","294","91","246","89","48","33","35","29","13","20","81","65","93","52"
"8600000US90022","ZCTA5 90022","52076","1388","25279","804","11959","692","11418","592","9424","533","1994","294","710","185","1284","262","750","205","1152","245","26797","886","11324","641","11577","537","9060","492","2517","322","1233","235","1284","221","2105","318","1791","290"
"8600000US90023","ZCTA5 90023","35704","1176","17830","742","9410","648","7272","439","5852","380","1420","274","569","145","851","229","270","104","878","161","17874","751","8293","585","7260","485","5596","370","1664","286","733","179","931","220","1419","230","902","188"
"8600000US90024","ZCTA5 90024","48231","1312","21408","1198","15195","1106","5069","367","4512","323","557","180","176","120","381","149","227","108","917","225","26823","1137","18665","1038","5173","446","4500","347","673","194","117","71","556","176","1307","278","1678","301"
"8600000US90025","ZCTA5 90025","42083","1437","21420","1206","12436","993","7280","599","6611","584","669","185","268","106","401","144","202","76","1502","365","20663","996","10149","855","7064","532","6462","545","602","192","153","81","449","177","1326","311","2124","341"
"8600000US90026","ZCTA5 90026","59103","1556","30129","1075","18072","1078","9937","558","8473","489","1464","253","535","112","929","211","264","83","1856","299","28974","978","15026","828","10092","541","8179","454","1913","283","802","191","1111","240","1598","302","2258","290"
"8600000US90027","ZCTA5 90027","40090","1082","19152","702","9959","693","7421","445","6255","354","1166","229","331","106","835","215","419","133","1353","243","20938","715","9484","567","7583","484","6162","383","1421","281","557","213","864","203","1614","226","2257","271"
"8600000US90028","ZCTA5 90028","28084","1102","15155","1005","10003","931","3736","376","2654","374","1082","294","396","208","686","219","267","138","1149","286","12929","919","7303","731","3217","402","2539","344","678","220","290","129","388","186","876","242","1533","287"
"8600000US90029","ZCTA5 90029","32037","988","16210","711","9450","565","5628","482","4182","367","1446","296","244","102","1202","277","247","111","885","172","15827","586","7499","523","5738","453","4087","366","1651","276","548","110","1103","269","1250","240","1340","206"
"8600000US90031","ZCTA5 90031","33176","1001","16113","723","8259","615","6468","429","5399","454","1069","228","312","138","757","168","369","130","1017","198","17063","594","7317","504","6637","420","5172","426","1465","237","568","161","897","178","1961","282","1148","255"
"8600000US90032","ZCTA5 90032","39316","954","19103","844","9893","679","7442","383","6325","308","1117","200","376","126","741","160","459","131","1309","223","20213","673","8691","553","7813","384","6183","310","1630","243","762","154","868","188","1845","236","1864","273"
"8600000US90033","ZCTA5 90033","37636","1188","17792","836","9758","651","6738","480","5547","417","1191","212","375","112","816","159","282","119","1014","235","19844","693","10125","619","6890","417","5326","399","1564","224","914","176","650","160","1671","240","1158","189"
"8600000US90034","ZCTA5 90034","47559","1109","24558","921","13814","863","9013","587","7944","454","1069","317","412","173","657","247","349","156","1382","249","23001","717","10673","649","8967","494","7858","438","1109","277","452","182","657","187","1242","202","2119","279"
"8600000US90035","ZCTA5 90035","22330","886","10504","567","4472","443","5027","437","4478","382","549","211","210","114","339","150","254","109","751","173","11826","593","4589","514","4910","389","4437","366","473","165","230","139","243","113","848","182","1479","265"
"8600000US90036","ZCTA5 90036","32600","1240","14846","710","7292","658","6466","493","5904","466","562","170","229","103","333","132","130","71","958","201","17754","903","8767","808","6667","491","5890","430","777","227","265","103","512","185","711","188","1609","254"
"8600000US90037","ZCTA5 90037","51520","1605","26004","1235","14971","1130","9161","498","6814","463","2347","328","817","205","1530","274","421","129","1451","242","25516","980","12381","730","9528","527","6629","447","2899","342","1626","270","1273","252","1700","268","1907","309"
"8600000US90038","ZCTA5 90038","24887","1052","13396","776","8506","678","4015","379","3224","331","791","232","194","95","597","214","134","78","741","170","11491","674","6214","580","3774","352","3098","308","676","201","247","92","429","162","656","173","847","162"
"8600000US90039","ZCTA5 90039","25513","959","12608","635","5910","559","5593","355","5005","319","588","146","174","83","414","136","270","134","835","194","12905","634","4904","488","5705","399","4854","324","851","232","433","130","418","179","879","199","1417","262"
"8600000US90040","ZCTA5 90040","9925","497","4854","382","2148","296","2089","259","1738","196","351","130","151","81","200","105","121","74","496","146","5071","352","2003","295","2172","237","1695","188","477","143","212","96","265","117","406","120","490","135"
"8600000US90041","ZCTA5 90041","24776","967","11761","665","5361","573","5364","351","4845","322","519","145","189","81","330","141","281","131","755","234","13015","598","4767","406","5445","323","4639","314","806","183","411","158","395","110","1677","288","1126","218"
"8600000US90042","ZCTA5 90042","53284","1729","26348","867","13046","782","11072","623","9152","475","1920","366","634","201","1286","259","363","95","1867","313","26936","1142","11619","807","10859","595","8885","482","1974","291","810","177","1164","232","1857","236","2601","313"
"8600000US90043","ZCTA5 90043","38654","1439","18428","1034","9569","829","7082","532","5989","489","1093","262","341","146","752","200","453","153","1324","282","20226","919","8430","698","7321","546","5760","474","1561","313","681","189","880","245","1999","329","2476","346"
"8600000US90044","ZCTA5 90044","74835","1853","34147","1146","17439","963","13480","670","10309","566","3171","442","996","230","2175","352","817","193","2411","308","40688","1293","21232","1243","13700","643","9915","527","3785","443","1863","327","1922","309","2432","271","3324","361"
"8600000US90045","ZCTA5 90045","35266","1217","16683","811","7886","730","7476","470","6987","440","489","181","144","85","345","146","303","118","1018","232","18583","814","7965","748","7328","430","6807","421","521","174","290","137","231","108","1508","251","1782","358"
"8600000US90046","ZCTA5 90046","47580","1130","26011","940","15254","877","8007","507","7116","490","891","258","200","96","691","244","380","160","2370","398","21569","967","10713","812","7239","489","6684","491","555","182","261","119","294","158","1320","249","2297","375"
"8600000US90047","ZCTA5 90047","41829","1568","18292","1017","9148","779","7176","577","5853","505","1323","341","362","163","961","253","524","179","1444","292","23537","958","10277","813","7702","492","5773","497","1929","386","1002","272","927","239","2528","401","3030","398"
"8600000US90048","ZCTA5 90048","19647","858","8840","632","4478","534","3787","371","3564","380","223","101","94","53","129","83","71","47","504","140","10807","615","5109","534","3954","392","3589","390","365","133","164","93","201","101","701","186","1043","163"
"8600000US90049","ZCTA5 90049","30969","930","13897","678","4990","550","7629","402","7013","403","616","206","186","114","430","173","181","72","1097","205","17072","690","6563","578","7813","413","7160","390","653","182","387","143","266","111","1102","233","1594","247"
"8600000US90056","ZCTA5 90056","6591","546","2546","327","789","253","1526","213","1380","229","146","134","65","80","81","105","134","108","97","60","4045","392","1509","269","1460","235","1357","226","103","86","71","81","32","55","426","144","650","215"
"8600000US90057","ZCTA5 90057","40652","1310","22349","1020","13561","808","7240","511","5085","413","2155","352","639","178","1516","308","361","168","1187","187","18303","818","9424","640","6052","486","4846","401","1206","241","632","148","574","156","1385","230","1442","242"
"8600000US90058","ZCTA5 90058","1777","471","747","261","538","234","173","81","132","64","41","67","15","24","26","42","16","22","20","24","1030","257","677","223","274","83","131","63","143","60","124","59","19","24","38","33","41","32"
"8600000US90059","ZCTA5 90059","33010","1498","14958","818","8231","629","5551","464","4503","383","1048","251","409","155","639","189","250","122","926","203","18052","934","9371","693","6123","501","4332","372","1791","273","942","213","849","201","1118","201","1440","288"
"8600000US90061","ZCTA5 90061","21481","1038","10133","651","5493","575","3704","308","2941","284","763","208","288","121","475","187","246","107","690","210","11348","732","5299","557","3988","335","2835","270","1153","219","549","188","604","193","1043","308","1018","229"
"8600000US90062","ZCTA5 90062","29100","1366","13634","782","7299","712","5185","483","3988","386","1197","286","388","150","809","234","204","94","946","176","15466","910","7680","790","5340","499","3816","383","1524","270","656","198","868","208","1080","216","1366","266"
"8600000US90063","ZCTA5 90063","41803","1363","20695","890","9961","619","9292","462","7577","418","1715","315","475","141","1240","276","505","142","937","196","21108","774","8919","536","9304","475","7062","407","2242","368","1028","235","1214","261","1578","247","1307","199"
"8600000US90064","ZCTA5 90064","21676","853","10518","573","4356","505","5333","329","4982","321","351","136","57","33","294","129","250","122","579","161","11158","568","4003","486","5313","312","4912","307","401","134","116","76","285","119","509","117","1333","224"
"8600000US90065","ZCTA5 90065","38546","1081","19152","708","8951","566","8758","429","7445","380","1313","251","550","145","763","160","321","109","1122","207","19394","658","7867","567","8504","387","7125","373","1379","178","674","137","705","152","1352","203","1671","252"
"8600000US90066","ZCTA5 90066","50956","1320","25526","843","11487","757","11657","475","10509","455","1148","228","314","117","834","199","544","159","1838","251","25430","900","9860","653","11587","529","10292","419","1295","336","497","168","798","252","1646","232","2337","333"
"8600000US90067","ZCTA5 90067","2243","222","997","167","251","128","541","97","530","96","11","17","0","12","11","17","121","79","84","56","1246","141","240","98","605","137","541","98","64","76","0","12","64","76","234","74","167","71"
"8600000US90068","ZCTA5 90068","19017","954","9964","697","5257","585","3831","363","3412","326","419","187","129","85","290","149","115","63","761","184","9053","564","3535","417","3555","312","3230","308","325","119","75","78","250","103","501","135","1462","223"
"8600000US90069","ZCTA5 90069","19280","1011","11383","837","7442","751","2780","432","2402","422","378","134","127","82","251","104","162","109","999","273","7897","657","3857","534","2464","395","2168","374","296","125","116","79","180","92","570","187","1006","283"
"8600000US90071","ZCTA5 90071","126","75","85","51","85","51","0","12","0","12","0","12","0","12","0","12","0","12","0","12","41","53","32","49","0","12","0","12","0","12","0","12","0","12","2","7","7","12"
"8600000US90073","ZCTA5 90073","953","364","858","359","426","162","165","136","0","12","165","136","85","97","80","63","23","24","244","160","95","77","45","46","28","47","0","12","28","47","28","47","0","12","2","6","20","45"
"8600000US90077","ZCTA5 90077","6848","473","3292","306","784","175","2264","185","2119","176","145","78","71","54","74","58","36","23","208","85","3556","278","807","191","2206","191","2080","169","126","69","25","25","101","62","260","108","283","90"
"8600000US90079","ZCTA5 90079","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US90089","ZCTA5 90089","3786","333","1819","250","1819","250","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1967","215","1962","215","5","7","0","12","5","7","5","7","0","12","0","12","0","12"
"8600000US90090","ZCTA5 90090","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US90094","ZCTA5 90094","7712","620","3771","509","1409","448","1957","281","1900","268","57","53","17","30","40","44","130","94","275","163","3941","426","1218","399","2109","267","1893","265","216","124","56","53","160","121","170","123","444","186"
"8600000US90095","ZCTA5 90095","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US90201","ZCTA5 90201","77095","893","38381","947","20619","1002","15559","559","13333","547","2226","302","690","166","1536","222","636","171","1567","295","38714","684","18562","664","15948","549","12781","495","3167","341","1823","279","1344","233","2203","246","2001","227"
"8600000US90210","ZCTA5 90210","16225","878","7601","486","2158","368","4737","395","4540","370","197","124","51","38","146","121","167","97","539","164","8624","550","1752","330","4783","397","4569","388","214","92","97","59","117","70","1316","231","773","254"
"8600000US90211","ZCTA5 90211","6916","428","3038","292","1146","299","1478","174","1380","182","98","61","50","46","48","38","54","55","360","144","3878","296","1549","229","1423","189","1331","176","92","62","43","42","49","40","409","138","497","137"
"8600000US90212","ZCTA5 90212","11009","740","4952","513","1584","343","2787","315","2728","312","59","55","18","29","41","47","134","104","447","161","6057","431","1710","353","3067","334","2736","335","331","117","134","90","197","95","406","160","874","253"
"8600000US90220","ZCTA5 90220","40076","1277","18757","950","9048","774","8140","455","6509","409","1631","267","537","152","1094","234","545","148","1024","211","21319","791","9461","650","7819","457","6249","385","1570","264","649","163","921","223","1875","273","2164","336"
"8600000US90221","ZCTA5 90221","39700","1109","19721","805","10007","615","8352","404","6848","332","1504","226","585","166","919","186","405","147","957","212","19979","684","9090","638","8273","413","6521","322","1752","242","849","142","903","201","1261","213","1355","239"
"8600000US90222","ZCTA5 90222","24105","1210","11832","816","6101","631","5045","410","4126","381","919","236","190","119","729","202","216","91","470","134","12273","672","5728","526","4893","410","3903","362","990","238","335","134","655","161","843","200","809","184"
"8600000US90230","ZCTA5 90230","26887","805","12296","631","4952","496","6520","443","5992","415","528","177","194","106","334","125","132","69","692","186","14591","534","5220","496","6477","431","5916","404","561","194","166","103","395","188","1180","221","1714","249"
"8600000US90232","ZCTA5 90232","12777","670","5974","450","2361","374","2874","292","2592","273","282","153","40","38","242","140","200","99","539","185","6803","423","2722","373","2811","270","2556","272","255","96","36","37","219","93","485","174","785","172"
"8600000US90240","ZCTA5 90240","20869","826","9942","477","3741","450","5337","352","4925","336","412","147","71","51","341","137","184","81","680","213","10927","535","3603","364","5362","381","4773","333","589","197","266","111","323","156","991","219","971","258"
"8600000US90241","ZCTA5 90241","35259","1093","17519","734","7760","650","8059","526","7189","469","870","214","397","167","473","129","336","154","1364","287","17740","685","6568","530","7919","453","6963","445","956","200","494","142","462","171","1292","261","1961","261"
"8600000US90242","ZCTA5 90242","34255","900","15997","629","7050","554","7623","433","6918","436","705","188","249","105","456","155","252","105","1072","250","18258","682","7378","633","7679","456","6749","443","930","222","517","179","413","121","1254","236","1947","297"
"8600000US90245","ZCTA5 90245","13314","455","6511","409","2429","393","3550","210","3350","207","200","104","36","28","164","100","80","46","452","143","6803","351","2066","316","3518","223","3283","220","235","96","130","64","105","70","292","98","927","185"
"8600000US90247","ZCTA5 90247","39523","859","19118","708","8169","656","8983","394","7609","359","1374","251","624","180","750","186","358","116","1608","257","20405","710","7182","651","9038","386","7366","357","1672","267","723","212","949","181","2056","280","2129","338"
"8600000US90248","ZCTA5 90248","9783","621","4799","392","1849","255","2414","208","2109","183","305","101","53","44","252","92","102","59","434","114","4984","400","1586","255","2281","172","2037","179","244","95","101","74","143","65","476","142","641","141"
"8600000US90249","ZCTA5 90249","22062","965","10699","615","3849","418","5500","559","4331","397","1169","535","142","107","1027","528","301","114","1049","267","11363","630","4093","488","5103","310","4208","385","895","277","521","191","374","156","902","178","1265","269"
"8600000US90250","ZCTA5 90250","75913","1155","35829","946","15448","913","16399","748","13607","613","2792","413","724","178","2068","352","732","218","3250","411","40084","983","16938","870","16305","698","13314","608","2991","393","1679","313","1312","286","2479","376","4362","387"
"8600000US90254","ZCTA5 90254","16546","347","8976","439","4030","541","3916","315","3632","323","284","140","74","45","210","118","149","89","881","206","7570","344","2509","357","3935","300","3623","318","312","135","176","86","136","86","344","113","782","221"
"8600000US90255","ZCTA5 90255","58186","972","29097","708","15002","617","12200","452","9908","407","2292","348","932","251","1360","228","540","147","1355","251","29089","760","13251","627","12016","413","9503","395","2513","295","1023","167","1490","255","2053","289","1769","182"
"8600000US90260","ZCTA5 90260","27935","697","14317","566","5986","555","6662","402","5762","384","900","209","149","78","751","202","374","162","1295","289","13618","521","4712","424","6619","389","5556","368","1063","273","312","131","751","235","823","218","1464","258"
"8600000US90262","ZCTA5 90262","53586","858","25603","809","12399","724","11487","427","9534","395","1953","281","576","144","1377","245","521","166","1196","202","27983","612","13018","694","11747","441","9045","378","2702","357","1048","208","1654","264","1690","243","1528","261"
"8600000US90263","ZCTA5 90263","1838","235","770","147","770","147","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1068","192","1047","194","21","27","0","12","21","27","0","12","21","27","0","12","0","12"
"8600000US90265","ZCTA5 90265","15669","598","7678","414","2618","368","4048","291","3804","294","244","111","126","98","118","45","228","136","784","244","7991","414","2016","297","4287","312","3911","324","376","149","188","121","188","86","630","146","1058","209"
"8600000US90266","ZCTA5 90266","27882","408","13310","420","3688","378","8306","305","8091","290","215","107","74","49","141","79","323","100","993","207","14572","401","3778","398","8387","274","8022","286","365","124","109","68","256","94","905","185","1502","256"
"8600000US90270","ZCTA5 90270","20735","417","10298","408","5126","420","4658","245","3989","256","669","195","317","126","352","130","220","87","294","134","10437","396","4682","460","4608","289","3866","249","742","180","371","116","371","138","568","153","579","151"
"8600000US90272","ZCTA5 90272","17413","628","8288","408","2103","306","5515","283","5288","271","227","115","62","46","165","105","177","108","493","128","9125","408","1704","293","5558","262","5197","262","361","140","177","107","184","89","827","164","1036","191"
"8600000US90274","ZCTA5 90274","21016","370","10185","318","2199","306","7162","276","6843","263","319","91","46","28","273","84","328","94","496","171","10831","299","1950","243","7124","247","6747","263","377","111","83","49","294","101","909","153","848","161"
"8600000US90275","ZCTA5 90275","35519","482","16767","454","3676","404","11739","333","10977","300","762","192","122","67","640","172","423","122","929","191","18752","400","3670","390","11624","312","10927","288","697","203","212","101","485","180","1992","282","1466","242"
"8600000US90277","ZCTA5 90277","29480","949","14308","691","4728","547","7729","467","7199","451","530","165","166","93","364","144","238","105","1613","321","15172","619","4225","491","7553","413","7081","426","472","141","242","102","230","117","1046","254","2348","329"
"8600000US90278","ZCTA5 90278","31989","734","16342","547","5760","474","8981","362","8385","351","596","165","239","110","357","133","370","156","1231","241","15647","547","4120","473","9068","399","8418","356","650","171","320","141","330","129","834","214","1625","275"
"8600000US90280","ZCTA5 90280","73690","773","36192","783","17142","792","16715","586","13966","511","2749","422","1021","247","1728","314","675","171","1660","262","37498","730","16297","807","16284","573","13354","483","2930","350","1282","209","1648","275","2259","312","2658","356"
"8600000US90290","ZCTA5 90290","5003","596","2525","368","866","306","1466","243","1222","205","244","148","0","17","244","148","53","61","140","82","2478","366","723","210","1348","233","1185","200","163","95","49","55","114","76","57","63","350","194"
"8600000US90291","ZCTA5 90291","23943","875","12443","633","6454","642","4798","374","4251","368","547","161","241","115","306","97","95","52","1096","206","11500","644","5061","502","4670","351","4175","335","495","158","255","132","240","97","557","158","1212","197"
"8600000US90292","ZCTA5 90292","21397","1231","11267","927","5155","858","4560","522","3827","454","733","304","232","152","501","275","321","182","1231","313","10130","830","3455","617","4205","483","3822","483","383","188","111","77","272","172","564","243","1906","394"
"8600000US90293","ZCTA5 90293","11478","643","5612","531","2820","456","2125","231","1930","223","195","87","17","20","178","85","38","34","629","195","5866","362","2470","339","2305","257","1921","222","384","166","130","112","254","162","356","129","735","176"
"8600000US90301","ZCTA5 90301","30447","1466","15325","1325","7634","798","5883","526","4284","351","1599","422","475","282","1124","308","440","152","1368","399","15122","590","6568","569","5478","424","4168","340","1310","273","674","215","636","177","1320","227","1756","337"
"8600000US90302","ZCTA5 90302","24043","951","11132","584","5606","511","4184","412","3659","381","525","157","199","77","326","147","233","95","1109","270","12911","728","5842","647","4455","442","3523","376","932","237","532","189","400","141","731","177","1883","326"
"8600000US90303","ZCTA5 90303","18972","796","9257","511","4010","416","4386","349","3708","283","678","209","228","92","450","183","139","52","722","162","9715","473","3726","356","4274","315","3556","273","718","174","445","129","273","92","759","137","956","175"
"8600000US90304","ZCTA5 90304","19648","841","9795","603","4743","477","4534","365","3712","271","822","230","337","160","485","153","107","64","411","167","9853","571","4277","488","4406","285","3533","252","873","208","465","166","408","142","426","152","744","181"
"8600000US90305","ZCTA5 90305","13147","673","6120","533","2760","431","2311","238","2018","238","293","138","174","100","119","75","232","112","817","223","7027","374","2673","357","2276","265","1938","227","338","129","191","76","147","96","710","157","1368","225"
"8600000US90401","ZCTA5 90401","6752","534","3548","465","1990","460","1022","203","715","165","307","155","109","92","198","123","57","35","479","180","3204","475","1468","325","915","216","845","214","70","47","33","29","37","34","256","133","565","179"
"8600000US90402","ZCTA5 90402","9597","539","4405","363","1126","252","2800","266","2692","252","108","85","15","22","93","83","97","55","382","153","5192","361","1306","202","2774","254","2666","250","108","61","27","31","81","53","381","110","731","210"
"8600000US90403","ZCTA5 90403","21207","752","10171","617","3867","486","4976","453","4489","404","487","235","166","117","321","198","179","89","1149","316","11036","567","3860","551","4764","431","4424","408","340","113","173","91","167","85","665","238","1747","279"
"8600000US90404","ZCTA5 90404","19868","701","9873","596","4880","542","3749","331","3276","306","473","137","175","83","298","101","152","65","1092","304","9995","535","4241","529","3552","330","3119","287","433","139","221","113","212","107","984","233","1218","228"
"8600000US90405","ZCTA5 90405","24662","907","12493","715","6067","701","4874","358","4535","308","339","135","45","39","294","133","155","80","1397","297","12169","673","5138","604","4761","297","4414","284","347","138","118","85","229","108","637","159","1633","261"
"8600000US90501","ZCTA5 90501","33423","1145","16130","727","6422","569","8300","480","7810","473","490","136","259","111","231","86","382","143","1026","212","17293","751","6101","601","8641","502","7642","447","999","233","459","158","540","209","917","223","1634","294"
"8600000US90502","ZCTA5 90502","15356","827","7740","650","3078","385","3719","377","3231","323","488","204","241","197","247","87","251","115","692","239","7616","504","2045","291","3622","316","3175","316","447","162","115","79","332","127","894","216","1055","246"
"8600000US90503","ZCTA5 90503","36951","665","17523","555","5897","514","10220","357","9295","348","925","225","99","58","826","227","480","130","926","205","19428","518","5031","496","10343","394","9297","321","1046","276","239","108","807","266","2000","254","2054","302"
"8600000US90504","ZCTA5 90504","27990","618","13510","530","4987","468","7290","370","6655","349","635","164","128","89","507","159","275","112","958","242","14480","519","4460","458","7106","379","6654","367","452","127","213","95","239","93","1278","253","1636","297"
"8600000US90505","ZCTA5 90505","30081","832","14290","539","4052","478","8794","425","8366","399","428","110","202","77","226","88","330","109","1114","237","15791","523","3905","414","8871","392","8363","383","508","177","232","110","276","135","1595","236","1420","208"
"8600000US90506","ZCTA5 90506","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
