"GEO_ID","NAME","B12001_001E","B12001_001M","B12001_002E","B12001_002M","B12001_003E","B12001_003M","B12001_004E","B12001_004M","B12001_005E","B12001_005M","B12001_006E","B12001_006M","B12001_007E","B12001_007M","B12001_008E","B12001_008M","B12001_009E","B12001_009M","B12001_010E","B12001_010M","B12001_011E","B12001_011M","B12001_012E","B12001_012M","B12001_013E","B12001_013M","B12001_014E","B12001_014M","B12001_015E","B12001_015M","B12001_016E","B12001_016M","B12001_017E","B12001_017M","B12001_018E","B12001_018M","B12001_019E","B12001_019M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Never married","Margin of Error!!Total:!!Male:!!Never married","Estimate!!Total:!!Male:!!Now married:","Margin of Error!!Total:!!Male:!!Now married:","Estimate!!Total:!!Male:!!Now married:!!Married, spouse present","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse present","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Separated","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Separated","Estimate!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Other","Margin of Error!!Total:!!Male:!!Now married:!!Married, spouse absent:!!Other","Estimate!!Total:!!Male:!!Widowed","Margin of Error!!Total:!!Male:!!Widowed","Estimate!!Total:!!Male:!!Divorced","Margin of Error!!Total:!!Male:!!Divorced","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Never married","Margin of Error!!Total:!!Female:!!Never married","Estimate!!Total:!!Female:!!Now married:","Margin of Error!!Total:!!Female:!!Now married:","Estimate!!Total:!!Female:!!Now married:!!Married, spouse present","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse present","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Separated","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Separated","Estimate!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Other","Margin of Error!!Total:!!Female:!!Now married:!!Married, spouse absent:!!Other","Estimate!!Total:!!Female:!!Widowed","Margin of Error!!Total:!!Female:!!Widowed","Estimate!!Total:!!Female:!!Divorced","Margin of Error!!Total:!!Female:!!Divorced"
"8600000US93312","ZCTA5 93312","46415","1389","22746","1035","7557","836","13226","540","12502","558","724","258","251","211","473","182","401","179","1562","330","23669","820","6143","664","13351","621","12182","533","1169","291","583","201","586","223","1670","260","2505","386"
"8600000US93313","ZCTA5 93313","41605","1614","21029","1000","8539","800","11077","775","10230","739","847","263","185","95","662","237","361","213","1052","271","20576","1004","7206","1127","10865","793","9859","729","1006","305","415","198","591","266","1024","216","1481","290"
"8600000US93314","ZCTA5 93314","22589","1047","11316","689","2929","421","7289","452","6967","445","322","145","67","68","255","124","197","113","901","270","11273","574","2336","457","7598","474","6799","429","799","248","234","126","565","201","496","146","843","220"
"8600000US93401","ZCTA5 93401","25013","740","13050","741","6434","729","5349","374","4938","370","411","173","136","70","275","131","263","105","1004","195","11963","544","4208","560","5313","340","4842","339","471","152","170","81","301","128","872","166","1570","268"
"8600000US93402","ZCTA5 93402","13994","618","6930","401","1925","332","4176","253","3974","253","202","114","98","64","104","78","243","104","586","169","7064","374","1370","306","4198","242","3907","251","291","123","117","69","174","95","521","137","975","181"
"8600000US93405","ZCTA5 93405","33817","1022","19488","1048","14657","957","3365","282","2299","226","1066","189","328","127","738","174","240","89","1226","226","14329","749","10598","774","2494","224","2280","211","214","88","67","48","147","73","620","165","617","165"
"8600000US93410","ZCTA5 93410","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US93420","ZCTA5 93420","25585","728","12324","521","3505","385","7610","397","7210","383","400","141","208","105","192","92","369","146","840","189","13261","548","2922","395","7608","389","7026","359","582","180","253","122","329","161","1033","190","1698","324"
"8600000US93422","ZCTA5 93422","27430","716","13712","534","4214","513","7798","390","7261","370","537","190","204","126","333","167","321","135","1379","243","13718","618","3600","483","7482","414","6974","389","508","155","261","118","247","113","1132","258","1504","248"
"8600000US93424","ZCTA5 93424","765","247","369","141","149","104","141","97","94","71","47","72","0","12","47","72","0","12","79","84","396","226","60","88","95","70","95","70","0","12","0","12","0","12","140","109","101","100"
"8600000US93426","ZCTA5 93426","1387","232","777","129","324","83","374","82","329","75","45","30","0","12","45","30","12","15","67","31","610","133","166","78","343","82","324","77","19","24","5","6","14","21","62","37","39","22"
"8600000US93427","ZCTA5 93427","5021","508","2472","354","469","201","1586","240","1383","215","203","150","40","65","163","137","15","25","402","155","2549","331","537","189","1367","213","1303","209","64","58","0","17","64","58","218","122","427","135"
"8600000US93428","ZCTA5 93428","5387","298","2535","167","576","156","1685","167","1638","162","47","33","0","17","47","33","103","56","171","70","2852","232","423","111","1702","151","1623","149","79","41","38","27","41","28","289","86","438","126"
"8600000US93429","ZCTA5 93429","144","75","47","29","0","12","47","29","47","29","0","12","0","12","0","12","0","12","0","12","97","54","30","35","50","31","50","31","0","12","0","12","0","12","8","12","9","14"
"8600000US93430","ZCTA5 93430","2584","278","1338","198","329","135","787","148","762","151","25","21","23","22","2","5","26","23","196","88","1246","149","222","88","726","118","700","117","26","28","0","12","26","28","98","48","200","92"
"8600000US93432","ZCTA5 93432","1241","365","535","150","12","21","482","148","470","149","12","19","0","12","12","19","14","22","27","29","706","229","158","156","456","141","445","142","11","18","0","12","11","18","66","73","26","30"
"8600000US93433","ZCTA5 93433","10970","284","5328","339","1567","319","2772","283","2565","280","207","129","85","97","122","81","186","104","803","250","5642","374","1422","342","2753","247","2455","268","298","177","197","140","101","122","531","180","936","242"
"8600000US93434","ZCTA5 93434","5506","209","2795","241","1295","237","1317","148","1141","175","176","96","38","38","138","90","95","97","88","78","2711","203","920","191","1364","172","1098","170","266","102","101","60","165","94","249","88","178","104"
"8600000US93436","ZCTA5 93436","43704","1020","23720","729","9177","735","11481","511","9663","493","1818","270","505","165","1313","217","605","161","2457","337","19984","600","5374","502","10648","575","9198","482","1450","311","687","207","763","228","1585","254","2377","339"
"8600000US93437","ZCTA5 93437","2399","306","1488","226","586","212","832","137","801","144","31","24","7","11","24","20","0","12","70","52","911","139","130","63","773","124","750","125","23","19","12","16","11","12","0","12","8","11"
"8600000US93440","ZCTA5 93440","1311","448","699","273","219","170","369","141","369","141","0","12","0","12","0","12","73","83","38","36","612","203","158","98","398","156","397","157","1","5","0","12","1","5","42","39","14","23"
"8600000US93441","ZCTA5 93441","796","175","352","94","68","42","244","71","220","68","24","30","0","12","24","30","18","19","22","18","444","103","56","38","234","81","212","75","22","35","0","12","22","35","87","42","67","35"
"8600000US93442","ZCTA5 93442","9680","206","4691","276","1689","267","2307","197","2083","192","224","117","131","85","93","68","126","52","569","182","4989","280","1185","236","2158","203","2013","204","145","76","115","74","30","31","480","128","1166","234"
"8600000US93444","ZCTA5 93444","17983","1009","8907","628","2572","546","5445","342","5005","371","440","226","119","118","321","144","287","111","603","186","9076","682","2120","427","5396","487","4849","342","547","256","416","253","131","81","755","210","805","233"
"8600000US93445","ZCTA5 93445","5797","455","2860","316","1077","277","1496","219","1393","194","103","111","25","41","78","102","18","28","269","160","2937","307","593","198","1505","198","1346","166","159","115","117","90","42","59","208","97","631","212"
"8600000US93446","ZCTA5 93446","36413","796","17751","605","5032","606","10666","468","9769","471","897","250","406","164","491","197","440","140","1613","339","18662","638","4350","598","10357","453","9581","470","776","198","333","107","443","178","1516","267","2439","337"
"8600000US93449","ZCTA5 93449","7498","258","3601","248","1172","269","1985","181","1740","170","245","121","65","57","180","107","126","90","318","126","3897","224","975","183","1744","161","1670","158","74","57","0","17","74","57","475","139","703","192"
"8600000US93450","ZCTA5 93450","532","171","277","94","135","65","109","48","94","46","15","17","0","12","15","17","27","22","6","9","255","93","115","54","120","51","88","43","32","29","20","22","12","18","13","16","7","12"
"8600000US93451","ZCTA5 93451","3622","537","1886","351","777","271","890","199","822","191","68","62","2","3","66","62","81","50","138","62","1736","282","466","161","930","198","802","178","128","88","49","57","79","62","108","72","232","98"
"8600000US93452","ZCTA5 93452","483","156","256","102","17","21","202","86","162","88","40","36","0","12","40","36","0","12","37","47","227","84","45","52","127","67","119","65","8","14","0","12","8","14","10","16","45","30"
"8600000US93453","ZCTA5 93453","2271","425","1135","289","362","206","665","207","665","207","0","12","0","12","0","12","0","12","108","65","1136","232","231","138","695","203","634","194","61","81","61","81","0","12","57","56","153","124"
"8600000US93454","ZCTA5 93454","30083","1084","14785","687","5728","541","7742","527","6581","413","1161","259","314","114","847","234","272","98","1043","220","15298","644","5139","449","7257","478","6285","411","972","229","447","153","525","189","1295","217","1607","244"
"8600000US93455","ZCTA5 93455","37203","922","17749","627","5847","519","10196","462","9488","477","708","222","254","104","454","203","428","121","1278","224","19454","747","5252","750","10302","505","9271","481","1031","272","281","110","750","245","1444","282","2456","333"
"8600000US93458","ZCTA5 93458","40204","1052","20475","749","9697","700","9356","619","7743","504","1613","459","399","155","1214","383","468","151","954","220","19729","715","8386","590","8756","519","7210","439","1546","320","700","213","846","208","1104","227","1483","299"
"8600000US93460","ZCTA5 93460","4401","523","2205","331","566","257","1426","185","1358","183","68","54","4","5","64","54","24","27","189","93","2196","273","427","177","1402","180","1334","170","68","50","5","7","63","50","177","81","190","87"
"8600000US93461","ZCTA5 93461","1135","275","561","156","195","119","264","78","254","80","10","11","0","12","10","11","12","16","90","47","574","153","119","68","345","96","254","74","91","72","29","31","62","63","25","23","85","47"
"8600000US93463","ZCTA5 93463","6938","370","3172","309","990","286","1891","200","1853","198","38","29","14","20","24","23","61","46","230","110","3766","263","977","217","1937","195","1827","198","110","89","60","85","50","44","380","137","472","198"
"8600000US93465","ZCTA5 93465","7352","557","3611","341","831","256","2381","259","2330","256","51","46","21","34","30","32","111","83","288","117","3741","325","690","224","2374","254","2309","248","65","52","34","38","31","34","355","130","322","118"
"8600000US93501","ZCTA5 93501","3962","508","1945","292","775","222","891","170","787","148","104","77","37","59","67","47","82","81","197","81","2017","264","860","192","838","141","747","147","91","60","64","52","27","31","72","53","247","104"
"8600000US93505","ZCTA5 93505","11214","481","6777","411","3051","411","2716","294","1865","247","851","223","171","83","680","215","199","104","811","208","4437","272","1330","318","2179","269","1806","234","373","176","149","102","224","135","341","147","587","167"
"8600000US93510","ZCTA5 93510","6579","455","3468","288","1126","242","1980","180","1788","179","192","94","53","54","139","79","125","70","237","82","3111","263","788","185","1871","182","1772","179","99","74","49","50","50","50","185","66","267","109"
"8600000US93512","ZCTA5 93512","320","144","196","129","22","22","53","46","51","45","2","4","0","12","2","4","5","6","116","117","124","60","18","25","70","52","69","53","1","3","1","3","0","12","29","24","7","8"
"8600000US93513","ZCTA5 93513","1315","120","629","74","182","57","340","67","252","50","88","44","30","24","58","38","70","39","37","20","686","84","147","45","309","74","248","68","61","40","32","26","29","34","96","40","134","52"
"8600000US93514","ZCTA5 93514","11866","570","5889","439","2116","385","3039","230","2780","218","259","119","99","100","160","74","162","69","572","119","5977","304","1556","285","2886","250","2703","252","183","65","108","60","75","44","765","106","770","196"
"8600000US93516","ZCTA5 93516","1912","206","985","132","463","144","372","80","299","65","73","44","49","39","24","23","11","15","139","60","927","139","335","122","348","71","277","59","71","44","31","19","40","36","71","39","173","75"
"8600000US93517","ZCTA5 93517","606","309","398","231","143","120","200","122","143","117","57","53","0","12","57","53","0","12","55","86","208","111","33","39","133","114","133","114","0","12","0","12","0","12","39","44","3","5"
"8600000US93518","ZCTA5 93518","729","136","355","84","70","34","230","78","196","53","34","36","26","36","8","8","15","17","40","21","374","75","45","28","195","47","189","48","6","8","6","8","0","12","53","25","81","39"
"8600000US93519","ZCTA5 93519","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US93522","ZCTA5 93522","100","50","61","30","39","28","22","16","22","16","0","12","0","12","0","12","0","12","0","12","39","33","0","12","24","22","24","22","0","12","0","12","0","12","15","24","0","12"
"8600000US93523","ZCTA5 93523","2273","231","1182","137","202","69","858","87","813","85","45","31","12","20","33","27","16","19","106","55","1091","127","155","74","836","96","791","89","45","36","13","20","32","30","45","29","55","46"
"8600000US93524","ZCTA5 93524","165","80","157","75","146","75","11","18","0","12","11","18","0","12","11","18","0","12","0","12","8","13","8","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US93526","ZCTA5 93526","553","93","304","61","113","34","131","37","108","34","23","18","16","15","7","11","25","19","35","20","249","49","64","28","106","34","99","33","7","7","5","6","2","4","27","18","52","26"
"8600000US93527","ZCTA5 93527","1329","400","529","214","189","135","282","125","219","100","63","83","0","12","63","83","26","34","32","25","800","308","109","92","217","98","217","98","0","12","0","12","0","12","169","131","305","185"
"8600000US93528","ZCTA5 93528","92","98","50","56","26","42","0","12","0","12","0","12","0","12","0","12","0","12","24","39","42","54","0","12","8","12","0","12","8","12","0","12","8","12","0","12","34","53"
"8600000US93529","ZCTA5 93529","368","183","178","89","7","11","171","88","171","88","0","12","0","12","0","12","0","12","0","12","190","112","10","17","156","112","156","112","0","12","0","12","0","12","24","36","0","12"
"8600000US93530","ZCTA5 93530","10","9","5","8","0","12","5","8","0","12","5","8","0","12","5","8","0","12","0","12","5","7","0","12","0","12","0","12","0","12","0","12","0","12","5","7","0","12"
"8600000US93531","ZCTA5 93531","320","181","175","102","41","43","134","77","134","77","0","12","0","12","0","12","0","12","0","12","145","82","11","18","134","77","134","77","0","12","0","12","0","12","0","12","0","12"
"8600000US93532","ZCTA5 93532","2325","363","1310","231","533","166","580","113","504","107","76","76","42","40","34","40","82","72","115","58","1015","178","196","69","598","115","505","108","93","66","6","10","87","66","73","51","148","69"
"8600000US93534","ZCTA5 93534","29802","1087","13254","684","6216","628","5762","469","5289","453","473","141","226","99","247","102","319","100","957","155","16548","721","7416","646","5982","491","5194","446","788","179","496","149","292","101","1392","324","1758","255"
"8600000US93535","ZCTA5 93535","54871","1279","26568","881","13047","721","11768","611","10871","539","897","254","157","84","740","246","390","128","1363","236","28303","849","12339","855","12002","491","10558","510","1444","265","588","153","856","233","1803","294","2159","283"
"8600000US93536","ZCTA5 93536","56540","1048","30265","908","13002","834","14494","524","12389","473","2105","300","670","167","1435","240","725","179","2044","290","26275","733","8195","603","13257","538","12274","479","983","241","471","193","512","149","1928","246","2895","350"
"8600000US93541","ZCTA5 93541","202","126","125","100","32","45","43","47","22","37","21","35","0","12","21","35","50","76","0","12","77","63","14","20","59","59","26","42","33","47","0","12","33","47","4","10","0","12"
"8600000US93543","ZCTA5 93543","11098","803","5723","534","2230","458","2966","346","2728","274","238","167","106","145","132","89","125","104","402","189","5375","611","1563","457","3129","372","2654","262","475","248","243","179","232","169","360","129","323","111"
"8600000US93544","ZCTA5 93544","1120","352","660","255","208","174","350","144","234","120","116","76","60","55","56","60","0","12","102","54","460","153","85","70","275","119","232","113","43","49","0","12","43","49","77","63","23","27"
"8600000US93545","ZCTA5 93545","1477","295","803","158","277","113","409","107","339","109","70","44","40","39","30","35","15","14","102","51","674","176","191","104","353","106","326","103","27","27","10","9","17","25","61","48","69","54"
"8600000US93546","ZCTA5 93546","7917","446","4069","488","2335","602","1224","283","1072","272","152","123","92","101","60","67","93","94","417","260","3848","352","1604","391","1468","270","1161","245","307","164","214","153","93","83","271","160","505","205"
"8600000US93549","ZCTA5 93549","286","145","169","92","39","55","87","36","87","36","0","12","0","12","0","12","13","14","30","36","117","59","29","35","80","31","80","31","0","12","0","12","0","12","8","12","0","12"
"8600000US93550","ZCTA5 93550","57157","1201","27592","867","12841","739","12163","559","10433","448","1730","294","744","186","986","226","530","145","2058","312","29565","827","12542","858","12077","428","10111","442","1966","274","1018","209","948","197","2015","293","2931","320"
"8600000US93551","ZCTA5 93551","40118","1164","19525","751","6495","596","11284","450","10369","407","915","218","401","160","514","155","280","139","1466","253","20593","713","5966","626","10944","468","10167","391","777","186","296","119","481","139","1467","259","2216","316"
"8600000US93552","ZCTA5 93552","30272","1002","14886","662","6302","558","7427","433","6733","367","694","223","259","132","435","169","332","162","825","232","15386","740","5596","711","7607","361","6406","335","1201","273","568","170","633","204","1003","217","1180","227"
"8600000US93553","ZCTA5 93553","1417","293","624","142","198","99","222","82","207","77","15","24","0","12","15","24","46","61","158","89","793","171","221","80","288","100","205","76","83","78","54","72","29","33","173","82","111","69"
"8600000US93554","ZCTA5 93554","125","101","49","47","0","12","43","45","43","45","0","12","0","12","0","12","6","11","0","12","76","62","0","12","42","46","42","46","0","12","0","12","0","12","0","12","34","42"
"8600000US93555","ZCTA5 93555","26209","839","13180","542","4528","547","6967","406","6195","439","772","231","247","112","525","208","307","104","1378","250","13029","595","3100","454","6961","425","6054","407","907","237","459","181","448","194","1151","218","1817","316"
"8600000US93558","ZCTA5 93558","26","31","17","18","10","15","0","12","0","12","0","12","0","12","0","12","7","10","0","12","9","14","0","12","0","12","0","12","0","12","0","12","0","12","0","12","9","14"
"8600000US93560","ZCTA5 93560","16143","886","8551","613","3375","611","4294","342","3887","281","407","199","237","127","170","134","65","65","817","239","7592","645","2237","456","4198","324","3739","266","459","205","138","87","321","183","376","113","781","251"
"8600000US93561","ZCTA5 93561","28231","1120","16436","736","5883","532","7961","523","6409","457","1552","321","455","165","1097","257","312","135","2280","372","11795","695","2367","446","6799","473","6251","454","548","213","224","163","324","153","1104","248","1525","319"
"8600000US93562","ZCTA5 93562","1370","181","684","130","244","83","341","79","313","74","28","23","8","7","20","23","22","16","77","42","686","91","131","52","396","68","313","68","83","50","67","47","16","16","79","45","80","37"
"8600000US93563","ZCTA5 93563","350","120","233","78","75","42","127","55","108","50","19","13","0","12","19","13","0","12","31","26","117","54","16","17","101","52","101","52","0","12","0","12","0","12","0","12","0","12"
"8600000US93591","ZCTA5 93591","5012","537","2429","299","1013","253","1116","190","1040","177","76","63","0","17","76","63","55","37","245","86","2583","297","1093","231","1046","166","989","167","57","46","22","24","35","40","165","67","279","107"
"8600000US93592","ZCTA5 93592","101","57","60","30","0","12","35","31","35","31","0","12","0","12","0","12","10","17","15","17","41","34","11","19","30","30","30","30","0","12","0","12","0","12","0","12","0","12"
"8600000US93601","ZCTA5 93601","1437","492","744","270","149","144","437","151","415","151","22","15","0","12","22","15","56","51","102","93","693","237","168","150","437","155","437","155","0","12","0","12","0","12","13","14","75","88"
"8600000US93602","ZCTA5 93602","2871","353","1433","220","358","119","817","156","789","147","28","39","12","19","16","34","37","34","221","95","1438","185","143","55","947","161","811","148","136","76","36","28","100","70","152","84","196","80"
"8600000US93603","ZCTA5 93603","175","112","90","66","20","29","70","46","49","35","21","32","21","32","0","12","0","12","0","12","85","53","0","12","47","34","47","34","0","12","0","12","0","12","0","12","38","41"
"8600000US93604","ZCTA5 93604","510","202","202","94","19","26","172","85","157","82","15","23","15","23","0","12","0","12","11","17","308","132","51","58","164","88","164","88","0","12","0","12","0","12","78","72","15","23"
"8600000US93605","ZCTA5 93605","127","53","58","29","12","19","41","20","41","20","0","12","0","12","0","12","0","12","5","8","69","30","17","13","41","20","41","20","0","12","0","12","0","12","6","8","5","7"
"8600000US93606","ZCTA5 93606","747","232","368","127","195","89","150","61","150","61","0","12","0","12","0","12","9","10","14","23","379","134","167","112","197","57","142","56","55","40","21","25","34","31","15","24","0","12"
"8600000US93608","ZCTA5 93608","964","354","508","203","197","135","288","126","254","101","34","46","0","12","34","46","0","12","23","36","456","169","147","109","242","96","242","96","0","12","0","12","0","12","67","54","0","12"
"8600000US93609","ZCTA5 93609","4172","485","1981","322","807","243","1080","178","988","194","92","99","10","13","82","97","3","5","91","66","2191","256","780","205","1013","188","940","178","73","58","20","18","53","57","272","102","126","92"
"8600000US93610","ZCTA5 93610","18692","467","7707","442","3270","352","3390","303","2661","257","729","167","334","100","395","135","126","46","921","142","10985","494","5175","469","3805","276","2612","255","1193","219","478","149","715","166","766","181","1239","198"
"8600000US93611","ZCTA5 93611","37717","998","17974","638","6060","530","10191","454","9693","450","498","153","168","83","330","117","333","103","1390","246","19743","691","5727","569","10497","464","9539","424","958","219","325","110","633","179","1588","218","1931","255"
"8600000US93612","ZCTA5 93612","27340","928","13240","681","5538","628","5356","427","4609","405","747","191","384","149","363","141","353","154","1993","362","14100","531","4660","504","5413","441","4463","391","950","242","494","165","456","173","1306","197","2721","381"
"8600000US93614","ZCTA5 93614","10009","659","4534","404","759","222","3118","293","3067","289","51","42","19","22","32","35","178","91","479","149","5475","462","1043","331","3186","316","3129","316","57","51","3","5","54","50","708","192","538","141"
"8600000US93615","ZCTA5 93615","4480","592","2268","428","1192","310","903","221","770","179","133","161","0","17","133","161","32","52","141","89","2212","282","1016","267","864","168","742","174","122","93","30","32","92","90","177","104","155","100"
"8600000US93616","ZCTA5 93616","1920","304","1007","176","375","115","528","117","463","108","65","53","58","52","7","11","26","27","78","58","913","156","338","115","493","115","462","108","31","33","13","18","18","29","57","45","25","34"
"8600000US93618","ZCTA5 93618","22614","827","11386","581","4934","471","5613","447","4933","368","680","232","299","161","381","189","163","101","676","176","11228","542","3923","383","5736","402","4835","378","901","236","567","193","334","144","810","193","759","164"
"8600000US93619","ZCTA5 93619","30362","1085","15265","723","4059","464","9952","504","9445","443","507","185","180","111","327","145","149","76","1105","238","15097","599","3424","362","9685","410","9185","400","500","140","181","77","319","126","823","177","1165","225"
"8600000US93620","ZCTA5 93620","6780","586","3175","324","1141","271","1731","242","1596","222","135","111","6","8","129","110","82","64","221","97","3605","406","1367","297","1637","221","1399","200","238","117","117","81","121","93","402","161","199","115"
"8600000US93621","ZCTA5 93621","95","92","58","54","19","30","39","45","39","45","0","12","0","12","0","12","0","12","0","12","37","43","0","12","37","43","37","43","0","12","0","12","0","12","0","12","0","12"
"8600000US93622","ZCTA5 93622","7795","462","4145","435","2114","368","1939","288","1733","250","206","159","50","55","156","151","45","41","47","51","3650","322","1451","392","1731","226","1634","226","97","87","64","68","33","55","267","147","201","122"
"8600000US93623","ZCTA5 93623","114","36","63","23","0","12","60","22","58","21","2","6","0","12","2","6","0","12","3","7","51","16","0","12","49","16","49","16","0","12","0","12","0","12","0","12","2","5"
"8600000US93624","ZCTA5 93624","660","140","369","81","177","95","165","57","141","38","24","44","5","9","19","43","0","12","27","42","291","86","130","68","158","46","132","35","26","22","12","14","14","17","0","12","3","5"
"8600000US93625","ZCTA5 93625","6116","411","3027","269","1168","210","1536","174","1349","163","187","99","117","83","70","50","83","58","240","94","3089","289","842","197","1533","187","1305","155","228","102","159","95","69","41","332","135","382","118"
"8600000US93626","ZCTA5 93626","1816","337","805","169","170","87","558","123","525","124","33","33","33","33","0","12","0","12","77","74","1011","208","191","78","612","134","514","119","98","75","51","63","47","41","115","88","93","64"
"8600000US93627","ZCTA5 93627","213","221","67","70","32","34","35","36","35","36","0","12","0","12","0","12","0","12","0","12","146","151","114","118","32","34","32","34","0","12","0","12","0","12","0","12","0","12"
"8600000US93628","ZCTA5 93628","83","65","45","56","0","12","13","21","13","21","0","12","0","12","0","12","0","12","32","52","38","46","24","39","14","22","14","22","0","12","0","12","0","12","0","12","0","12"
"8600000US93630","ZCTA5 93630","15103","951","7893","634","3435","516","3859","316","3425","312","434","179","191","131","243","156","171","106","428","163","7210","476","2420","357","3829","305","3240","298","589","229","215","126","374","205","482","156","479","176"
"8600000US93631","ZCTA5 93631","12682","703","6039","549","1854","384","3619","305","3462","294","157","96","48","58","109","69","264","137","302","115","6643","386","1922","337","3477","299","3326","280","151","89","58","69","93","53","637","153","607","180"
"8600000US93633","ZCTA5 93633","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"8600000US93634","ZCTA5 93634","22","16","9","14","6","13","3","4","3","4","0","12","0","12","0","12","0","12","0","12","13","15","11","15","2","4","2","4","0","12","0","12","0","12","0","12","0","12"
"8600000US93635","ZCTA5 93635","29627","760","15301","653","6443","612","7796","434","7394","451","402","147","103","75","299","140","214","122","848","244","14326","470","4334","490","7764","423","6930","410","834","244","384","178","450","177","1099","235","1129","245"
"8600000US93636","ZCTA5 93636","10540","592","5111","354","1245","241","3422","235","3258","218","164","75","94","56","70","43","127","78","317","97","5429","350","1100","221","3613","272","3383","238","230","102","124","76","106","58","289","93","427","133"
"8600000US93637","ZCTA5 93637","30057","1067","14172","792","4799","723","8038","639","7265","542","773","293","168","109","605","294","363","170","972","280","15885","744","4607","539","7944","612","7241","591","703","227","376","187","327","171","1570","342","1764","472"
"8600000US93638","ZCTA5 93638","36386","1154","18558","690","8875","687","8424","489","7485","522","939","244","320","149","619","200","362","167","897","219","17828","847","6373","583","8847","575","7564","524","1283","345","698","230","585","203","1100","272","1508","325"
"8600000US93640","ZCTA5 93640","9171","494","4984","461","2450","381","2160","274","1616","218","544","198","205","139","339","147","29","39","345","130","4187","305","1914","336","1763","231","1512","201","251","116","140","91","111","72","345","105","165","111"
"8600000US93641","ZCTA5 93641","223","111","177","91","94","86","52","37","31","35","21","12","0","12","21","12","16","26","15","22","46","44","15","24","31","36","31","36","0","12","0","12","0","12","0","12","0","12"
"8600000US93643","ZCTA5 93643","2281","344","1231","221","205","76","642","142","563","122","79","56","60","53","19","21","83","51","301","143","1050","183","196","105","564","111","528","96","36","38","9","15","27","38","157","89","133","66"
"8600000US93644","ZCTA5 93644","7594","749","3589","476","959","352","2092","303","1947","291","145","100","44","42","101","93","123","70","415","215","4005","482","758","319","2252","315","1940","266","312","186","150","116","162","153","283","149","712","272"
"8600000US93645","ZCTA5 93645","148","198","52","64","0","12","52","64","52","64","0","12","0","12","0","12","0","12","0","12","96","136","0","12","54","68","54","68","0","12","0","12","0","12","42","70","0","12"
"8600000US93646","ZCTA5 93646","8034","503","4038","356","1793","282","1909","223","1611","176","298","186","228","175","70","54","84","71","252","122","3996","317","1567","270","1944","219","1522","172","422","146","267","111","155","110","231","112","254","135"
"8600000US93647","ZCTA5 93647","8104","799","4129","489","1988","413","1871","283","1782","271","89","88","48","69","41","54","65","72","205","127","3975","464","1349","342","2197","349","1702","275","495","224","223","145","272","164","289","155","140","107"
"8600000US93648","ZCTA5 93648","11604","325","5789","347","2660","333","2879","252","2491","235","388","154","130","98","258","125","60","50","190","88","5815","304","2221","307","2863","225","2345","230","518","165","259","113","259","123","342","139","389","127"
"8600000US93650","ZCTA5 93650","2487","409","1183","231","426","128","552","164","417","152","135","88","106","79","29","31","10","18","195","78","1304","257","364","153","496","164","388","149","108","84","38","52","70","67","186","84","258","111"
"8600000US93651","ZCTA5 93651","1501","346","860","223","231","139","578","141","527","133","51","54","41","52","10","15","7","12","44","44","641","159","33","31","559","145","540","145","19","21","19","21","0","12","17","20","32","42"
"8600000US93652","ZCTA5 93652","448","142","254","86","136","55","101","46","76","36","25","29","11","18","14","23","8","8","9","10","194","72","78","43","82","32","74","32","8","6","8","6","0","12","21","22","13","17"
"8600000US93653","ZCTA5 93653","1205","261","626","149","188","87","346","83","320","81","26","19","4","8","22","18","19","18","73","48","579","136","91","52","392","115","357","109","35","30","8","14","27","25","49","27","47","29"
"8600000US93654","ZCTA5 93654","22634","969","11149","701","4098","558","6221","485","5671","401","550","208","56","65","494","199","194","124","636","188","11485","636","3548","527","5942","464","5316","372","626","276","257","127","369","202","1161","296","834","217"
